Labels;Repo;Csoc_predictions
Sequential,General;https://github.com/vganesh46/awd-lstm-pytorch-implementation;world wide web,virtual machines,neural networks,network virtualization,social networks,cloud computing,social media
General,Reinforcement Learning;https://github.com/miyosuda/async_deep_reinforce;neural networks,knowledge management,information systems,program processors,fault tolerant computer systems,reinforcement learning,web 2.0
General,Computer Vision;https://github.com/MrRen-sdhm/Embedded_Multi_Object_Detection_CNN;graphics processing unit,world wide web,parallel programming,flash memory,neural networks,object recognition,digital storage
General,Computer Vision;https://github.com/Vignesh-95/cnn-semantic-segmentation-satellite-images;semantic gap,bayesian methods,image quality,mobile computing,image processing,digital image storage,image matching,computational linguistics,optical character recognition,classification methods,object recognition,image retrieval,pattern recognition,imaging systems,distributed computer systems,image analysis,color image processing,probability distributions,inference engines
General,Computer Vision;https://github.com/kekeller/semantic_soy_deeplabv3plus;semantic gap,computer system recovery,mobile computing,human computer interaction,distributed computer systems,commerce,image processing,verification and validation,inference engines,image analysis,program processors
General,Computer Vision;https://github.com/HyeongJu916/Boaz-SR-ESRGAN-PyTorch;low resolution images,image segmentation,optical resolving power,face recognition,imaging systems,visual communication,image compression,image denoising
General,Reinforcement Learning;https://github.com/ikostrikov/pytorch-a3c;multiagent system,reinforcement learning,mathematics,fault tolerant computer systems
General,Natural Language Processing;https://github.com/jageshmaharjan/BERT_Service;queuing network,world wide web,artificial intelligence,natural languages,program processors,servers,data mining,computational linguistics,text processing
General,Reinforcement Learning;https://github.com/deepmind/rlax;computer science,multiagent system,stochastic processes,mathematics,program processors,random processes,reinforcement learning,numerical model
General,Computer Vision;https://github.com/fmu2/NICE;inverse problems,linear transformations,regularization,mathematics,independent component analysis,parameterization
General,Computer Vision;https://github.com/jackaduma/CycleGAN-VC2;buffer storage,speech communication,image quality,neural networks,operating systems,image matching,storage allocation (computer),cache memory
General,Computer Vision;https://github.com/sidneykingsley/pix2pix-tensorflow;image quality,operating systems,edge detection,digital image storage,image processing,image matching,optical character recognition,image segmentation,object recognition,image retrieval,program processors,pattern recognition,imaging systems,multi core,face recognition,image analysis,color image processing,computer system recovery,chip multiprocessor,numerical model
General;https://github.com/dragen1860/DARTS-PyTorch;evolutionary algorithms,syntactics,flash memory,human computer interaction,neural networks,architecting,verification and validation,natural language processing,mathematics,program processors,software architecture,imaging systems,search engines
Sequential,General;https://github.com/jmyrberg/finnlem;graphics processing unit,computer system recovery,parallel programming,linguistics,grid computing,verification and validation,word processing
General,Computer Vision;https://github.com/utunga/pix2pix-tensorflow;image quality,operating systems,edge detection,digital image storage,image processing,image matching,optical character recognition,image segmentation,object recognition,image retrieval,program processors,pattern recognition,imaging systems,multi core,face recognition,image analysis,color image processing,computer system recovery,chip multiprocessor,numerical model
General,Computer Vision;https://github.com/Montia/bw2color;color image processing,computer science,image quality,object recognition,image retrieval,digital image storage,image processing,image matching,image analysis,optical character recognition,pattern recognition,imaging systems
General,Computer Vision;https://github.com/tjwei/stylegan2_workshop;graphics processing unit,buffer storage,parallel programming,operating systems,dynamic random access storage,image processing,storage allocation (computer),image analysis,program processors,cache memory
General,Computer Vision;https://github.com/renmengye/revnet-public;signal to noise ratio,communication channels,neural networks,probability
Sequential,General,Computer Vision;https://github.com/osmr/imgclsmob;object recognition,gesture recognition,motion estimation,computer imaging and vision
General,Computer Vision;https://github.com/anookeen/yolo;wireless networks,program compilers,computer science,intrusion detection,operating systems,telecommunication traffic,bandwidth,web 2.0,graphics processing unit,object recognition,video streaming,information systems,user interfaces,program processors,knowledge management,mpi,mobile telecommunication systems,malwares,parallel programming,wireless local area networks (wlan),cloud providers,telephone sets
General,Computer Vision;https://github.com/cbxs123/Advanced-Deep-Learning-with-Keras;image quality,machine learning,image processing,digital image storage,image matching,optical character recognition,optical flows,character recognition,object recognition,image retrieval,computer imaging and vision,matrix factorizations,fault tolerant computer systems,support vector machine,imaging systems,mobile robots,image analysis,reinforcement learning,numerical methods,image reconstruction,color image processing,neural networks,correlation analysis
General,Computer Vision;https://github.com/rtanno21609/AdaptiveNeuralTrees;evolutionary algorithms,operating systems,telecommunication traffic,combinatorial optimization,machine learning,bandwidth,software architecture patterns,software architecture,classification methods,graphics processing unit,video streaming,program processors,support vector machine,human computer interaction,computer system recovery,parallel programming,optimization,verification and validation,parallel computing
General;https://github.com/cybertronai/pytorch-lamb;routing algorithms,color image processing,image quality,image retrieval,image matching,graphic methods,pattern recognition,query optimization
General,Computer Vision;https://github.com/ankit-vaghela30/Google-landmark-prediction;image quality,machine learning,digital image storage,image processing,image matching,optical character recognition,web 2.0,classification methods,object recognition,information systems,image retrieval,pattern recognition,imaging systems,knowledge management,image analysis,color image processing,neural networks,education,sociology,numerical model
General,Computer Vision;https://github.com/nitinvwaran/UrbanSound8K-audio-classification-with-ResNet;discrete fourier transforms,linear matrix inequalities,domestic appliances,clustering algorithms,frequency bands,image denoising,speech communication,object recognition,electric filters,adaptive filters,support vector machine,imaging systems,multiresolution analysis,sub-bands,discrete cosine transforms,computer hardware,neural networks,signal analysis,wavelet,verification and validation,gabor filter,fir filters
General,Computer Vision;https://github.com/yxgeee/MMT;parallel programming,graphics processing unit,parallel computing,program processors
General,Computer Vision;https://github.com/LordAlucard90/Variational-AutoEncoder-For-Novelty-Detection;image reconstruction,sufficient conditions,signal to noise ratio,neural networks,machine learning,stochastic processes,support vector machine
General,Computer Vision;https://github.com/ujsyehao/mobilenetv3-ssd;flash memory,storage systems,nand flash memory,digital storage
General,Computer Vision;https://github.com/eric-erki/yolov3;wireless networks,program compilers,computer science,intrusion detection,operating systems,telecommunication traffic,bandwidth,web 2.0,graphics processing unit,object recognition,video streaming,information systems,user interfaces,program processors,knowledge management,mpi,mobile telecommunication systems,malwares,parallel programming,wireless local area networks (wlan),cloud providers,telephone sets
General;https://github.com/jreisam/Unity-OpenPose-Edutable;hand-gesture recognition,signal detection,image segmentation,object recognition,face recognition,hand tracking,motion estimation,numerical model,imaging systems
General,Computer Vision;https://github.com/anujtyagi2802/SRGAN;low resolution images,color image processing,image segmentation,image quality,object recognition,image retrieval,optical resolving power,face recognition,digital image storage,image processing,image matching,image analysis,mathematics,optical character recognition,pattern recognition,imaging systems
General,Computer Vision;https://github.com/pavasgdb/Anomaly-detector-using-GAN;bayesian methods,intrusion detection,probability distributions,inference engines,support vector machine,correlation analysis,classification methods
General,Computer Vision;https://github.com/mingxingtan/efficientnet;computing environments,computer system recovery,communication,computing paradigm,software as a service,commerce,cloud providers,computing resource,inference engines,distributed database systems,mobile devices,imaging systems,gpu
General,Computer Vision;https://github.com/minoring/batch-norm-visualize;character recognition,human computer interaction
General,Computer Vision;https://github.com/AutomatedAI/deeplab_segmentation_example;semantic gap,computer science,mobile computing,distributed computer systems,commerce,image processing,inference engines,e-commerce,image analysis
General,Natural Language Processing;https://github.com/kpot/keras-transformer;intelligent robots,virtual reality,robot programming,speech communication,linguistics,artificial intelligence,natural languages,education,theoretical computer science,computational linguistics
General,Computer Vision;https://github.com/MeAmarP/Fruit-Classification;support vector machine,scripting languages,classification methods,machine learning
General,Natural Language Processing;https://github.com/Satan012/BERT;random access storage,cuda,operating systems,machine learning,computational linguistics,semantics,software architecture,character recognition,commerce,computational efficiency,mathematics,program processors,cloud computing,sensors,computer systems,artificial intelligence,cache memory,information retrieval,computer system recovery,buffer storage,digital storage,linguistics,scalable video coding,inference engines,education,storage allocation (computer)
General,Computer Vision;https://github.com/xinkuansong/modified-resnet-acc-0.9638-10.7M-parameters;software quality,numerical model
General,Computer Vision;https://github.com/Shantanu48114860/Handwritten-Character-Recognition;machine learning,verification and validation,optical fibers,education,classifiers,support vector machine,pattern recognition,classification methods
General,Computer Vision;https://github.com/peteryuX/arcface-tf2;virtual reality,verification and validation,image processing,education,software engineering,pattern recognition
General,Computer Vision;https://github.com/Miracle1991/DetectionHub;bayesian methods,attribute weight,intrusion detection,probability distributions,neural networks,cuda,inference engines,game theory,program processors
General,Natural Language Processing;https://github.com/felixSchober/ABSA-Transformer;genetic analysis,graphics processing unit,parallel programming,linguistics,artificial intelligence,knowledge management,smart cards,natural languages,program processors,machine learning,network architecture,data mining,computational linguistics,software architecture,field programmable gate array
General,Computer Vision;https://github.com/DLHacks/pix2pix_PAN;optical character recognition,steganography,color image processing,image quality,object recognition,signal to noise ratio,image retrieval,digital image storage,image processing,image matching,image analysis,image compression,program processors,pattern recognition,imaging systems
General,Computer Vision;https://github.com/EmptySamurai/pytorch-reconet;bayesian methods,parallel programming,probability distributions,video streaming,inference engines,software architecture
General,Reinforcement Learning;https://github.com/liuyuezhang/pyrl;computer games,game design,multiagent system,education,software architecture
General,Computer Vision;https://github.com/MicroprocessorX069/Comparison-of-DC-GANS-and-SA-GANS;architecture description,image reconstruction,color image processing,image quality,object recognition,image retrieval,digital image storage,image processing,image matching,image analysis,optical character recognition,pattern recognition,imaging systems
General,Computer Vision;https://github.com/mbbrodie/stylegan2;graphics processing unit,computer system recovery,parallel programming,discrete cosine transforms,optical projectors,digital image storage,image processing,image analysis
General,Computer Vision;https://github.com/pradyu1/Defect-Classification;virtual reality,computer imaging and vision,inference engines,education,image compression,signal processing,direction of arrival,classification methods
General,Reinforcement Learning;https://github.com/georgesung/TD3;multiagent system,human computer interaction,computer science
General,Computer Vision;https://github.com/busyboxs/Some-resources-useful-for-me;signal detection,object recognition,neural networks,machine learning,face recognition
General,Computer Vision;https://github.com/ShaofengZou/A-CNN-Based-Blind-Denoising-Method;image reconstruction,graphics processing unit,de-noising,steganography,parallel programming,signal to noise ratio,neural networks,edge detection,image processing,imaging systems,image matching,noise pollution control,image analysis,image compression,gaussian distribution,image denoising
General,Computer Vision;https://github.com/hwalsuklee/tensorflow-mnist-MLP-batch_normalization-weight_initializers;decision theory,analytic hierarchy process,neural networks,evaluation index,hidden layers,index systems,analytic hierarchy process (ahp),software architecture,computer systems
General;https://github.com/flymin/darts;evolutionary algorithms,syntactics,flash memory,human computer interaction,architecting,verification and validation,natural language processing,mathematics,program processors,software architecture,imaging systems,search engines
General,Natural Language Processing;https://github.com/lennonzurich/lalala;random access storage,cuda,operating systems,machine learning,computational linguistics,semantics,software architecture,character recognition,commerce,computational efficiency,mathematics,program processors,cloud computing,sensors,computer systems,artificial intelligence,cache memory,information retrieval,computer system recovery,buffer storage,digital storage,linguistics,scalable video coding,inference engines,education,storage allocation (computer)
General,Computer Vision;https://github.com/Xinyi6/CIFAR10-CNN-by-Keras;image reconstruction,stochasticity,image segmentation,color image processing,neural networks,acoustic surface wave devices,machine learning,stochastic processes,mathematics,random processes,pattern recognition
General,Computer Vision;https://github.com/kang205/DVBPR;image quality,machine learning,image processing,digital image storage,image matching,optical character recognition,recommender systems,object recognition,image retrieval,user interfaces,matrix factorizations,mathematics,pattern recognition,imaging systems,search engines,artificial intelligence,image analysis,color image processing,feedback systems,correlation analysis
General,Computer Vision;https://github.com/mhuse/StyleGAN2LatentspaceInterpolation;graphics processing unit,buffer storage,parallel programming,operating systems,dynamic random access storage,image processing,storage allocation (computer),image analysis,program processors,cache memory
General,Computer Vision;https://github.com/LSSTDESC/DeblenderVAE;median filter,image quality,programmable logic controllers,edge detection,digital image storage,image processing,image enhancement,image matching,bandwidth,optical character recognition,image denoising,object recognition,antennas,image retrieval,mathematics,communication satellites,program processors,pattern recognition,imaging systems,application specific integrated circuits,image analysis,auto encoders,de-noising,color image processing
General,Computer Vision;https://github.com/saunack/MobileNetv2-SSD;image quality,world wide web,flash memory,digital storage,image matching,software architecture
General,Computer Vision;https://github.com/saimj7/People-Counting-in-Real-Time;computer science,bayesian methods,real time systems,digital storage,flash memory,video streaming,database systems,electronic mail,neural networks,probability distributions,inference engines,data mining,data communication systems
General;https://github.com/1170500804/MoCo;signal detection,object recognition,parallel programming,cuda,machine learning,visualization,program processors
General,Computer Vision;https://github.com/Aiwizo/template-nvae;image reconstruction,color image processing,auto encoders,image quality,digital image storage,image processing,image matching,image analysis,optical character recognition,optical flows,pattern recognition,numerical methods
General,Computer Vision;https://github.com/chengyangfu/retinamask;signal detection,bayesian methods,probability distributions,inference engines,information retrieval systems,text mining
General,Computer Vision;https://github.com/PaddlePaddle/PaddleSeg;bayesian methods,object recognition,probability distributions,signal to noise ratio,discrete cosine transforms,image processing,inference engines,wavelet transforms,image analysis,mathematics,signal processing,image compression
General,Computer Vision;https://github.com/arturml/pytorch-wgan-gp;color image processing,image quality,image processing,matrix factorizations,image matching,image analysis,pattern recognition,correlation analysis
General,Natural Language Processing;https://github.com/u7javed/Transformer-Multi-Language-Translator;computer science,linguistics,artificial intelligence,neural networks,translation (languages),game theory,statistical machine translation,text entry,information theory
General,Computer Vision;https://github.com/Arcady1/Doodle-Recognition-Web;wireless networks,inverse problems,pattern recognition,ad hoc networks,face recognition,wireless sensor networks,regularization,routing protocols,parameterization,network coding,sensor networks
General,Computer Vision;https://github.com/Stomper10/CheXpert;inverse problems,cuda,electronic mail,markov processes,machine learning,regularization,education,theoretical computer science,mathematics,program processors,parameterization,computer aided manufacturing,genetic analysis
General,Computer Vision;https://github.com/suvasis/birdnet2cs231n;graphics processing unit,signal detection,bayesian methods,object recognition,parallel programming,neural networks,probability distributions,inference engines,parallel computing,mathematics,program processors,correlation analysis
General,Computer Vision;https://github.com/jaketae/g-mlp;neural networks,artificial intelligence,computer imaging and vision,natural languages,imaging systems,classification methods
General,Computer Vision;https://github.com/alex-f1tor/Image-Caption;color image processing,image quality,object recognition,neural networks,image retrieval,computer imaging and vision,digital image storage,image processing,image matching,image analysis,optical character recognition,pattern recognition,imaging systems
General;https://github.com/liang-faan/openpose;operating systems,database systems,graphics processing unit,image segmentation,object recognition,medium access control,program processors,imaging systems,world wide web,electronic mail,face detection,face recognition,gpgpu,wireless telecommunication systems,image reconstruction,nanocantilevers,parallel programming,neural networks,education,motion estimation
General;https://github.com/mengfu188/insightface.bak;active appearance models,verification and validation,image processing,program processors,pattern recognition
General,Computer Vision;https://github.com/V0LsTeR/mySRResNet;low resolution images,steganography,image segmentation,signal to noise ratio,optical resolving power,color images,machine learning,face recognition,image enhancement,image compression
General,Computer Vision;https://github.com/malin9402/2020-0221;virtual reality,verification and validation,image processing,education,software engineering,pattern recognition
General;https://github.com/cfl0122/face;active appearance models,verification and validation,image processing,program processors,pattern recognition
General;https://github.com/mayankk6196/darts-python;evolutionary algorithms,syntactics,flash memory,human computer interaction,architecting,verification and validation,natural language processing,mathematics,program processors,software architecture,imaging systems,search engines
General,Computer Vision;https://github.com/Jmak12/Iris1;decision trees,color image processing,biometrics,image quality,image matching,pattern recognition,computer aided manufacturing,classification methods
General,Computer Vision;https://github.com/ymittal23/PlayWithCifar;image reconstruction,stochasticity,time varying networks,stochastic processes,education,software architecture,imaging systems
General;https://github.com/siddikui/Fast-DARTS;evolutionary algorithms,syntactics,flash memory,human computer interaction,architecting,verification and validation,natural language processing,mathematics,program processors,software architecture,imaging systems,search engines
General,Computer Vision;https://github.com/zhusiling/GCNet;open source software,graphics processing unit,software development,computer science,source codes,parallel programming,object recognition,operating systems,program processors
General,Computer Vision;https://github.com/witwickey/darknet;wireless networks,program compilers,authentication,computer science,intrusion detection,virtual reality,javascript,operating systems,telecommunication traffic,bandwidth,web 2.0,graphics processing unit,object recognition,video streaming,information systems,user interfaces,program processors,cryptography,knowledge management,visualization,mpi,mobile devices,mobile telecommunication systems,malwares,three dimensional computer graphics,computer hardware,parallel programming,wireless local area networks (wlan),cloud providers,storage allocation (computer),servers,telephone sets
General,Computer Vision;https://github.com/edgarrt/custom_darknet;wireless networks,scripting languages,program compilers,authentication,computer science,intrusion detection,virtual reality,operating systems,telecommunication traffic,bandwidth,web 2.0,graphics processing unit,object recognition,video streaming,information systems,user interfaces,program processors,image compression,cryptography,world wide web,knowledge management,visualization,mpi,mobile devices,signal processing,mobile telecommunication systems,malwares,three dimensional computer graphics,parallel programming,verification and validation,wireless local area networks (wlan),cloud providers,storage allocation (computer),servers,telephone sets
General,Computer Vision;https://github.com/vierachen/maskrcnn;bayesian methods,attribute weight,intrusion detection,probability distributions,neural networks,cuda,inference engines,game theory,program processors
General,Natural Language Processing;https://github.com/ViktorStagge/CompressiveTransformer;virtual reality,random access storage,flash memory,xml,user interfaces
General,Natural Language Processing;https://github.com/studio-ousia/luke;information retrieval,virtual reality,linguistics,artificial intelligence,knowledge management,information systems,face recognition,natural languages,education,theoretical computer science,computational linguistics,web 2.0,classification methods,text processing
General,Computer Vision;https://github.com/lavoiems/Cats-UDT;software architecture,cluster head,cluster computing,machine learning,wireless sensor networks,education,grid environments,support vector machine,sensor networks
General,Computer Vision;https://github.com/L0SG/NanoFlow;queuing network,computer system recovery,parallel programming,probability distributions,cuda,computer aided design,graphical model,machine learning,inference engines,program processors,numerical model
General,Computer Vision;https://github.com/karoly-hars/GAN_image_colorizing;color image processing,image quality,machine learning,image processing,image matching,image analysis,pattern recognition
General,Computer Vision;https://github.com/SauravMaheshkar/gMLP;neural networks,write operations,software engineering,field programmable gate array,software architecture
General,Computer Vision;https://github.com/asad-62/IVP-DNN;neural networks,superresolution,imaging systems,genetic analysis,classification methods,computer systems
General,Computer Vision;https://github.com/gfursin/browser-extension-for-reproducible-research;world wide web,javascript,computer security,access control,knowledge acquisition,knowledge-sharing
General,Computer Vision;https://github.com/JaneliaSciComp/SongExplorer;virtual reality,computer science,public key cryptography,time varying networks,operating systems,submersibles,parallel architectures,machine learning,stochastic processes,image enhancement,bandwidth,classification methods,time domain analysis,parallel manipulators,graphics processing unit,image segmentation,image resolution,biometrics,medium access control,security of data,mathematics,program processors,windows operating system,cloud computing,support vector machine,pattern recognition,image compression,time frequency analysis,computer systems,underwater sensor networks,world wide web,blind source separation,human computer interaction,face recognition,illustrative examples,graphic methods,hidden layers,software engineering,signal processing,cache memory,wireless telecommunication systems,stochasticity,engineering,buffer storage,parallel programming,signal analysis,verification and validation,mathematical transformations,type systems,acoustic noise,inference engines,education,storage allocation (computer),frequency domain analysis,underwater acoustic communications
General,Natural Language Processing;https://github.com/colorfulscoop/tfdlg;cuda,education,program processors,software architecture,gaussian distribution
General,Natural Language Processing;https://github.com/Chang-Chia-Chi/SaintPlus-Knowledge-Tracing-Pytorch;bayesian methods,probability distributions,database systems,personal information,verification and validation,inference engines,data mining,data communication systems,recommender systems
General,Computer Vision;https://github.com/XieBaoshi/stylegan2;superresolution,operating systems,regularization,image processing,image matching,digital image storage,optical character recognition,graphics processing unit,object recognition,image retrieval,matrix factorizations,program processors,parameterization,pattern recognition,imaging systems,random number generation,image analysis,cache memory,formal logic,image reconstruction,color image processing,inverse problems,buffer storage,parallel programming,formal verifications,verification and validation,parallel computing,storage allocation (computer),correlation analysis
Sequential,General,Natural Language Processing;https://github.com/trthackthonFighters/ConvBert;graphics processing unit,bayesian methods,engineering,parallel programming,probability distributions,inference engines,gpu
General,Computer Vision;https://github.com/AlexeyAB/darknet;wireless networks,scripting languages,program compilers,authentication,computer science,intrusion detection,computer programming languages,operating systems,telecommunication traffic,bandwidth,web 2.0,graphics processing unit,object recognition,video streaming,information systems,user interfaces,mathematics,program processors,image compression,cryptography,world wide web,knowledge management,formal methods,mpi,gpgpu,model checking,mobile devices,signal processing,mobile telecommunication systems,smart cards,malwares,robotics,parallel programming,neural networks,verification and validation,cloud providers,wireless local area networks (wlan),storage allocation (computer),servers,telephone sets
General,Computer Vision;https://github.com/rishikksh20/ResMLP-pytorch;information retrieval,color image processing,image segmentation,image quality,object recognition,database systems,digital image storage,image processing,image matching,classifiers,image enhancement,image analysis,optical character recognition,pattern recognition,imaging systems,computer systems,hyper-spectral images
General,Computer Vision;https://github.com/Atmosphere-art/Self-Attention-GAN;buffer storage,random access storage,operating systems,cuda,reduced instruction set computing,parallel algorithms,computer workstations,program processors
General,Computer Vision;https://github.com/UnofficialJuliaMirror/DeepMark-deepmark;transmission control protocol,computer science,random access storage,video streaming,neural networks,computer programming,program processors
General,Reinforcement Learning;https://github.com/GhadaSokar/Dynamic-Sparse-Training-for-Deep-Reinforcement-Learning;multiagent system,stochastic,signal reconstruction,approximation algorithms
General,Computer Vision;https://github.com/UdbhavPrasad072300/GANs-Implementations;optical flows,low resolution images,image reconstruction,character recognition,neural networks,optical resolving power,auto encoders,numerical methods
General,Computer Vision;https://github.com/datalass1/fastai;scripting languages,communication,image quality,digital image storage,image processing,image matching,computer programming,optical character recognition,classification methods,image resolution,object recognition,computing paradigm,image retrieval,computer imaging and vision,commerce,distributed database systems,program processors,pattern recognition,imaging systems,computing environments,world wide web,image analysis,computing resource,mobile devices,color image processing,cloud providers,software as a service
General,Computer Vision;https://github.com/bettersituation/rigid_batch_norm;image reconstruction,character recognition,probability distributions,neural networks,probability density function,portfolio selection
General,Natural Language Processing;https://github.com/thanhlong1997/bert_quora;random access storage,cuda,operating systems,machine learning,computational linguistics,semantics,software architecture,character recognition,commerce,computational efficiency,mathematics,program processors,cloud computing,sensors,computer systems,artificial intelligence,cache memory,information retrieval,computer system recovery,buffer storage,digital storage,linguistics,scalable video coding,inference engines,education,storage allocation (computer)
General;https://github.com/mnikitin/LookaheadOptimizer-mx;wireless networks,query optimization
General,Natural Language Processing;https://github.com/meizi1114/bert;random access storage,cuda,operating systems,machine learning,computational linguistics,semantics,software architecture,character recognition,commerce,computational efficiency,mathematics,program processors,cloud computing,sensors,computer systems,artificial intelligence,cache memory,information retrieval,computer system recovery,buffer storage,digital storage,linguistics,scalable video coding,inference engines,education,storage allocation (computer)
General,Computer Vision;https://github.com/tbullmann/imagesegmentation-tensorflow;color image processing,image quality,object recognition,image retrieval,computer imaging and vision,image processing,digital image storage,image matching,image analysis,optical character recognition,pattern recognition,imaging systems
General,Computer Vision;https://github.com/yaxingwang/MineGAN;software architecture,graphics processing unit,scripting languages,knowledge based systems,parallel programming,knowledge management,matrix factorizations,software engineering,program processors,correlation analysis,microprocessor chips
General,Computer Vision;https://github.com/phymhan/stylegan2-pytorch;convolutional codes,image processing,neural networks,image analysis
General,Natural Language Processing;https://github.com/lucashueda/long_sentence_transformer;computing environments,communication,random access storage,computing paradigm,artificial intelligence,natural languages,commerce,cloud providers,word processing,computing resource,distributed database systems,mobile devices,program processors,cloud computing,software as a service
General,Natural Language Processing;https://github.com/zhang-huihui/git-repository;random access storage,cuda,operating systems,machine learning,computational linguistics,semantics,software architecture,character recognition,commerce,computational efficiency,mathematics,program processors,cloud computing,sensors,computer systems,artificial intelligence,cache memory,information retrieval,computer system recovery,buffer storage,digital storage,linguistics,scalable video coding,inference engines,education,storage allocation (computer)
General,Computer Vision;https://github.com/SarderLab/WSI-cycleGAN;color image processing,image quality,object recognition,image retrieval,digital image storage,image processing,image matching,image analysis,optical character recognition,pattern recognition,imaging systems
General,Computer Vision;https://github.com/vietvulong/Python-People-Counting-in-Real-Time-master;computer science,bayesian methods,real time systems,digital storage,flash memory,video streaming,database systems,electronic mail,neural networks,probability distributions,inference engines,data mining,data communication systems
General,Natural Language Processing;https://github.com/truclycs/ocr_seq2seq;character recognition,image segmentation,text processing,computer systems
General,Computer Vision;https://github.com/Hayashi-Yudai/SRGAN;control system analysis,formal verifications,superresolution,verification and validation,model checking,imaging systems
General,Computer Vision;https://github.com/ThanhPham1987/ANN;backpropagation algorithm,machine learning
General,Computer Vision;https://github.com/DanielLongo/cGANs;character recognition,neural networks,personal information,recommender systems
General,Computer Vision;https://github.com/jiajunhua/facebookresearch-Detectron;signal detection,computer science,object recognition,neural networks,machine learning,computer imaging and vision,software design,motion estimation,gesture recognition,object oriented programming
Sequential,General;https://github.com/loudinthecloud/pytorch-ntm;random access storage,random number generation,neural networks,automata theory,memory access,software architecture,portfolio selection
General,Computer Vision;https://github.com/mgrcar/pix2pix;image quality,operating systems,edge detection,digital image storage,image processing,image matching,optical character recognition,image segmentation,object recognition,image retrieval,program processors,pattern recognition,imaging systems,multi core,face recognition,image analysis,color image processing,computer system recovery,chip multiprocessor,numerical model
General,Computer Vision;https://github.com/t0nberryking/DCGAN256;gaussian distribution,color image processing,image quality,object recognition,signal to noise ratio,superresolution,image retrieval,digital image storage,image processing,image matching,image analysis,optical character recognition,pattern recognition,imaging systems
General;https://github.com/sinamoradian/SNIP-NAS-2;evolutionary algorithms,syntactics,flash memory,human computer interaction,neural networks,architecting,verification and validation,natural language processing,mathematics,program processors,software architecture,imaging systems,search engines
General,Computer Vision;https://github.com/andrearama/Deep-Auxiliary-Classifier-GAN;image reconstruction,machine learning,education,support vector machine,software architecture
General,Computer Vision;https://github.com/JagadishSivakumar/Image-Classifier-ml5.js;xml,user interfaces,machine learning,education,support vector machine,software architecture,imaging systems
General,Computer Vision;https://github.com/fuadkhairi/darknet_yolo_train;wireless networks,program compilers,authentication,computer science,intrusion detection,virtual reality,javascript,operating systems,telecommunication traffic,bandwidth,web 2.0,graphics processing unit,object recognition,video streaming,information systems,user interfaces,program processors,image compression,cryptography,knowledge management,visualization,mpi,mobile devices,signal processing,mobile telecommunication systems,malwares,three dimensional computer graphics,parallel programming,verification and validation,wireless local area networks (wlan),cloud providers,storage allocation (computer),servers,telephone sets
General,Computer Vision;https://github.com/deepmind/dm-haiku;graphics processing unit,stochasticity,computer system recovery,parallel programming,random number generation,stochastic processes,program processors,auto encoders,reinforcement learning,field programmable gate array
General,Computer Vision;https://github.com/baldassarreFe/deep-koalarization;decision trees,color image processing,image quality,signal to noise ratio,neural networks,image matching,sociology,pattern recognition,classification methods
Sequential,General;https://github.com/MarkPKCollier/NeuralTuringMachine;transactional memory,random access storage,flash memory,neural networks,artificial intelligence,automata theory,location based services,task scheduling,multiprocessing systems,mathematics,computer systems,microprocessor chips
General,Computer Vision;https://github.com/Syarujianai/deeplab-commented;semantic gap,bayesian methods,image quality,mobile computing,image processing,digital image storage,image matching,computational linguistics,optical character recognition,classification methods,object recognition,image retrieval,pattern recognition,imaging systems,distributed computer systems,image analysis,color image processing,probability distributions,inference engines
General,Computer Vision;https://github.com/GenesisDCarmen/C_Reconocimiento_Facial;cognitive radio network,spectrum sensing,bayesian methods,mobile telecommunication systems,world wide web,object recognition,probability distributions,human computer interaction,database systems,spectrum sharing,inference engines,education,mobile devices,smart phones
General,Computer Vision;https://github.com/aakashjhawar/traffic-sign-detection;wireless networks,program compilers,authentication,computer science,intrusion detection,virtual reality,javascript,operating systems,telecommunication traffic,bandwidth,web 2.0,graphics processing unit,object recognition,video streaming,information systems,user interfaces,program processors,image compression,cryptography,knowledge management,visualization,mpi,mobile devices,signal processing,mobile telecommunication systems,malwares,three dimensional computer graphics,parallel programming,verification and validation,wireless local area networks (wlan),cloud providers,storage allocation (computer),servers,telephone sets
General;https://github.com/shunzh/pytorch-maml-rl;virtual reality,interactive computer graphics
General,Computer Vision;https://github.com/wpsliu123/yolo-windows;wireless networks,program compilers,computer science,intrusion detection,operating systems,telecommunication traffic,bandwidth,web 2.0,graphics processing unit,object recognition,video streaming,information systems,user interfaces,program processors,knowledge management,mpi,mobile telecommunication systems,malwares,parallel programming,wireless local area networks (wlan),cloud providers,storage allocation (computer),telephone sets
General,Computer Vision;https://github.com/itsuki8914/CycleGAN-TF;
General,Computer Vision;https://github.com/philip-brohan/weather2weather;xml,user interfaces,verification and validation,distributed computer systems,computer networks,image matching,program processors,internet,fused images,numerical model,imaging systems
General;https://github.com/lucidrains/deep-daze;image reconstruction,random access storage,linguistics,mathematics,program processors,semantics
General,Computer Vision;https://github.com/rosinality/sagan-pytorch;multi path routing,routing protocols,routing algorithms,backup path
General,Computer Vision;https://github.com/SeonbeomKim/TensorFlow-pix2pix;color image processing,image quality,object recognition,image retrieval,digital image storage,image processing,image matching,image analysis,optical character recognition,pattern recognition,imaging systems
General;https://github.com/HeungChangLee/AutoML;evolutionary algorithms,syntactics,flash memory,human computer interaction,architecting,verification and validation,natural language processing,mathematics,program processors,software architecture,imaging systems,search engines
