Labels;Repo;Csoc_predictions
Computer Vision,General;https://github.com/JacobM184/EfficientNet-for-Gun-detection;computer programming languages,image quality,fault tolerant computer systems,backpropagation algorithm,hidden layers,program processors,graphic methods,image compression,image resolution,computer networks,digital image storage,gyroscopes,theoretical computer science,artificial intelligence,accelerometers,adaptive control systems,process control,stochasticity,graphics processing unit,nonlinear control systems,image enhancement,world wide web,bayesian methods,distributed computer systems,computer crime,security systems,distributed systems,lyapunov functions,image segmentation,sensors,signal processing,linear control systems,image reconstruction,pattern recognition,security of data,operating systems,computer security,parallel algorithms,machine learning,intrusion detection,parallel architectures,image retrieval,optical character recognition,imaging systems,graph theory,information systems,cryptography,information retrieval,time varying networks,computer systems,linear matrix inequalities,image matching,web 2.0,privacy,numerical methods,mathematics,parallel programming,parallel processing systems,computer imaging and vision,automation,cryptology,computer programming,object recognition,engineering,knowledge based systems,control theory,data communication systems,differential equations,feedback systems,computer system recovery,internet,matrix algebra,data privacy,image coding,time varying control systems,microprocessor chips,computer science,evolutionary algorithms,signal detection,numerical model,knowledge management,character recognition,genetic algorithms,image analysis,stochastic processes,color image processing,neural networks,image processing,inference engines,probability distributions
Computer Vision,General;https://github.com/Kate589/gan;embedded systems,storage allocation (computer),image enhancement,telecommunication systems,computer programming languages,distributed computer systems,data communication systems,factorization,wavelet transforms,information retrieval,cache memory,discrete cosine transforms,dynamic random access storage,mathematical transformations,matrix algebra,program processors,distributed systems,bandwidth,image coding,microprocessor chips,image compression,recommender systems,image segmentation,database systems,computer science,telecommunication traffic,computer systems,computer networks,matrix factorizations,digital image storage,correlation analysis,parallel computing,image analysis,image reconstruction,operating systems,buffer storage,mathematics,parallel programming,parallel processing systems,computer imaging and vision,parallel algorithms,telecommunication networks,image processing,computer hardware,computer programming,graphics processing unit,parallel architectures,cosine transforms,imaging systems
Natural Language Processing,General;https://github.com/DeligientSloth/bert-tensorflow;storage allocation (computer),scalable video coding,linguistics,computational efficiency,telecommunication systems,software engineering,computer programming languages,distributed computer systems,data communication systems,fault tolerant computer systems,visual communication,video streaming,computer system recovery,software architecture,information retrieval,cache memory,internet,program processors,distributed systems,bandwidth,image coding,microprocessor chips,software design,computer science,computer systems,database systems,telecommunication traffic,computer networks,sensors,random access storage,character recognition,artificial intelligence,theoretical computer science,pattern recognition,operating systems,commerce,buffer storage,economics,parallel programming,parallel processing systems,computer imaging and vision,telecommunication networks,parallel algorithms,computer hardware,image processing,machine learning,semantics,computer programming,graphics processing unit,inference engines,computational linguistics,grid computing,digital storage,multimedia systems,parallel architectures,cloud computing,cuda
Natural Language Processing,General;https://github.com/chandu7077/mybert;education,storage allocation (computer),scalable video coding,linguistics,computational efficiency,telecommunication systems,software engineering,computer programming languages,distributed computer systems,data communication systems,fault tolerant computer systems,visual communication,video streaming,computer system recovery,software architecture,information retrieval,cache memory,internet,program processors,distributed systems,bandwidth,image coding,microprocessor chips,software design,computer science,computer systems,database systems,telecommunication traffic,computer networks,sensors,random access storage,character recognition,artificial intelligence,theoretical computer science,pattern recognition,operating systems,commerce,mathematics,buffer storage,economics,parallel programming,parallel processing systems,computer imaging and vision,telecommunication networks,parallel algorithms,computer hardware,image processing,machine learning,semantics,computer programming,graphics processing unit,inference engines,computational linguistics,digital storage,multimedia systems,parallel architectures,cloud computing,cuda
Natural Language Processing,General;https://github.com/halo090770/bert;storage allocation (computer),scalable video coding,linguistics,computational efficiency,telecommunication systems,software engineering,computer programming languages,distributed computer systems,data communication systems,fault tolerant computer systems,visual communication,video streaming,computer system recovery,software architecture,information retrieval,cache memory,internet,program processors,distributed systems,bandwidth,image coding,microprocessor chips,software design,computer science,computer systems,database systems,telecommunication traffic,computer networks,sensors,random access storage,character recognition,artificial intelligence,theoretical computer science,pattern recognition,operating systems,commerce,buffer storage,economics,parallel programming,parallel processing systems,computer imaging and vision,telecommunication networks,parallel algorithms,computer hardware,image processing,machine learning,semantics,computer programming,graphics processing unit,inference engines,computational linguistics,grid computing,digital storage,multimedia systems,parallel architectures,cloud computing,cuda
Computer Vision,General;https://github.com/monishramadoss/SRGAN;image enhancement,image quality,data communication systems,optical resolving power,data mining,information retrieval,internet,high resolution image,computer science,computer systems,image segmentation,database systems,artificial intelligence,image analysis,image reconstruction,pattern recognition,computer imaging and vision,image processing,machine learning,low resolution images,multimedia systems,image retrieval,imaging systems,content based retrieval
Computer Vision,General;https://github.com/waynecoffee9/Traffic-Sign-Classifier;image enhancement,software engineering,image quality,backpropagation algorithm,human computer interaction,information retrieval,hidden layers,image coding,software design,computer science,image compression,image segmentation,database systems,computer systems,digital image storage,image matching,artificial intelligence,character recognition,image analysis,image reconstruction,pattern recognition,color image processing,mathematics,verification and validation,software quality,computer imaging and vision,neural networks,image processing,machine learning,object recognition,image retrieval,optical character recognition,imaging systems
Natural Language Processing,General;https://github.com/liuqiangict/lamb_optimizer;correlation analysis,machine learning,artificial intelligence,mathematics,computer science,neural networks
Computer Vision,General;https://github.com/mqjinwon/tracking_darknet;mobile computing,computer programming languages,image quality,virtualizations,wireless telecommunication systems,program processors,image compression,computer networks,user interfaces,artificial intelligence,software quality,program compilers,mpi,graphics processing unit,cloud computing,telephone sets,telecommunication systems,wireless local area networks (wlan),software engineering,world wide web,distributed computer systems,computer crime,human computer interaction,wireless networks,network security,distributed systems,bandwidth,javascript,three dimensional computer graphics,software design,image segmentation,signal processing,security of data,pattern recognition,operating systems,verification and validation,computer security,communication channels,parallel algorithms,scripting languages,intrusion detection,machine learning,parallel architectures,grid computing,storage allocation (computer),information systems,cryptography,video streaming,authentication,packet networks,computer systems,local area networks,mobile devices,web 2.0,servers,cloud providers,parallel programming,computer imaging and vision,parallel processing systems,virtual machines,telecommunication networks,cryptology,computer programming,multimedia systems,object recognition,visualization,engineering,knowledge based systems,data communication systems,internet,image coding,microprocessor chips,computer science,telecommunication traffic,mobile phones,knowledge management,wireless communications,image analysis,high level languages,communication systems,image processing,virtual reality,malwares,mobile telecommunication systems
Computer Vision,General;https://github.com/KarimDahawy/CapStone-Project;engineering,control systems,motion planning,robotics,computer programming languages,image quality,distributed computer systems,time delay,delay control systems,computer vision,matrix algebra,program processors,distributed systems,mobile robots,three term control systems,microprocessor chips,computer science,proportional control systems,computer systems,image segmentation,gpu,linear matrix inequalities,ocean currents,signal processing,image matching,artificial intelligence,synthetic aperture radar,image analysis,image reconstruction,pattern recognition,multi core,radar,mathematics,parallel programming,parallel processing systems,program compilers,computer imaging and vision,adaptive control systems,automation,parallel algorithms,process control,image processing,computer hardware,machine learning,computer programming,mpi,graphics processing unit,control system synthesis,object recognition,parallel architectures,control system analysis,cloud computing,imaging systems
General;https://github.com/Talgin/facerec;image processing,computer hardware,machine learning,artificial intelligence,software engineering,program processors,distributed systems,pattern recognition,distributed computer systems,active appearance models,verification and validation,microprocessor chips,software quality,software design,computer science,computer imaging and vision,parallel processing systems,computer systems
Computer Vision,General;https://github.com/abcxs/maskrcnn-contest;multiple attribute decision making,bayesian methods,computer programming languages,distributed computer systems,computer crime,illustrative examples,matrix algebra,program processors,distributed systems,microprocessor chips,computer science,computer systems,probability,linear matrix inequalities,artificial intelligence,security of data,mathematics,parallel programming,parallel processing systems,computer security,neural networks,parallel algorithms,computer hardware,intrusion detection,machine learning,computer programming,graphics processing unit,game theory,inference engines,attribute weight,parallel architectures,cuda,probability distributions
Computer Vision,General;https://github.com/lkeonwoo94/DL_cv-mdt_NVIDIA_Cert_Course_StudyPI;image enhancement,engineering,distributed computer systems,information retrieval,internet,program processors,distributed systems,microprocessor chips,computer science,computer systems,image segmentation,database systems,signal detection,signal processing,artificial intelligence,image analysis,pattern recognition,classification methods,computer imaging and vision,parallel processing systems,neural networks,computer hardware,image processing,machine learning,multimedia systems,image retrieval,content based retrieval
Natural Language Processing,General;https://github.com/text-machine-lab/transformerpy;linguistics,information theory,communication,semantics,artificial intelligence,formal languages and automata theory,theoretical computer science,speech communication,computational linguistics,speech transmission,automata theory,machine translations,computer science,translation (languages),database systems,natural language processing,computer systems,natural languages
Computer Vision,General;https://github.com/facebookresearch/detectron2;education,image processing,engineering,signal processing,machine learning,internet,artificial intelligence,world wide web,image analysis,social networks,computer science,image segmentation,signal detection,computer imaging and vision,neural networks
Computer Vision,General;https://github.com/pokurin123/pix2pix_try;text processing,image enhancement,linguistics,text detection,computer programming languages,image quality,distributed computer systems,data mining,face recognition,information retrieval,program processors,distributed systems,image coding,microprocessor chips,computer science,image compression,image segmentation,database systems,computer systems,digital image storage,image matching,character recognition,edge detection,artificial intelligence,image analysis,image reconstruction,pattern recognition,multi core,operating systems,color image processing,parallel programming,parallel processing systems,computer imaging and vision,natural language processing,natural languages,parallel algorithms,image processing,computer hardware,machine learning,computer programming,graphics processing unit,object recognition,parallel architectures,computational linguistics,image retrieval,optical character recognition,multiprocessing systems,imaging systems
Computer Vision,General;https://github.com/tianhai123/pix2pix;text processing,image enhancement,linguistics,text detection,computer programming languages,image quality,distributed computer systems,data mining,face recognition,information retrieval,program processors,distributed systems,image coding,microprocessor chips,computer science,image compression,image segmentation,database systems,computer systems,digital image storage,image matching,character recognition,edge detection,artificial intelligence,image analysis,image reconstruction,pattern recognition,multi core,operating systems,color image processing,parallel programming,parallel processing systems,computer imaging and vision,natural language processing,natural languages,parallel algorithms,image processing,computer hardware,machine learning,computer programming,graphics processing unit,object recognition,parallel architectures,computational linguistics,image retrieval,optical character recognition,multiprocessing systems,imaging systems
Computer Vision,General;https://github.com/wkhademi/ImageEnhancement;shadow detections,background subtraction,image quality,distributed computer systems,data communication systems,fault tolerant computer systems,optical resolving power,cryptography,computer system recovery,security systems,program processors,distributed systems,microprocessor chips,computer science,computer systems,image segmentation,computer networks,artificial intelligence,image analysis,image reconstruction,pattern recognition,security of data,operating systems,computer imaging and vision,parallel processing systems,computer security,video surveillance,image processing,computer hardware,cryptology,machine learning,object recognition
Reinforcement Learning,General;https://github.com/arrival-ltd/catalyst-rl-tutorial;product design,reinforcement learning,computer hardware,intelligent robots,robot programming,multiagent system,motion planning,machine learning,software engineering,inference engines,computer aided design,mobile robots,robot applications,circuit simulation,computer science,computer systems,sensors,neural networks
Natural Language Processing,General;https://github.com/scrayish/ML_NLP;combinatorial mathematics,linguistics,machine learning,semantics,artificial intelligence,theoretical computer science,software engineering,game theory,computer science,graph theory,neural networks
Computer Vision,General;https://github.com/abhimangalms/PlantDoctor;engineering,telecommunication systems,mobile computing,sociology,data communication systems,wireless telecommunication systems,computer science,computer systems,signal detection,mobile devices,computer networks,mobile phones,signal processing,artificial intelligence,classification methods,classifiers,communication systems,communication channels,telecommunication networks,computer hardware,machine learning,smart phones,mobile telecommunication systems,telephone sets
Computer Vision,General;https://github.com/rishikksh20/CrossViT-pytorch;image processing,computer vision,robots,machine learning,image matching,artificial intelligence,image analysis,image reconstruction,pattern recognition,robotics,image quality,color image processing,classification methods,computer science,computer systems,image segmentation,imaging systems,computer imaging and vision
Computer Vision,General;https://github.com/mit-han-lab/amc;code division multiple access,engineering,information theory,telecommunication systems,software engineering,wimax,image quality,rayleigh fading,wireless telecommunication systems,software architecture,image coding,bit error rate,software design,computer science,image compression,fading (radio),communication,signal detection,computer networks,computer systems,signal to noise ratio,probability,fading channels,signal processing,image analysis,channel capacity,mathematics,communication systems,computer imaging and vision,orthogonal frequency division multiplexing,communication channels,telecommunication networks,image processing,adaptive modulation and coding,mobile telecommunication systems,quadrature amplitude modulation,power control,adaptive modulation
Computer Vision,General;https://github.com/johngear/eecs504;data mining,computer hardware,face recognition,image processing,machine learning,artificial intelligence,privacy preserving,computer science,computer imaging and vision,computer security
Computer Vision,General;https://github.com/dmizr/phuber;engineering,telecommunication systems,distributed computer systems,data communication systems,fault tolerant computer systems,wireless telecommunication systems,computer system recovery,clustering algorithms,data mining,gaussian noise (electronic),white noise,spurious signal noise,computer science,computer systems,database systems,computer networks,signal to noise ratio,signal processing,artificial intelligence,operating systems,mathematics,communication systems,communication channels,machine learning
Natural Language Processing,General;https://github.com/akashe/Python-Code-Generation;embedded systems,information theory,linguistics,object oriented programming,software engineering,software architecture,software design,computer science,communication,computer systems,database systems,computer networks,sensors,artificial intelligence,theoretical computer science,verification and validation,software quality,natural language processing,network architecture,computer hardware,formal languages and automata theory,semantics,computer programming,computational linguistics,automata theory,translation (languages)
Natural Language Processing,General;https://github.com/mrdbourke/tensorflow-deep-learning;text processing,education,engineering,linguistics,object oriented programming,e-learning,software engineering,world wide web,information systems,backpropagation algorithm,reengineering,data mining,human computer interaction,software architecture,information retrieval,internet,hidden layers,computer aided design,microprocessor chips,software design,computer science,computer systems,database systems,image resolution,signal processing,digital signal processing,architecting,artificial intelligence,multiplying circuits,image reconstruction,image analysis,reverse engineering,social networks,integrated circuit layout,digital arithmetic,verification and validation,software quality,computer imaging and vision,neural networks,image processing,computer hardware,vlsi circuits,machine learning,semantics,computer programming,social media,computational linguistics,computer software maintenance,adders,imaging systems
Computer Vision,General;https://github.com/sulasen/race-events-recognition-1;engineering,knowledge based systems,motion planning,genetic analysis,robotics,genetic association,spectral clustering,genotype,clustering algorithms,data mining,human computer interaction,computer vision,matrix algebra,image coding,mobile robots,computer science,computer systems,image segmentation,signal detection,single nucleotide polymorphism,collision avoidance,gesture recognition,signal processing,artificial intelligence,image analysis,pattern recognition,classification methods,mathematics,computer imaging and vision,neural networks,eigenvalues and eigenfunctions,image processing,machine learning,motion estimation,bioinformatics
Computer Vision,General;https://github.com/RajdeepBiswas/Manufacturing-Quality-Inspection;image enhancement,image quality,sales,wavelet transforms,information retrieval,discrete cosine transforms,mathematical transformations,image coding,image compression,computer science,image segmentation,database systems,computer systems,digital image storage,image matching,character recognition,artificial intelligence,image analysis,image reconstruction,pattern recognition,economics,color image processing,mathematics,computer imaging and vision,image processing,machine learning,object recognition,image retrieval,cosine transforms,optical character recognition,imaging systems
Natural Language Processing,General;https://github.com/huawei-noah/Pretrained-Language-Model;text processing,linguistics,data communication systems,data mining,information retrieval,computer science,chinese characters,image segmentation,database systems,computer systems,correlation analysis,character recognition,artificial intelligence,image analysis,pattern recognition,mathematics,computer imaging and vision,natural languages,image processing,machine learning,semantics,inference engines,computational linguistics
Computer Vision,General;https://github.com/uzielroy/CUT;software engineering,image quality,distributed computer systems,data communication systems,fault tolerant computer systems,computer system recovery,software architecture,software design,computer science,computer systems,image segmentation,probability,computer networks,image matching,artificial intelligence,image analysis,pattern recognition,operating systems,color image processing,mathematics,computer imaging and vision,image processing,machine learning,discriminant analysis
Natural Language Processing,Computer Vision,General;https://github.com/UdbhavPrasad072300/Transformer-Implementations;image enhancement,image quality,information retrieval,image coding,image compression,computer systems,image segmentation,database systems,computer science,digital image storage,image matching,character recognition,artificial intelligence,image analysis,image reconstruction,pattern recognition,color image processing,classification methods,computer imaging and vision,image processing,machine learning,object recognition,image retrieval,optical character recognition,imaging systems
Computer Vision,General;https://github.com/Jittor/JDet;embedded systems,computer programming languages,distributed computer systems,human computer interaction,program processors,distributed systems,flash memory,microprocessor chips,computer science,computer systems,image segmentation,artificial intelligence,image analysis,pattern recognition,operating systems,computer imaging and vision,parallel processing systems,program compilers,neural networks,computer hardware,image processing,machine learning,computer programming,object recognition
General;https://github.com/TalFurman/Implict_neural_representation_of_images;education,engineering,nonlinear equations,distributed computer systems,3d scenes,video streaming,differential equations,3d modelling,internet,program processors,distributed systems,image coding,microprocessor chips,three dimensional computer graphics,computer science,level set method,drop breakup,image segmentation,computer systems,3d objects,signal processing,artificial intelligence,optical radar,image analysis,image reconstruction,helmholtz equation,numerical methods,radar,mathematics,computer imaging and vision,parallel processing systems,level set functions,image processing,3d data,computer hardware,game theory,multimedia systems,3d object,signal analysis,electronic mail
Natural Language Processing,General;https://github.com/Bhavnicksm/vanilla-transformer-jax;education,motion compensation,computer programming languages,image quality,visual communication,field programmable gate array,internet,image coding,image compression,computer science,image segmentation,bit rates,image analysis,programming theory,computer imaging and vision,reconfigurable architectures,image processing,computer hardware,computer programming,motion estimation,multimedia systems,h.264/avc,video processing
Computer Vision,General;https://github.com/PointsCoder/VOTR;embedded systems,computer programming languages,distributed computer systems,data communication systems,fault tolerant computer systems,computer system recovery,program processors,distributed systems,flash memory,microprocessor chips,computer science,computer systems,image segmentation,computer networks,parallel computing,artificial intelligence,image analysis,pattern recognition,operating systems,parallel programming,parallel processing systems,computer imaging and vision,parallel algorithms,computer hardware,image processing,machine learning,computer programming,graphics processing unit,digital storage,object recognition,parallel architectures
Computer Vision,General;https://github.com/surajkarki66/Generative-Model-Deep-Learning;channel state information,engineering,information theory,telecommunication systems,random processes,mimo systems,number theory,secrecy capacity,rayleigh fading,cryptography,wireless telecommunication systems,gaussian distribution,authentication,signal receivers,white noise,network security,spurious signal noise,bit error rate,fading (radio),computer science,communication,computer systems,antennas,probability,signal detection,secure communications,wiretap channel,signal to noise ratio,fading channels,numerical model,computer networks,physical layer security,signal processing,channel capacity,stochastic processes,security of data,numerical methods,mathematics,beamforming,stochastic,communication systems,multiple antenna,computer security,random number generation,communication channels,stochasticity,transmitters,cryptology,network layers,multiplexing
Computer Vision,General;https://github.com/iArunava/ResNet;embedded systems,computer hardware,software architecture,machine learning,object oriented programming,computer programming,computer systems,software engineering,artificial intelligence,pattern recognition,sensors,software design,proposed architectures,computer science,computer networks,network architecture,field programmable gate array
Natural Language Processing,General;https://github.com/yumoh/speech-keras;software development,engineering,software architecture,signal processing,machine learning,acoustic waves,character recognition,software project,software engineering,artificial intelligence,source codes,pattern recognition,software design,computer science,open source software,software
Natural Language Processing,General;https://github.com/pengshuyuan/Bert;education,storage allocation (computer),scalable video coding,linguistics,computational efficiency,telecommunication systems,software engineering,computer programming languages,distributed computer systems,data communication systems,fault tolerant computer systems,visual communication,video streaming,computer system recovery,software architecture,information retrieval,cache memory,internet,program processors,distributed systems,bandwidth,image coding,microprocessor chips,software design,computer science,computer systems,database systems,telecommunication traffic,computer networks,sensors,random access storage,character recognition,artificial intelligence,theoretical computer science,pattern recognition,operating systems,commerce,mathematics,buffer storage,economics,parallel programming,parallel processing systems,computer imaging and vision,telecommunication networks,parallel algorithms,computer hardware,image processing,machine learning,semantics,computer programming,graphics processing unit,inference engines,computational linguistics,digital storage,multimedia systems,parallel architectures,cloud computing,cuda
Computer Vision,General;https://github.com/feidfoe/AdjustBnd4Imbalance;education,image processing,software architecture,machine learning,image matching,artificial intelligence,software engineering,image analysis,pattern recognition,image quality,color image processing,verification and validation,software design,software quality,image segmentation,computer science,computer imaging and vision
Natural Language Processing,General;https://github.com/RenXiangyuan/tf_bert;storage allocation (computer),scalable video coding,linguistics,computational efficiency,telecommunication systems,software engineering,computer programming languages,distributed computer systems,data communication systems,fault tolerant computer systems,visual communication,video streaming,computer system recovery,software architecture,information retrieval,cache memory,internet,program processors,distributed systems,bandwidth,image coding,microprocessor chips,software design,computer science,computer systems,database systems,telecommunication traffic,computer networks,sensors,random access storage,character recognition,artificial intelligence,theoretical computer science,pattern recognition,operating systems,commerce,buffer storage,economics,parallel programming,parallel processing systems,computer imaging and vision,telecommunication networks,parallel algorithms,computer hardware,image processing,machine learning,semantics,computer programming,graphics processing unit,inference engines,computational linguistics,grid computing,digital storage,multimedia systems,parallel architectures,cloud computing,cuda
Computer Vision,General;https://github.com/epfl-ml-reproducers/subspace-attack-reproduction;query languages,telecommunication systems,mobile computing,distributed computer systems,integral equations,computing paradigm,data communication systems,cryptography,virtualizations,wireless telecommunication systems,computer crime,computing resource,network security,distributed systems,software as a service,computing environments,microprocessor chips,computer science,communication,computer systems,database systems,mobile devices,regularization,numerical model,computer networks,parameterization,random access storage,image analysis,image reconstruction,security of data,inverse problems,economics,commerce,mathematics,distributed database systems,cloud providers,numerical methods,communication systems,computer imaging and vision,parallel processing systems,computer security,telecommunication networks,computer hardware,image processing,cryptology,grid computing,cloud computing
Natural Language Processing,General;https://github.com/hiun/learning-transformers;text processing,visualization,engineering,information theory,linguistics,software engineering,source codes,hierarchical system,data mining,human computer interaction,software architecture,information retrieval,mathematical transformations,matrix algebra,computer aided design,microprocessor chips,graphic methods,computer science,computer systems,communication,database systems,software design,numerical model,software,correlation analysis,software project,digital signal processing,artificial intelligence,theoretical computer science,signal processing,multiplying circuits,image reconstruction,image analysis,stochastic processes,integrated circuit layout,mathematics,digital arithmetic,stochastic,open source software,computer imaging and vision,neural networks,software development,image processing,stochasticity,vlsi circuits,formal languages and automata theory,machine learning,semantics,computer hardware,inference engines,computational linguistics,automata theory,translation (languages),adders,imaging systems,graph theory
Natural Language Processing,Sequential,General;https://github.com/vGkatsis/Chat_Bot_DL;linguistics,world wide web,distributed computer systems,human computer interaction,internet,data privacy,program processors,distributed systems,microprocessor chips,computer systems,image segmentation,database systems,user interfaces,artificial intelligence,image analysis,privacy,mathematics,computer imaging and vision,parallel processing systems,natural language processing,computer security,natural languages,neural networks,xml,image processing,computer hardware,machine learning,semantics
Computer Vision,General;https://github.com/sisl/MultiAgentVariationalOcclusionInference;engineering,multiagent system,software engineering,bayesian methods,markov processes,auto encoders,software design,computer science,sensor data fusion,signal processing,correlation analysis,theoretical computer science,artificial intelligence,mathematics,verification and validation,software quality,markov decision processes,neural networks,computer hardware,machine learning,inference engines
Natural Language Processing,General;https://github.com/bplank/teaching-dl4nlp;education,knowledge representation,curricula,linguistics,knowledge based systems,semantics,artificial intelligence,computer science
Computer Vision,General;https://github.com/adler-j/bwgan;image processing,machine learning,image matching,artificial intelligence,optical resolving power,image analysis,image reconstruction,pattern recognition,image quality,color image processing,computer science,image segmentation,imaging systems,superresolution,computer imaging and vision
Natural Language Processing,General;https://github.com/kolloldas/torchnlp;education,linguistics,object oriented programming,software engineering,computer programming languages,distributed computer systems,logic programming,information retrieval,distributed systems,software design,computer science,computer systems,image segmentation,database systems,artificial intelligence,image analysis,pattern recognition,program interpreters,computer software reusability,computer imaging and vision,parallel processing systems,program compilers,natural languages,neural networks,image processing,machine learning,semantics,computer programming,inference engines,computational linguistics,formal logic
Reinforcement Learning,General;https://github.com/cdesilv1/sc2_ai_cdes;engineering,telecommunication systems,knowledge based systems,multiagent system,software engineering,genetic analysis,world wide web,decision feedback equalizers,mimo systems,distributed computer systems,genetic association,data communication systems,backpropagation algorithm,genotype,wireless telecommunication systems,signal receivers,human computer interaction,computer vision,internet,program processors,distributed systems,bit error rate,microprocessor chips,software design,computer science,computer systems,signal detection,computer networks,single nucleotide polymorphism,signal to noise ratio,fading channels,signal processing,user interfaces,optimal solutions,mathematics,high level languages,interactive computer graphics,communication systems,computer imaging and vision,parallel processing systems,neural networks,communication channels,computer hardware,reinforcement learning,scripting languages,machine learning,computer programming,game theory,bioinformatics
Natural Language Processing,General;https://github.com/SkullFang/ULMFIT_NLP_Classification;text processing,linguistics,software engineering,source codes,video streaming,data mining,software architecture,information retrieval,internet,image coding,software design,computer science,recommender systems,computer systems,database systems,software,software project,artificial intelligence,classification methods,open source software,computer imaging and vision,natural language processing,natural languages,software development,image processing,semantics,multimedia systems,computational linguistics
Computer Vision,General;https://github.com/gcr/torch-residual-networks;education,engineering,software engineering,computer programming languages,control theory,distributed computer systems,differential equations,feedback systems,software architecture,matrix algebra,program processors,distributed systems,time varying networks,time varying control systems,microprocessor chips,software design,computer science,lyapunov functions,computer systems,probability,gpu,linear matrix inequalities,architecture types,linear control systems,artificial intelligence,stochastic processes,numerical methods,mathematics,parallel programming,parallel processing systems,automation,adaptive control systems,parallel algorithms,process control,computer hardware,machine learning,computer programming,graphics processing unit,parallel architectures,nonlinear control systems
Computer Vision,General;https://github.com/kuc2477/pytorch-vae;optical flows,visualization,human computer interaction,image processing,user interfaces,theoretical computer science,motion estimation,image analysis,image reconstruction,image coding,numerical methods,mathematics,graphic methods,computer science,image segmentation,computer imaging and vision,graph theory
Computer Vision,General;https://github.com/junhocho/SRGAN;routers,engineering,telecommunication systems,object oriented programming,wavelength division multiplexing,world wide web,electric network topology,computer programming languages,image quality,distributed computer systems,optical resolving power,cryptography,wireless telecommunication systems,pulsed laser applications,fiber optic networks,optical materials,human computer interaction,face recognition,routing protocols,backup path,internet,network topology,high resolution image,program processors,bandwidth,image coding,distributed systems,microprocessor chips,image compression,computer science,image segmentation,telecommunication traffic,computer systems,computer networks,gpu,signal to noise ratio,optical networks,multi path routing,sensors,signal processing,artificial intelligence,image analysis,corundum,image reconstruction,security of data,pattern recognition,high level languages,communication systems,parallel programming,parallel processing systems,computer imaging and vision,computer security,parallel algorithms,telecommunication networks,image processing,cryptology,computer hardware,wdm,computer programming,machine learning,low resolution images,graphics processing unit,routing algorithms,optical fibers,parallel architectures,imaging systems,steganography
Computer Vision,General;https://github.com/YudeWang/UNet-Satellite-Image-Segmentation;image enhancement,telecommunication systems,satellite communication systems,wireless telecommunication systems,information retrieval,computer science,computer systems,database systems,computer networks,image annotation,artificial intelligence,communication satellites,image analysis,pattern recognition,communication systems,computer imaging and vision,communication channels,telecommunication networks,image processing,machine learning,object recognition,image retrieval,mobile telecommunication systems
Computer Vision,General;https://github.com/taki0112/Spectral_Normalization-Tensorflow;engineering,statistical methods,frequency domain analysis,wavelet transforms,hyper-spectral images,matrix algebra,computer science,blind source separation,signal processing,correlation analysis,time domain analysis,fourier transforms,mathematics,computer imaging and vision,time domain,image processing,geology,signal analysis,time frequency analysis,correlation methods
Computer Vision,General;https://github.com/0492wzl/tensorflow_slim_densenet;telecommunication systems,software engineering,computer programming languages,distributed computer systems,data communication systems,fault tolerant computer systems,computer system recovery,pipeline processing systems,program processors,distributed systems,bandwidth,microprocessor chips,software design,computer science,computer systems,telecommunication traffic,computer networks,reduced instruction set computing,random access storage,operating systems,buffer storage,verification and validation,software quality,parallel processing systems,program compilers,telecommunication networks,computer hardware,computer programming,computer workstations
Reinforcement Learning,General;https://github.com/vladfi1/universe-starter-agent;embedded systems,multiagent system,genetic analysis,distributed computer systems,genetic association,cryptography,genotype,authentication,program processors,distributed systems,flash memory,microprocessor chips,computer science,computer systems,single nucleotide polymorphism,gpu,artificial intelligence,security of data,smart cards,mathematics,parallel processing systems,computer security,computer hardware,cryptology,bioinformatics
Computer Vision,General;https://github.com/gongenhao/GANCS;image processing,engineering,signal processing,image analysis,image reconstruction,image quality,mathematics,computer science,computer imaging and vision,optical resolving power,signal to noise ratio
Computer Vision,General;https://github.com/EMsnap/RobotSorting;telecommunication systems,mobile computing,knowledge based systems,wireless local area networks (wlan),world wide web,information systems,computer programming languages,distributed computer systems,data communication systems,video streaming,virtualizations,wireless telecommunication systems,computer crime,cryptography,human computer interaction,internet,wireless networks,program processors,network security,bandwidth,image coding,packet networks,distributed systems,microprocessor chips,computer science,computer systems,local area networks,telecommunication traffic,image segmentation,computer networks,mobile devices,mobile phones,user interfaces,knowledge management,artificial intelligence,wireless communications,web 2.0,image analysis,pattern recognition,security of data,operating systems,cloud providers,communication systems,parallel programming,parallel processing systems,program compilers,virtual machines,computer security,computer imaging and vision,telecommunication networks,communication channels,parallel algorithms,computer hardware,image processing,cryptology,intrusion detection,computer programming,mpi,graphics processing unit,machine learning,multimedia systems,object recognition,parallel architectures,grid computing,malwares,mobile telecommunication systems,cloud computing,telephone sets
