Labels;Repo;Predictions
General,Computer Vision;https://github.com/rijuldhir/TSM;
General,Computer Vision;https://github.com/kh12lee/kh_lee;
General;https://github.com/theyellowdiary/openpose;
General;https://github.com/mohammadreyaz/openposered;
General,Computer Vision;https://github.com/ohomburg/stylegan;
General,Computer Vision;https://github.com/Shraddha2013/darknetyolo3;
General,Computer Vision;https://github.com/avellal14/AI-for-Art;
General,Computer Vision;https://github.com/cmasch/densenet;
General,Computer Vision;https://github.com/chao-ji/image-translation;
General,Computer Vision;https://github.com/seishinkikuchi/test;
General,Computer Vision;https://github.com/kyle-dorman/bayesian-neural-network-blogpost;
General,Computer Vision;https://github.com/imkoushik22/Walmart-Hackathon;
General,Computer Vision;https://github.com/kkahatapitiya/X3D-Multigrid;
General,Computer Vision;https://github.com/alecwangcq/KFAC-Pytorch;
General,Natural Language Processing;https://github.com/xl402/performer;
General,Computer Vision;https://github.com/HHTseng/video-classification;
Sequential,General,Computer Vision;https://github.com/sacmehta/EdgeNets;Computer Vision
Sequential,General,Natural Language Processing;https://github.com/bytedance/neurst;
General,Computer Vision;https://github.com/JaidedAI/EasyOCR;
General,Computer Vision;https://github.com/lzrobots/dgmn;
General,Computer Vision;https://github.com/CandiceD17/Bottleneck-Transformers-for-Visual-Recognition;
General,Natural Language Processing,Computer Vision;https://github.com/dorarad/gansformer;
General,Graphs;https://github.com/jmg764/Molecular-Scalar-Coupling-Constant-Prediction-using-SchNet;
General,Computer Vision;https://github.com/rsreetech/MultiModalSearch;
General,Computer Vision;https://github.com/carbonati/variational-zoo;
General,Natural Language Processing;https://github.com/stevinc/Transformer_Timeseries;
General,Computer Vision;https://github.com/phogbinh/handwritten-digit-recognition;
General,Computer Vision;https://github.com/CtrlZ1/Domain-Adaptation-Algorithms;
General,Computer Vision;https://github.com/toshas/torch-fidelity;
General,Natural Language Processing;https://github.com/ictnlp/PTE-NMT;
General,Computer Vision;https://github.com/Lornatang/SRCNN-PyTorch;
General,Computer Vision;https://github.com/rajatkoner08/oodformer;
General,Natural Language Processing;https://github.com/rajlm10/Chandler;
General,Natural Language Processing;https://github.com/shaikhzhas/bert;
Sequential,General;https://github.com/kinimod23/ATS_Project;
General,Computer Vision;https://github.com/alexbooth/Beta-VAE-Tensorflow-2.0;
General,Computer Vision;https://github.com/honzaMaly/cyclegan-style-transfer;
General,Computer Vision;https://github.com/abods/generative_painting;
General;https://github.com/wkcn/LookaheadOptimizer-mx;
General,Computer Vision;https://github.com/mminamina/Transfer_Learning_NaimishNet---Keypoints_Detection;
General,Natural Language Processing;https://github.com/Iwontbecreative/Abstractive-summarization-OpenNMT;
General,Computer Vision;https://github.com/cogsys-tuebingen/uninas;
General,Computer Vision;https://github.com/ZhichengHuang/Food-Project;
General,Graphs;https://github.com/dice-group/Convolutional-Complex-Knowledge-Graph-Embeddings;
General,Computer Vision;https://github.com/sumitkutty/Anti-Spoof-Face-Recognition;
General,Computer Vision;https://github.com/yusufsugiono/klasifikasi-gambar-bunga;
General,Graphs,Natural Language Processing;https://github.com/tatp22/pytorch-fast-GAT;
General,Computer Vision;https://github.com/LIU1514/Yolov3-;
General,Computer Vision;https://github.com/recluse27/Colorizator;
General,Computer Vision;https://github.com/idearibosome/tf-perceptual-eusr;
General,Computer Vision;https://github.com/jiajunhua/CycleGAN;
General,Computer Vision;https://github.com/maxsenh/nuclei_cell_detect;
General,Computer Vision;https://github.com/UrosOgrizovic/SimpleGoogleQuickdraw;
General,Computer Vision;https://github.com/leehomyc/Photo-Realistic-Super-Resoluton;
General,Computer Vision;https://github.com/DaloroAT/first_break_picking;
General,Computer Vision;https://github.com/guillaume-chevalier/Hyperopt-Keras-CNN-CIFAR-100;
General,Computer Vision;https://github.com/makeyourownmaker/mixup;
General,Computer Vision;https://github.com/simongrest/farm-pin-crop-detection-challenge;
General,Computer Vision;https://github.com/sarrrrry/maskrcnn-benchmark;
Sequential,General;https://github.com/jiankaiwang/dnc-py3;Natural Language Processing
General,Computer Vision;https://github.com/wuqiyao20160118/mini_project-for-CIFAR10;
General,Computer Vision;https://github.com/ranery/Bayesian-CycleGAN;
General,Computer Vision;https://github.com/NeuralVFX/lighting-swap-cyclegan;
General,Computer Vision;https://github.com/ericjang/odin;
General,Computer Vision;https://github.com/rickyHong/JPEG-Defense-repl;
General,Computer Vision;https://github.com/RealHulubulu/openCVObjectDetectionRPi;
General,Computer Vision;https://github.com/toufiksk/darknet;
General,Computer Vision;https://github.com/wangtuo0820/maskrcnn-benchmark-expansion;
General,Natural Language Processing;https://github.com/Shasvat-Desai/Shasvat-Desai;
General,Computer Vision;https://github.com/SDBurt/SRGAN-PT;
General,Computer Vision;https://github.com/khazit/Lip2Word;
General,Natural Language Processing;https://github.com/zsweet/BERT_zsw;
General,Computer Vision;https://github.com/samsonadmin/modified-alexeyab-darknet;
General,Computer Vision;https://github.com/bimal1988/detector;
General,Computer Vision;https://github.com/artxtech/darknet-rnn;
General,Computer Vision;https://github.com/yichigo/Chest-X-Ray;
General,Computer Vision;https://github.com/monk-ai/maskrcnn;
General,Natural Language Processing;https://github.com/lucidrains/feedback-transformer-pytorch;
General,Natural Language Processing;https://github.com/svakulenk0/response_eval;
General,Computer Vision;https://github.com/viethungluu/OCRetina;
General,Natural Language Processing;https://github.com/junhahyung/bert_finetune;
General,Reinforcement Learning;https://github.com/braemt/attentive-multi-task-deep-reinforcement-learning;
Sequential,General;https://github.com/Janus-Shiau/awd-lstm-tensorflow;Natural Language Processing
General,Computer Vision;https://github.com/patconrey/ANN-Example;
General,Computer Vision;https://github.com/EstherBear/implementation-of-pruning-filters;
General,Natural Language Processing;https://github.com/reppy4620/Dialog;
General,Computer Vision;https://github.com/danielamassiceti/CCA-visualdialogue;
General,Computer Vision;https://github.com/youngwanLEE/vovnet-detectron2;
General,Natural Language Processing;https://github.com/Rick-McCoy/Reformer-pytorch;
General,Natural Language Processing;https://github.com/goldenbili/bert_lamb_pretrain;
General,Computer Vision;https://github.com/TowardHumanizedInteraction/TripletFace;
General;https://github.com/jkcracker/colorization;
General,Computer Vision;https://github.com/lkhphuc/Anomaly-XRay-GANs;
General,Computer Vision;https://github.com/Nisnab/Pix2Pix;
General,Computer Vision;https://github.com/Shraddha2013/darknetyolo;
Sequential,General;https://github.com/yeoedward/Neural-Turing-Machine;Unknown
General,Computer Vision;https://github.com/open-mmlab/mmsegmentation;
General,Computer Vision;https://github.com/pfnet-research/tgan2;
General,Computer Vision;https://github.com/modelhub-ai/densenet;
General,Natural Language Processing;https://github.com/duyunshu/bert-sentiment-analysis;
General;https://github.com/Zhiwei-Z/PrompLimitTest;
General,Computer Vision;https://github.com/duchaba/Norwegian_Blue_Parrot_k2fa_AI;
General,Computer Vision;https://github.com/pikkaay/efficientnet_gpu;
General,Computer Vision;https://github.com/qiaolinhan/ws-preprocess;
General,Computer Vision;https://github.com/arnonbruno/ganify;
General,Computer Vision;https://github.com/twhui/SRGAN-PyTorch;
General,Natural Language Processing,Computer Vision;https://github.com/fastai/fastai;
General,Computer Vision;https://github.com/microsoft/Swin-Transformer;
General,Natural Language Processing;https://github.com/saurabhnlp/bert;
General,Natural Language Processing;https://github.com/TSLNIHAOGIT/bert;
General,Natural Language Processing;https://github.com/DJJune/Transformer;
Sequential,General;https://github.com/alisafaya/SHA-RNN.jl;Unknown
General,Computer Vision;https://github.com/emilianavt/OpenSeeFace;
General,Computer Vision;https://github.com/T-C-J/shuiying;
General,Computer Vision;https://github.com/sergkuzn148/lol3;
General,Natural Language Processing;https://github.com/ymcui/LAMB_Optimizer_TF;
General,Computer Vision;https://github.com/hydrogo/rainnet;
General,Computer Vision;https://github.com/liuzhuang13/DenseNet;
General,Reinforcement Learning;https://github.com/brett-daley/fast-dqn;
General,Computer Vision;https://github.com/cwvisuals/FleshDigressions;
General,Computer Vision;https://github.com/seulkiyeom/once-for-all;
Sequential,General;https://github.com/rs9000/Neural-Turing-machine;Natural Language Processing
General,Computer Vision;https://github.com/NawafAlsuwailem/artathon_code;
General;https://github.com/prathyusha995912/prathyusha;
General,Computer Vision;https://github.com/stevenzhou2017/darknet_AlexeyAB;
General,Natural Language Processing;https://github.com/lehoanganh298/BERT-Question-Answering;
General,Computer Vision;https://github.com/minhdua/PHONES;
General,Computer Vision;https://github.com/paramesh-mr/face_recognition-using-tensorflow;
General,Computer Vision;https://github.com/Popoooo/darknet_test;
General,Natural Language Processing;https://github.com/hoangtrungchinh/Bert-SQuAD-v2;
General,Computer Vision;https://github.com/mtcld/maskrcnn_benchmark_pytorch;
General,Computer Vision;https://github.com/jahutwb/DL_dosimetry;
General,Computer Vision;https://github.com/PieterBijl/Group28;
General,Computer Vision;https://github.com/CellSMB/EM-net;
General,Computer Vision;https://github.com/JaryHuang/awesome_SSD_FPN_GIoU;
General,Computer Vision;https://github.com/abuchin/resnet_sign;
General,Reinforcement Learning;https://github.com/qihongl/demo-advantage-actor-critic;
General;https://github.com/Zhiwei-Z/prompzzw;
General,Natural Language Processing;https://github.com/bzhangGo/zero;
General,Computer Vision;https://github.com/agnesdeng/misle;
General,Natural Language Processing;https://github.com/lucidrains/DALLE-pytorch;
General,Computer Vision;https://github.com/maxwelltsai/DeepGalaxy;
General,Computer Vision;https://github.com/aba450/Super-Resolution;
General,Computer Vision;https://github.com/robertluxemburg/stylegan2encoder;
General,Natural Language Processing,Computer Vision;https://github.com/arkel23/PyTorch-Pretrained-ViT;
General,Computer Vision;https://github.com/HighCWu/stylegan2-paddle;
General,Computer Vision;https://github.com/priyavrat-misra/xrays-and-gradcam;
General;https://github.com/IsmaelCesar/darts;
General,Computer Vision;https://github.com/vietanhdev/open-adas;
General,Computer Vision;https://github.com/AquibPy/Pix2Pix-Conditional-GANs;
General,Computer Vision;https://github.com/SalvadorAlbarran/TFG2020;
General,Computer Vision;https://github.com/fengjiqiang/pretrainedmodel_pytorch;
General,Natural Language Processing;https://github.com/maroxtn/tun-sentiment;
General,Natural Language Processing;https://github.com/brainsqueeze/text2vec;
General,Computer Vision;https://github.com/JaryV/CycleGAN_OldYoung;
General,Computer Vision;https://github.com/barmayo/spatial_attention;
General,Computer Vision;https://github.com/Gideon0805/Tensorflow1.15-Model-Pruning;
General,Natural Language Processing;https://github.com/tree-park/transformer_lm;
Sequential,General,Audio;https://github.com/coqui-ai/TTS;Speech
General,Computer Vision;https://github.com/phykn/film-defect-detection;
General,Natural Language Processing;https://github.com/Chonwai/Learning_BERT;
General,Natural Language Processing;https://github.com/FengJiaChunFromSYSU/Bert;
General,Computer Vision;https://github.com/yahoo/open_nsfw;
General,Natural Language Processing;https://github.com/semal/bert;
General,Computer Vision;https://github.com/jason9693/cycleGAN-tensorflow-v2;
General,Computer Vision;https://github.com/zhuyi55/week9;
General,Computer Vision;https://github.com/LightNormal/StyleGAN2withGUI;
Sequential,General,Natural Language Processing;https://github.com/llppff/ptb-lstmorqrnn-pytorch;Natural Language Processing
General,Computer Vision;https://github.com/samuelmat19/GLOW-tf2;
General,Natural Language Processing,Computer Vision;https://github.com/iejMac/ScriptWriter;
General,Computer Vision;https://github.com/lonce/sonyGanFork;
General,Computer Vision;https://github.com/Sushma07/dancedarknet;
General,Computer Vision;https://github.com/jfcrenshaw/pzflow;
General,Computer Vision;https://github.com/Cedric-Perauer/Deformable_Detr_PIL;
General,Computer Vision;https://github.com/Graylab/deepH3-distances-orientations;
General,Natural Language Processing;https://github.com/majing2019/transformer;
General,Computer Vision;https://github.com/frgfm/Holocron;
General,Computer Vision;https://github.com/znxlwm/pytorch-pix2pix;
Sequential,General,Natural Language Processing;https://github.com/farizrahman4u/seq2seq;Natural Language Processing
General,Computer Vision;https://github.com/wikke/Tianchi-Medical-LungTumorDetect;
General,Reinforcement Learning;https://github.com/crazydonkey200/neural-symbolic-machines;
General,Natural Language Processing;https://github.com/yydai/bert_test;
General,Graphs;https://github.com/deepmind/deepmind-research;
General,Natural Language Processing;https://github.com/qq345736500/sarcasm;
General,Computer Vision;https://github.com/ryubidragonfire/mydarknet;
General,Reinforcement Learning;https://github.com/avillemin/Minecraft-AI;
Sequential,General;https://github.com/jingweiz/pytorch-dnc;Unknown
General,Computer Vision;https://github.com/JHLee0513/Salt_detection_challenge;
General,Computer Vision;https://github.com/vudung45/FaceRec;
General,Computer Vision;https://github.com/Rust401/pixel2piexl;
General,Computer Vision;https://github.com/kobiso/CBAM-tensorflow;
General,Computer Vision;https://github.com/junyanz/CycleGAN;
General,Computer Vision;https://github.com/weishenho/SAGAN-with-relativistic;
General,Computer Vision;https://github.com/ac-optimus/ESDC_IntelCup2018;
Sequential,General;https://github.com/mbinkowski/DeepSpeechDistances;Computer Vision
General,Computer Vision;https://github.com/ibabbar/Traffic-Sign-Classifier;
General,Natural Language Processing;https://github.com/Socialbird-AILab/BERT-Classification-Tutorial;
General,Computer Vision;https://github.com/nanwei1/MNIST_GAN;
General,Graphs;https://github.com/atomistic-machine-learning/schnetpack;
General,Computer Vision;https://github.com/rkem1542/EDSR-pytorch;
General,Computer Vision;https://github.com/wgopar/VariationalAutoencoder;
General,Reinforcement Learning;https://github.com/deepsense-ai/Distributed-BA3C;
General,Computer Vision;https://github.com/itsuki8914/SRGAN-TensorFlow;
General,Computer Vision;https://github.com/solapark/darknet_partdet;
General,Computer Vision;https://github.com/hujinsen/pytorch-StarGAN-VC;
General,Computer Vision;https://github.com/yang-neu/FaceRec;
General,Reinforcement Learning;https://github.com/morikatron/GAIL_PPO;
General,Computer Vision;https://github.com/Wangxy2180/darknetKinectDetect;
General,Natural Language Processing;https://github.com/RajasSU/Twitter-Sentiment-Analysis-using-ULMFiT;
General,Computer Vision;https://github.com/teakkkz/imageSR;
General,Natural Language Processing;https://github.com/TYTYTYTYTYTYTYTYTY/558-project;
General,Computer Vision;https://github.com/atapour/ransomware-classification;
General,Natural Language Processing;https://github.com/IBM/pytorch-seq2seq;
General,Graphs;https://github.com/DeepGraphLearning/KnowledgeGraphEmbedding;
General,Natural Language Processing;https://github.com/JRC1995/Machine-Translation-Transformers;
General,Natural Language Processing;https://github.com/Kevin-Vora/bert-embedding-gluonnlp-edit-;
General,Natural Language Processing;https://github.com/prajjwal1/fluence;
General,Computer Vision;https://github.com/LEGO999/BigBiGAN-TensorFlow2.0;
General,Computer Vision;https://github.com/keenborder786/Image-Annotation-Research;
General,Computer Vision;https://github.com/ChristophReich1996/Mode_Collapse;
General,Reinforcement Learning;https://github.com/GauravPatel89/Car-Navigation-Simulation-using-TD3;
General,Natural Language Processing;https://github.com/ZurichNLP/sockeye;
Sequential,General,Audio;https://github.com/dipjyoti92/TTS-Style-Transfer;Speech
General,Natural Language Processing;https://github.com/coronazap/bert_client;
General,Natural Language Processing;https://github.com/KeithGalli/pycon2020;
General,Computer Vision;https://github.com/FL77N/RetinaNet-Based-on-PPdet;
General,Computer Vision;https://github.com/JCBrouwer/maua-stylegan2;
General,Computer Vision;https://github.com/gigantenbein/ReVAE;
General,Natural Language Processing;https://github.com/xiaopp123/bert_explain;
General,Computer Vision;https://github.com/rwightman/pytorch-image-models;
General,Natural Language Processing;https://github.com/andi611/Mockingjay-Speech-Representation;
General,Audio;https://github.com/deciding/ParallelWaveGAN;
General,Audio;https://github.com/Moon-sung-woo/ParallelWaveGan_korean;
General,Computer Vision;https://github.com/qingyujean/Classification-on-imbalanced-data;
General,Computer Vision;https://github.com/deepware/pix2pix;
General,Computer Vision;https://github.com/Jwrede/neural_style_transfer;
General,Computer Vision;https://github.com/komeiharada/learn_DL_together;
General,Computer Vision;https://github.com/DaVran369/face;
General,Computer Vision;https://github.com/axmoyal/Steganalysis-with-CNN;
General,Computer Vision;https://github.com/Uemuet/imet;
General,Computer Vision;https://github.com/3P2S/arcface;
General,Natural Language Processing;https://github.com/leodotnet/bert-old;
General,Natural Language Processing;https://github.com/OPAYA/Transformer;
General,Computer Vision;https://github.com/Shraddha2013/darknetyol;
General,Computer Vision;https://github.com/DInesh1234-wq/tyredataset;
General,Computer Vision;https://github.com/jiajunhua/aitorzip-PyTorch-SRGAN;
General,Natural Language Processing;https://github.com/anthonyckleung/Transfer-Learning-in-Sentiment-Tweets;
General,Reinforcement Learning;https://github.com/4rChon/NL-FuN;
General,Computer Vision;https://github.com/xuanhungho/nsga;
General,Computer Vision;https://github.com/aimbsg/EVA4_S15;
General,Computer Vision;https://github.com/James-Gilbert-/pneumonia-detection;
General,Natural Language Processing;https://github.com/Andrey885/Machine_translation_PyTorch;
General,Computer Vision;https://github.com/kishorkuttan/traffic_net;
General,Computer Vision;https://github.com/Justin-Tan/generative-compression;
General,Computer Vision;https://github.com/Contamination-Classification/DenseNet;
General,Computer Vision;https://github.com/A-Telfer/AugKey;
General,Computer Vision;https://github.com/dishen12/py03;
General,Computer Vision;https://github.com/amogh7joshi/engagement-detection;
General,Computer Vision;https://github.com/Chang-Chia-Chi/TrackNet-Badminton-Tracking-tensorflow2;
General,Natural Language Processing,Computer Vision;https://github.com/shahrukhx01/ocr-test;
General,Computer Vision;https://github.com/chilung/NCTU_Adv_DNN_HW4;
General,Computer Vision;https://github.com/gpleiss/limits_of_large_width;
General,Computer Vision;https://github.com/SJTU-Thinklab-Det/r3det-on-mmdetection;
General,Computer Vision;https://github.com/dapeter/nas-for-kws;
General,Natural Language Processing;https://github.com/tree-park/kor-to-eng-translation;
General,Reinforcement Learning;https://github.com/lcswillems/torch-ac;
Sequential,General;https://github.com/mnhng/hier-char-emb;Natural Language Processing
General,Computer Vision;https://github.com/lucidrains/mlp-gpt-jax;
General,Computer Vision;https://github.com/SwinTransformer/Transformer-SSL;
General,Computer Vision;https://github.com/lanzhang128/disentanglement;
General,Computer Vision;https://github.com/lucidrains/segformer-pytorch;
General,Computer Vision;https://github.com/akrapukhin/MobileNetV3;
General,Natural Language Processing;https://github.com/dl4nlp-tuda2021/deep-learning-for-nlp-lectures;
General,Natural Language Processing;https://github.com/bluejurand/Kaggle_QA_Google_Labeling;
General,Computer Vision;https://github.com/rohitkuk/Cartoonify;
General,Computer Vision;https://github.com/jbernoz/deeppolyp;
General,Computer Vision;https://github.com/sunutf/TSM;
General,Computer Vision;https://github.com/rosinality/glow-pytorch;
General,Computer Vision;https://github.com/awesomephant/vf-installation;
Sequential,General;https://github.com/iwangjian/ByteCup2018;Natural Language Processing
General,Computer Vision;https://github.com/gs18113/AdaIN-TensorFlow2;
General,Natural Language Processing;https://github.com/swimmingCreative/DeepSpeechRecognition-master;
General,Computer Vision;https://github.com/GaParmar/WGAN-GP;
General,Natural Language Processing;https://github.com/abhiagg92/bert_sentiment;
General,Computer Vision;https://github.com/Oichii/DeepPulse-pytorch;
General,Natural Language Processing;https://github.com/neuralmind-ai/coliee;
General,Computer Vision;https://github.com/benguk46/StyleGAN2;
General,Computer Vision;https://github.com/jazzup6176/StyleGAN1;
General,Computer Vision;https://github.com/xvjiarui/GCNet;
General,Computer Vision;https://github.com/musyoku/chainer-glow;
General,Computer Vision;https://github.com/Wenzhima66/readme;
General,Computer Vision;https://github.com/lavoiems/SADt;
General,Computer Vision;https://github.com/t0930198/backup;
General,Computer Vision;https://github.com/darth-c0d3r/pix2pix;
General,Computer Vision;https://github.com/AtlasCoCo/Darknet;
General,Computer Vision;https://github.com/pudae/tensorflow-densenet;
General,Computer Vision;https://github.com/AhmadQasim/proxylessnas-dense;
General,Computer Vision;https://github.com/li-yibing/oceannet;
General,Computer Vision;https://github.com/acecreamu/angularGAN;
General,Computer Vision;https://github.com/ByakuyaUncia/DenseNetUncia;
General,Computer Vision;https://github.com/bamos/densenet.pytorch;
General,Computer Vision;https://github.com/buptdbj/darknet-windows-linux;
General,Computer Vision;https://github.com/eric-erki/darknet;
Sequential,General;https://github.com/keithito/tacotron;Speech
General,Computer Vision;https://github.com/ChristianMarzahl/ObjectDetection;
General,Computer Vision;https://github.com/greentfrapp/keras-aae;
General,Computer Vision;https://github.com/utsawk/CarND-Traffic-Sign-Classifier-Project;
General;https://github.com/fengyidong123/openpose-master;
General,Computer Vision;https://github.com/xcmyz/FaceDetection;
General,Computer Vision;https://github.com/xudonmao/LSGAN;
Sequential,General,Natural Language Processing;https://github.com/cstorm125/thai2fit;Natural Language Processing
General,Computer Vision;https://github.com/wenxinxu/resnet-in-tensorflow;
General,Computer Vision;https://github.com/gittar/tensorflow_transfer;
General,Computer Vision;https://github.com/basaltzhang/maskrcnn-benchmark;
General,Computer Vision;https://github.com/hisiter97/darknet;
General,Computer Vision;https://github.com/yangboz/TransferLearning4Dentist;
General,Computer Vision;https://github.com/alectryonexamples/gan_tf2;
General,Natural Language Processing;https://github.com/Izecson/sockeye-1.16.6;
General,Natural Language Processing;https://github.com/ankurbhatia24/MULTIMODAL-EMOTION-RECOGNITION;
General;https://github.com/jarrodanderson/openpose-demo;
General,Computer Vision;https://github.com/vincent-thevenin/Realistic-Neural-Talking-Head-Models;
General,Natural Language Processing;https://github.com/lucylow/En_francais_si_vous_plait-;
General,Computer Vision;https://github.com/ChengBinJin/VAE-Tensorflow;
General,Computer Vision;https://github.com/crcrpar/pytorch.sngan_projection;
General,Natural Language Processing;https://github.com/MOHAMEDELDAKDOUKY/bert_adjusted;
General,Computer Vision;https://github.com/liyemei/Deformable-active-convolutional;
General,Computer Vision;https://github.com/rosinality/stylegan2-pytorch;
General,Reinforcement Learning;https://github.com/arnomoonens/yarll;
General,Natural Language Processing;https://github.com/autobotasia/vibert;
General,Natural Language Processing;https://github.com/EuphoriaYan/bert_component;
General,Computer Vision;https://github.com/chandu-97/BayesByBackprop;
General,Reinforcement Learning;https://github.com/InSpaceAI/RL-Zoo;
General,Computer Vision;https://github.com/Jo-dsa/SemanticSeg;
General,Computer Vision;https://github.com/CVxTz/face_age_gender;
General,Reinforcement Learning;https://github.com/deepmind/streetlearn;
General,Natural Language Processing;https://github.com/kelly2016/multi-label-bert;
General,Computer Vision;https://github.com/namdvt/Focal-loss-pytorch-implementation;
General,Computer Vision;https://github.com/Jittor/lsgan-jittor;
General,Reinforcement Learning;https://github.com/soumik12345/Twin-Delayed-DDPG;
General,Natural Language Processing;https://github.com/socc-io/piqaboo;
General,Computer Vision;https://github.com/HaloTrouvaille/YOLO-Multi-Backbones-Attention;
General,Computer Vision;https://github.com/usnistgov/image-regression-resnet50;
General,Natural Language Processing;https://github.com/ikergarcia1996/Simultaneous-Machine-Translation;
General;https://github.com/jiangyingjunn/i-darts;
General,Computer Vision;https://github.com/vineeths96/Gradient-Compression;
General,Computer Vision;https://github.com/systemcorp-ai/InceptionV4;
General,Computer Vision;https://github.com/tea1528/Non-Local-NN-Pytorch;
General,Computer Vision;https://github.com/mrzhu-cool/pix2pix-pytorch;
General,Natural Language Processing;https://github.com/CVxTz/music_genre_classification;
Sequential,General;https://github.com/SourangshuGhosh/NeuralTuringMachine;Natural Language Processing
General,Computer Vision;https://github.com/Matesxs/GAN-Playground;
General,Computer Vision;https://github.com/sdu2011/darknet_alexyab;
General,Computer Vision;https://github.com/RichardMathewsII/YOLBO;
General;https://github.com/techforgood-kiran/ai;
General,Natural Language Processing;https://github.com/ricardordb/bert;
General,Computer Vision;https://github.com/Uemuet/-gan;
General,Computer Vision;https://github.com/pacharadanait/Densnet_project;
General,Computer Vision;https://github.com/e0015274/darknet;
General,Computer Vision;https://github.com/yashwanyne/Robust-Video-Colorization-with-Self-Attention-based-Progressive-Generative-Adversarial-Networks;
General,Computer Vision;https://github.com/Hashir44/muraxray;
General,Natural Language Processing;https://github.com/iRmantou/car_bert;
General,Computer Vision;https://github.com/ClaraBing/flow;
General;https://github.com/zheng1weiyu/Insightface_for_FaceRecog;
General,Natural Language Processing;https://github.com/cosmoquester/seq2seq;
General,Computer Vision;https://github.com/minyoungg/pix2latent;
General,Computer Vision;https://github.com/hkzhang95/DynamicRCNN;
General,Computer Vision;https://github.com/simonlevine/clinical-longformer;
General,Computer Vision;https://github.com/vijishmadhavan/ArtLine;
General,Natural Language Processing;https://github.com/MCLYang/RhythmGAN_pytorch;
General,Computer Vision;https://github.com/matlab-deep-learning/pix2pix;
General,Computer Vision;https://github.com/drscotthawley/SPNet;
General,Computer Vision;https://github.com/lukemelas/unsupervised-image-segmentation;
General,Natural Language Processing,Computer Vision;https://github.com/gmum/dl-mo-2021;
General,Computer Vision;https://github.com/Zhang-Jing-Xuan/MaskRCNN;
General;https://github.com/DoctorLiQ/AutoML;
General,Computer Vision;https://github.com/Duplums/bhb10k-dl-benchmark;
General,Natural Language Processing;https://github.com/xydaytoy/BMI-NMT;
General,Natural Language Processing;https://github.com/JohannLee1996/bert;
General,Computer Vision;https://github.com/Mayurji/Image-Classification-PyTorch;
General,Computer Vision;https://github.com/gyes00205/waymo_tf_object_detection;
General,Computer Vision;https://github.com/lucasgb98/StyleGAN2;
General;https://github.com/eric-erki/insightface;
General,Computer Vision;https://github.com/facebookresearch/DomainBed;
General,Computer Vision;https://github.com/aitorzip/PyTorch-CycleGAN;
General,Computer Vision;https://github.com/sabrisangjaya/plantdoctor;
General;https://github.com/libuyu/GHM_Detection;
General,Computer Vision;https://github.com/sterngerlach/deep-learning-chapter-19;
General,Computer Vision;https://github.com/midusi/cacic2019-handshapes;
General,Natural Language Processing;https://github.com/coco60/bert-test;
General,Computer Vision;https://github.com/Paul92/cp_2020;
General,Natural Language Processing;https://github.com/yoongtr/Grammar-Error-Correction-with-OpenNMT-tf;
General,Computer Vision;https://github.com/ranjith0430/ML-tutorials;
General,Computer Vision;https://github.com/hariv/pix2pix;
General,Computer Vision;https://github.com/ttruty/facial-feature-mouse-control;
General,Computer Vision;https://github.com/luqui/big-sleep;
General,Computer Vision;https://github.com/babyboy201/StyleGAN2;
General,Natural Language Processing;https://github.com/nlinc1905/dsilt-tsa;
General,Computer Vision;https://github.com/fL0n9/SKFAC-MindSpore;
General,Computer Vision;https://github.com/MrtnMndt/Rethinking_CNN_Layerwise_Feature_Amounts;
Sequential,General,Natural Language Processing;https://github.com/arvieFrydenlund/awd-lstm-lm;Natural Language Processing
General,Computer Vision;https://github.com/williamccondori/YOLO-NFPA;
General,Computer Vision;https://github.com/Shraddha2013/customyolo;
General,Computer Vision;https://github.com/andrewowens/multisensory;
General;https://github.com/x5675602/LSUVinit-keras;
General,Computer Vision;https://github.com/Iamal1/maskrcnn-benchmark;
General,Computer Vision;https://github.com/JunrQ/NAS;
General,Computer Vision;https://github.com/vuanhtu1993/Keras-SRGANs;
General,Computer Vision;https://github.com/ermuur/darknet;
General,Natural Language Processing;https://github.com/frankcgq105/BERTCHEN;
General,Computer Vision;https://github.com/fabxy/accessibilityCV;
General,Computer Vision;https://github.com/zhenxuan00/triple-gan;
General,Natural Language Processing;https://github.com/mayurnewase/Quora-Bert;
General,Reinforcement Learning;https://github.com/alexmlamb/blocks_rl_gru_setup;
General,Computer Vision;https://github.com/isheunesutembo/TB-Computer-Aided-Diagnosis-Using-Deep-Learning;
General,Reinforcement Learning;https://github.com/joshiatul/game_playing;
General,Computer Vision;https://github.com/swordgeek/SR;
General,Natural Language Processing;https://github.com/fciannel/bert_fciannel;
General,Computer Vision;https://github.com/alrojo/lasagne_residual_network;
General,Natural Language Processing;https://github.com/jgcbrouns/Introducing-Sparsity-in-the-Transformer;
General,Computer Vision;https://github.com/ankitAMD/Self-Attention-GAN-master_pytorch;
General;https://github.com/laobaiswag/openpose1;
General,Computer Vision;https://github.com/deepinsight/insightface;
General,Computer Vision;https://github.com/tbullmann/imagetranslation-tensorflow;
General,Computer Vision;https://github.com/deep-learning-algorithm/LightWeightCNN;
General,Computer Vision;https://github.com/jooyounghun/Separable-CNN;
General,Computer Vision;https://github.com/AKASH2907/bird_species_classification;
General,Computer Vision;https://github.com/yoyotv/Image-derain-via-CGAN;
General,Computer Vision;https://github.com/YouYueHuang/CycleGAN_Unsupervised_Domain_Adaptation;
