Label;Repo;CSOS
General;https://github.com/cstorm125/thai2fit;classification methods,neural networks,inference engines,computational linguistics,information retrieval,text processing,human computer interaction,education,web 2.0,knowledge management,information systems,verification and validation,artificial intelligence,natural languages,computer systems,machine learning,database systems,computer science,data mining,world wide web,knowledge based systems,software quality,linguistics,semantics,internet,software design,software engineering
General;https://github.com/wenxinxu/resnet-in-tensorflow;human computer interaction,mathematics,information visualization,graphic methods,graph g,polynomial-time algorithms,verification and validation,inference engines,computer science,interactive computer graphics,information analysis,graphical user interfaces,data visualization,graph theory,polynomial approximation,software quality,artificial intelligence,user interfaces,computer imaging and vision,database systems,information systems,theoretical computer science,software design,computer systems,software engineering
General;https://github.com/gittar/tensorflow_transfer;hidden layers,software architecture patterns,verification and validation,image matching,image quality,pattern recognition,color image processing,backpropagation algorithm,software architecture,software quality,image processing,image analysis,machine learning,image segmentation,neural networks,software design,computer imaging and vision,artificial intelligence,software engineering,computer science
General;https://github.com/basaltzhang/maskrcnn-benchmark;program processors,signal detection,attribute weight,random access storage,parallel programming,graphics processing unit,inference engines,game theory,intrusion detection,neural networks,bayesian methods,probability distributions,parallel processing systems,microprocessor chips,signal processing,multiple attribute decision making,parallel algorithms,parallel architectures,computer programming languages,artificial intelligence,computer crime,machine learning,probability,distributed systems,computer hardware,engineering,illustrative examples,computer programming,computer science,security of data,mathematics,distributed computer systems,linear matrix inequalities,computer security,computer systems,matrix algebra
General;https://github.com/hisiter97/darknet;wireless networks,wireless local area networks (wlan),servers,mobile devices,authentication,cryptography,three dimensional computer graphics,virtual reality,visualization,image compression,signal processing,computer science,telecommunication traffic,bandwidth,malwares,intrusion detection,storage allocation (computer),user interfaces,program processors,javascript,telephone sets,mobile telecommunication systems,video streaming,parallel programming,graphics processing unit,object recognition,web 2.0,knowledge management,information systems,operating systems,cloud providers,mpi,program compilers,verification and validation,wireless communications,packet networks,local area networks,world wide web,security of data,mobile computing,cryptology,computer imaging and vision,human computer interaction,image quality,image coding,engineering,telecommunication networks,computer networks,computer crime,network security,parallel processing systems,microprocessor chips,scripting languages,mobile phones,communication channels,multimedia systems,parallel algorithms,parallel architectures,computer programming languages,pattern recognition,image segmentation,knowledge based systems,computer systems,virtual machines,virtualizations,grid computing,software quality,wireless telecommunication systems,internet,computer security,data communication systems,image analysis,image processing,telecommunication systems,distributed systems,high level languages,computer programming,machine learning,artificial intelligence,cloud computing,software design,communication systems,distributed computer systems,software engineering
General;https://github.com/yangboz/TransferLearning4Dentist;computer programming,distributed parameter networks,artificial intelligence,formal methods,computer science,inference engines,bayesian methods,formal logic
General;https://github.com/alectryonexamples/gan_tf2;text mining,control system analysis,neural networks,information retrieval systems,character recognition,text processing,adaptive control systems,control systems,machine learning,database systems,information retrieval,pattern recognition,natural language processing,computational linguistics,data mining,process control,computer systems,artificial intelligence,computer science,natural languages,automation,linguistics,semantics,engineering
General;https://github.com/Izecson/sockeye-1.16.6;natural language processing,translation (languages),information theory,program processors,parallel programming,graphics processing unit,neural networks,backpropagation algorithm,artificial intelligence,natural languages,computational linguistics,automata theory,linguistics,communication,parallel processing systems,microprocessor chips,parallel algorithms,parallel architectures,computer programming languages,machine learning,computer science,semantics,database systems,formal languages and automata theory,distributed systems,computer hardware,computer programming,computer systems,theoretical computer science,distributed computer systems
General;https://github.com/ankurbhatia24/MULTIMODAL-EMOTION-RECOGNITION;spread spectrum communication,human computer interaction,robotics,man machine systems,affective computing,computer science,pattern recognition,image processing,facial expression recognition,motion estimation,ubiquitous computing,mobile devices,interactive computer systems,gesture recognition,image fusion,fusion reactions,fading (radio),code division multiple access,signal receivers,signal interference,cognitive systems,user interfaces,human engineering,machine learning,computer imaging and vision,image coding,mobile computing,computer vision,imaging systems,image enhancement,sensor data fusion,wavelet transforms,data fusion,bit error rate,signal detection,communication channels,signal to noise ratio,spurious signal noise,wireless telecommunication systems,telecommunication networks,data communication systems,image reconstruction,image analysis,sensors,signal processing,mathematics,probability,computer networks,communication systems,telecommunication systems,computer systems,computer hardware,engineering
General;https://github.com/jarrodanderson/openpose-demo;medium access control,wireless telecommunication systems,face detection,gpgpu,object recognition,motion estimation,nanocantilevers,image reconstruction,imaging systems,neural networks,face recognition,program processors,graphics processing unit,parallel programming,smart cards,image segmentation,network protocols,computer networks,communication systems,telecommunication systems,parallel computing,pattern recognition,image coding,composite micromechanics,image analysis,image processing,machine learning,parallel processing systems,microprocessor chips,parallel algorithms,parallel architectures,computer programming languages,authentication,cryptography,internet,computer science,computer systems,mems,computer imaging and vision,artificial intelligence,distributed systems,computer hardware,computer programming,security of data,cryptology,sensors,distributed computer systems,computer security
General;https://github.com/vincent-thevenin/Realistic-Neural-Talking-Head-Models;software architecture,grid computing,computer resource management,inference engines,face images,active appearance models,program compilers,education,portfolio selection,bayesian methods,probability distributions,software design,parallel processing systems,distributed computer systems,artificial intelligence,face recognition,computer programming languages,financial data processing,probability,software engineering,distributed systems,computer systems,computer science,pattern recognition,image processing,computer programming,investments,information technology,mathematics,machine learning,computer imaging and vision,economics
General;https://github.com/lucylow/En_francais_si_vous_plait-;image matching,image quality,human computer interaction,neural networks,pattern recognition,color image processing,sales,program processors,translation (languages),information theory,speech transmission,statistical methods,software architecture,image analysis,image processing,object recognition,image retrieval,imaging systems,cuda,purchasing,artificial intelligence,linguistics,semantics,optical character recognition,digital image storage,computer science,machine learning,image segmentation,economics,parallel processing systems,microprocessor chips,computational linguistics,automata theory,communication,speech communication,correlation analysis,software design,computer imaging and vision,image enhancement,database systems,information retrieval,image reconstruction,parallel programming,graphics processing unit,e-commerce,character recognition,image compression,distributed systems,computer hardware,formal languages and automata theory,mathematics,software engineering,computer systems,parallel algorithms,parallel architectures,computer programming languages,internet,information technology,image coding,distributed computer systems,theoretical computer science,computer programming
General;https://github.com/ChengBinJin/VAE-Tensorflow;program processors,auto encoders,matrix factorizations,inference engines,median filter,gaussian noise (electronic),image reconstruction,software engineering,correlation analysis,electronic mail,parallel processing systems,microprocessor chips,neural networks,recommender systems,factorization,artificial intelligence,image processing,signal to noise ratio,image analysis,computer science,mathematics,internet,distributed systems,computer hardware,machine learning,information retrieval,matrix algebra,computer imaging and vision,signal processing,distributed computer systems,engineering,computer systems
General;https://github.com/crcrpar/pytorch.sngan_projection;optical resolving power,parallel computing,image matching,image quality,routing protocols,routing algorithms,human computer interaction,pattern recognition,color image processing,program processors,parallel programming,graphics processing unit,backup path,multi path routing,image analysis,image processing,object recognition,image retrieval,imaging systems,traffic classification,internet traffic,ip addresss,network traffic,verification and validation,optical character recognition,digital image storage,image reconstruction,parallel architectures,routers,wireless telecommunication systems,computer networks,computer science,machine learning,image segmentation,parallel processing systems,microprocessor chips,parallel algorithms,computer programming languages,wdm,electric network topology,computer imaging and vision,image enhancement,database systems,information retrieval,telecommunication traffic,internet protocols,computer crime,network security,intrusion detection,software quality,character recognition,image compression,bandwidth,communication systems,telecommunication systems,artificial intelligence,distributed systems,computer hardware,computer programming,optical networks,telecommunication networks,network topology,computer systems,security of data,cryptography,software design,image coding,distributed computer systems,wavelength division multiplexing,fiber optic networks,optical materials,computer security,cryptology,software engineering,optical fibers,sensors
General;https://github.com/MOHAMEDELDAKDOUKY/bert_adjusted;sensors,random access storage,linguistics,inference engines,computational linguistics,information retrieval,machine learning,commerce,computer system recovery,character recognition,program processors,computational efficiency,software architecture,grid computing,operating systems,buffer storage,cache memory,storage allocation (computer),scalable video coding,cuda,computer systems,artificial intelligence,semantics,digital storage,cloud computing,computer hardware,parallel processing systems,microprocessor chips,database systems,computer science,economics,fault tolerant computer systems,data communication systems,pattern recognition,theoretical computer science,software design,telecommunication traffic,bandwidth,visual communication,video streaming,parallel programming,graphics processing unit,distributed systems,computer networks,distributed computer systems,software engineering,telecommunication networks,image coding,multimedia systems,parallel algorithms,parallel architectures,computer programming languages,telecommunication systems,image processing,internet,computer programming,computer imaging and vision
General;https://github.com/liyemei/Deformable-active-convolutional;support vector machine,imaging systems,signal processing,program compilers,embedded systems,robotics,target tracking,classifiers,image reconstruction,engineering,parallel processing systems,computer programming languages,computer systems,computer science,sensors,machine learning,image analysis,image processing,distributed systems,computer programming,computer hardware,artificial intelligence,computer imaging and vision,distributed computer systems
General;https://github.com/rosinality/stylegan2-pytorch;rayleigh fading,bit error rate,wavelet transforms,image analysis,image processing,optical projectors,matrix algebra,digital image storage,discrete cosine transforms,eigenvalues,computer system recovery,fading channels,communication channels,signal to noise ratio,probability,mathematics,computer imaging and vision,conformal mapping,image compression,image segmentation,imaging systems,database systems,cosine transforms,mathematical transformations,eigenvalues and eigenfunctions,operating systems,fault tolerant computer systems,data communication systems,wireless telecommunication systems,signal processing,computer science,image coding,image reconstruction,computer systems,image enhancement,computer networks,distributed computer systems,communication systems,telecommunication systems,engineering
General;https://github.com/arnomoonens/yarll;reinforcement learning,approximation theory,multiagent system,mathematics,education,knowledge management,stochastic,machine learning,artificial intelligence,knowledge based systems,stochastic processes,stochasticity,computer science,probability,numerical model
General;https://github.com/autobotasia/vibert;sensors,random access storage,linguistics,inference engines,computational linguistics,information retrieval,machine learning,commerce,mathematics,education,computer system recovery,character recognition,program processors,computational efficiency,software architecture,operating systems,buffer storage,cache memory,storage allocation (computer),scalable video coding,cuda,computer systems,artificial intelligence,semantics,digital storage,cloud computing,computer hardware,parallel processing systems,microprocessor chips,database systems,computer science,economics,fault tolerant computer systems,data communication systems,pattern recognition,theoretical computer science,software design,telecommunication traffic,bandwidth,visual communication,video streaming,parallel programming,graphics processing unit,distributed systems,computer networks,distributed computer systems,software engineering,telecommunication networks,image coding,multimedia systems,parallel algorithms,parallel architectures,computer programming languages,telecommunication systems,image processing,internet,computer programming,computer imaging and vision
General;https://github.com/EuphoriaYan/bert_component;sensors,random access storage,linguistics,inference engines,computational linguistics,information retrieval,machine learning,commerce,mathematics,education,computer system recovery,character recognition,program processors,computational efficiency,software architecture,operating systems,buffer storage,cache memory,storage allocation (computer),scalable video coding,cuda,computer systems,artificial intelligence,semantics,digital storage,cloud computing,computer hardware,parallel processing systems,microprocessor chips,database systems,computer science,economics,fault tolerant computer systems,data communication systems,pattern recognition,theoretical computer science,software design,telecommunication traffic,bandwidth,visual communication,video streaming,parallel programming,graphics processing unit,distributed systems,computer networks,distributed computer systems,software engineering,telecommunication networks,image coding,multimedia systems,parallel algorithms,parallel architectures,computer programming languages,telecommunication systems,image processing,internet,computer programming,computer imaging and vision
General;https://github.com/chandu-97/BayesByBackprop;artificial intelligence,optical flows,image reconstruction,numerical methods,virtual reality,numerical model,computer science,motion estimation,image segmentation,image analysis,image processing,mathematics,human computer interaction,image coding,computer imaging and vision
General;https://github.com/InSpaceAI/RL-Zoo;evolutionary algorithms,particle swarm optimization (pso),software,software development,source codes,open source software,genetic algorithms,optimization problems,optimization,swarm intelligence,computer science,software project,software architecture,software engineering,artificial intelligence,correlation analysis,mathematics,software design
General;https://github.com/Jo-dsa/SemanticSeg;program processors,face recognition,mathematics,natural language processing,translation (languages),syntactics,formal languages,inference engines,parallel processing systems,microprocessor chips,pattern recognition,image processing,artificial intelligence,natural languages,computational linguistics,automata theory,linguistics,formal languages and automata theory,distributed systems,computer hardware,machine learning,computer imaging and vision,computer science,semantics,database systems,theoretical computer science,distributed computer systems,computer systems
General;https://github.com/CVxTz/face_age_gender;face recognition,software architecture,mathematics,recommender systems,personal information,correlation analysis,pattern recognition,image processing,software design,information retrieval,privacy,machine learning,computer imaging and vision,software engineering,computer science,computer security,artificial intelligence
General;https://github.com/deepmind/streetlearn;mobility model,engineering,multiagent system,robotics,target tracking,reinforcement learning,operating systems,buffer storage,cache memory,storage allocation (computer),human computer interaction,education,observability,linguistics,semantics,color images,image enhancement,mobile ad hoc networks,artificial intelligence,computer science,sensors,machine learning,telecommunication traffic,bandwidth,data communication systems,parallel processing systems,microprocessor chips,nonlinear control systems,linear matrix inequalities,pattern recognition,color image processing,image analysis,image processing,ad hoc networks,routing protocols,computer hardware,telecommunication networks,computer networks,computer systems,distributed systems,adaptive control systems,feedback systems,control theory,matrix algebra,image quality,image segmentation,computer imaging and vision,routers,mobile telecommunication systems,internet protocols,quality of service,wireless local area networks (wlan),multicasts,routing algorithms,wireless telecommunication systems,telecommunication systems,distributed computer systems,process control,mathematics,communication channels,local area networks,communication systems,automation
General;https://github.com/kelly2016/multi-label-bert;sensors,random access storage,linguistics,inference engines,computational linguistics,information retrieval,machine learning,commerce,mathematics,education,computer system recovery,character recognition,program processors,computational efficiency,software architecture,operating systems,buffer storage,cache memory,storage allocation (computer),scalable video coding,cuda,computer systems,artificial intelligence,semantics,digital storage,cloud computing,computer hardware,parallel processing systems,microprocessor chips,database systems,computer science,economics,fault tolerant computer systems,data communication systems,pattern recognition,theoretical computer science,software design,telecommunication traffic,bandwidth,visual communication,video streaming,parallel programming,graphics processing unit,distributed systems,computer networks,distributed computer systems,software engineering,telecommunication networks,image coding,multimedia systems,parallel algorithms,parallel architectures,computer programming languages,telecommunication systems,image processing,internet,computer programming,computer imaging and vision
General;https://github.com/namdvt/Focal-loss-pytorch-implementation;pattern recognition,image segmentation,machine learning,image analysis,image processing,artificial intelligence,computer imaging and vision,computer science
General;https://github.com/Jittor/lsgan-jittor;computer imaging and vision,pattern recognition,image segmentation,neural networks,computer science,machine learning,image analysis,image processing,artificial intelligence
General;https://github.com/soumik12345/Twin-Delayed-DDPG;reinforcement learning,approximation theory,neural networks,markov decision processes,machine learning,mathematics,markov processes,artificial intelligence,correlation analysis,computer science
General;https://github.com/socc-io/piqaboo;sensors,random access storage,linguistics,inference engines,computational linguistics,information retrieval,machine learning,commerce,mathematics,education,computer system recovery,character recognition,program processors,computational efficiency,software architecture,operating systems,buffer storage,cache memory,storage allocation (computer),scalable video coding,cuda,computer systems,artificial intelligence,semantics,digital storage,cloud computing,computer hardware,parallel processing systems,microprocessor chips,database systems,computer science,economics,fault tolerant computer systems,data communication systems,pattern recognition,theoretical computer science,software design,telecommunication traffic,bandwidth,visual communication,video streaming,parallel programming,graphics processing unit,distributed systems,computer networks,distributed computer systems,software engineering,telecommunication networks,image coding,multimedia systems,parallel algorithms,parallel architectures,computer programming languages,telecommunication systems,image processing,internet,computer programming,computer imaging and vision
General;https://github.com/HaloTrouvaille/YOLO-Multi-Backbones-Attention;program processors,end effectors,robotic arms,image compression,signal processing,computer imaging and vision,parallel processing systems,microprocessor chips,robotic manipulators,image quality,image coding,engineering,computer science,distributed systems,computer hardware,robots,image analysis,image processing,distributed computer systems,robotics,computer systems
General;https://github.com/usnistgov/image-regression-resnet50;program processors,computer networks,random access storage,parallel programming,graphics processing unit,computer science,genetic analysis,parallel computing,computer systems,pattern recognition,color image processing,parallel processing systems,microprocessor chips,parallel algorithms,parallel architectures,computer programming languages,bioinformatics,machine learning,image quality,image segmentation,distributed systems,computer programming,artificial intelligence,image analysis,image processing,distributed computer systems,computer imaging and vision
General;https://github.com/ikergarcia1996/Simultaneous-Machine-Translation;translation (languages),information theory,speech communication,linguistics,semantics,artificial intelligence,computational linguistics,automata theory,communication,computer science,database systems,formal languages and automata theory,computer systems,theoretical computer science
General;https://github.com/jiangyingjunn/i-darts;program processors,software architecture,imaging systems,flash memory,human computer interaction,evolutionary algorithms,search engines,natural language processing,syntactics,mathematics,verification and validation,architecting,parallel processing systems,microprocessor chips,software design,image reconstruction,embedded systems,computer science,genetic algorithms,world wide web,artificial intelligence,natural languages,computational linguistics,software quality,distributed systems,computer hardware,software engineering,image analysis,image processing,computer systems,internet,linguistics,semantics,database systems,distributed computer systems,computer imaging and vision
General;https://github.com/vineeths96/Gradient-Compression;distributed computer systems,image compression,signal processing,mathematics,vector quantization,commerce,data compression,computer systems,image quality,image coding,engineering,economics,computer science,image analysis,image processing,computer imaging and vision
General;https://github.com/systemcorp-ai/InceptionV4;program processors,internet protocols,computer crime,network security,imaging systems,parallel programming,graphics processing unit,classification methods,parallel computing,smart cards,sociology,computer system recovery,parallel processing systems,microprocessor chips,telecommunication traffic,security of data,cryptography,computer networks,image reconstruction,parallel algorithms,parallel architectures,computer programming languages,computer systems,authentication,operating systems,fault tolerant computer systems,data communication systems,distributed systems,computer hardware,telecommunication networks,computer security,cryptology,image analysis,image processing,computer programming,distributed computer systems,telecommunication systems,computer imaging and vision
General;https://github.com/tea1528/Non-Local-NN-Pytorch;image analysis,image processing,imaging systems,video streaming,computer systems,pattern recognition,ubiquitous computing,sensors,computer imaging and vision,image reconstruction,image coding,multimedia systems,computer science,machine learning,user interfaces,computer hardware,internet,artificial intelligence,human computer interaction
General;https://github.com/mrzhu-cool/pix2pix-pytorch;image analysis,image processing,object recognition,image retrieval,imaging systems,image matching,image quality,pattern recognition,color image processing,optical character recognition,digital image storage,computer imaging and vision,image segmentation,image enhancement,database systems,information retrieval,image reconstruction,machine learning,character recognition,image compression,computer science,computer systems,artificial intelligence,image coding
General;https://github.com/CVxTz/music_genre_classification;music information retrieval,classification methods,software architecture,acoustic surface wave devices,neural networks,wireless telecommunication systems,linguistics,semantics,artificial intelligence,information retrieval,computer systems,software design,acoustic waves,machine learning,computer networks,communication systems,telecommunication systems,computer science,software engineering,acoustics,signal processing,engineering
General;https://github.com/SourangshuGhosh/NeuralTuringMachine;location based services,microprocessor chips,random access storage,transactional memory,mathematics,neural networks,flash memory,multiprocessing systems,task scheduling,automata theory,artificial intelligence,computer systems,mobile devices,computer hardware,parallel processing systems,concurrency control,storage allocation (computer),parallel programming,machine learning,embedded systems,grid computing,formal languages and automata theory,computer science,mobile computing,distributed systems,database systems,program processors,parallel algorithms,parallel architectures,computer programming languages,theoretical computer science,wireless telecommunication systems,telecommunication networks,data communication systems,distributed computer systems,computer programming,computer networks,communication systems,telecommunication systems
General;https://github.com/Matesxs/GAN-Playground;face recognition,image segmentation,signal to noise ratio,optical resolving power,low resolution images,pattern recognition,image processing,image analysis,signal processing,image quality,image reconstruction,high resolution image,machine learning,computer imaging and vision,engineering,imaging systems,artificial intelligence,computer science
General;https://github.com/sdu2011/darknet_alexyab;wireless networks,wireless local area networks (wlan),servers,mobile devices,authentication,cryptography,three dimensional computer graphics,virtual reality,visualization,image compression,signal processing,computer science,telecommunication traffic,bandwidth,malwares,intrusion detection,storage allocation (computer),user interfaces,program processors,javascript,telephone sets,mobile telecommunication systems,video streaming,parallel programming,graphics processing unit,object recognition,web 2.0,knowledge management,information systems,operating systems,cloud providers,mpi,program compilers,verification and validation,wireless communications,packet networks,local area networks,world wide web,security of data,mobile computing,cryptology,computer imaging and vision,human computer interaction,image quality,image coding,engineering,telecommunication networks,computer networks,computer crime,network security,parallel processing systems,microprocessor chips,scripting languages,mobile phones,communication channels,multimedia systems,parallel algorithms,parallel architectures,computer programming languages,pattern recognition,image segmentation,knowledge based systems,computer systems,virtual machines,virtualizations,grid computing,software quality,wireless telecommunication systems,internet,computer security,data communication systems,image analysis,image processing,telecommunication systems,distributed systems,high level languages,computer programming,machine learning,artificial intelligence,cloud computing,software design,communication systems,distributed computer systems,software engineering
General;https://github.com/RichardMathewsII/YOLBO;signal detection,imaging systems,computer imaging and vision,object recognition,image analysis,image processing,intrusion detection,motion compensation,signal processing,image reconstruction,computer science,pattern recognition,computer crime,image compression,motion estimation,engineering,machine learning,security of data,image quality,image coding,artificial intelligence,computer security
General;https://github.com/techforgood-kiran/ai;medium access control,wireless telecommunication systems,face detection,gpgpu,object recognition,motion estimation,nanocantilevers,image reconstruction,imaging systems,education,neural networks,face recognition,electronic mail,program processors,world wide web,database systems,parallel programming,graphics processing unit,operating systems,image segmentation,network protocols,computer networks,communication systems,telecommunication systems,parallel computing,pattern recognition,image coding,composite micromechanics,image analysis,image processing,machine learning,internet,parallel processing systems,microprocessor chips,computer systems,parallel algorithms,parallel architectures,computer programming languages,computer science,mems,computer imaging and vision,artificial intelligence,distributed systems,computer hardware,computer programming,sensors,distributed computer systems
General;https://github.com/ricardordb/bert;sensors,random access storage,linguistics,inference engines,computational linguistics,information retrieval,machine learning,commerce,computer system recovery,character recognition,program processors,computational efficiency,software architecture,grid computing,operating systems,buffer storage,cache memory,storage allocation (computer),scalable video coding,cuda,computer systems,artificial intelligence,semantics,digital storage,cloud computing,computer hardware,parallel processing systems,microprocessor chips,database systems,computer science,economics,fault tolerant computer systems,data communication systems,pattern recognition,theoretical computer science,software design,telecommunication traffic,bandwidth,visual communication,video streaming,parallel programming,graphics processing unit,distributed systems,computer networks,distributed computer systems,software engineering,telecommunication networks,image coding,multimedia systems,parallel algorithms,parallel architectures,computer programming languages,telecommunication systems,image processing,internet,computer programming,computer imaging and vision
General;https://github.com/Uemuet/-gan;program processors,parallel programming,graphics processing unit,image analysis,image processing,parallel computing,dynamic random access storage,matrix factorizations,operating systems,buffer storage,cache memory,storage allocation (computer),correlation analysis,parallel processing systems,microprocessor chips,parallel algorithms,parallel architectures,computer programming languages,computer imaging and vision,embedded systems,recommender systems,factorization,computer science,telecommunication traffic,bandwidth,data communication systems,mathematics,distributed systems,computer hardware,computer programming,computer systems,information retrieval,matrix algebra,telecommunication networks,computer networks,distributed computer systems,telecommunication systems
General;https://github.com/pacharadanait/Densnet_project;computer hardware,embedded systems,image matching,image quality,pattern recognition,color image processing,inference engines,bayesian methods,probability distributions,computer science,computer systems,image processing,image analysis,machine learning,image segmentation,artificial intelligence,probability,computer imaging and vision,mathematics
General;https://github.com/e0015274/darknet;wireless networks,wireless local area networks (wlan),servers,mobile devices,authentication,cryptography,three dimensional computer graphics,virtual reality,visualization,image compression,signal processing,computer science,telecommunication traffic,bandwidth,malwares,intrusion detection,storage allocation (computer),user interfaces,program processors,javascript,telephone sets,mobile telecommunication systems,video streaming,parallel programming,graphics processing unit,object recognition,web 2.0,knowledge management,information systems,operating systems,cloud providers,mpi,program compilers,verification and validation,wireless communications,packet networks,local area networks,world wide web,security of data,mobile computing,cryptology,computer imaging and vision,human computer interaction,image quality,image coding,engineering,telecommunication networks,computer networks,computer crime,network security,parallel processing systems,microprocessor chips,scripting languages,mobile phones,communication channels,multimedia systems,parallel algorithms,parallel architectures,computer programming languages,pattern recognition,image segmentation,knowledge based systems,computer systems,virtual machines,virtualizations,grid computing,software quality,wireless telecommunication systems,internet,computer security,data communication systems,image analysis,image processing,telecommunication systems,distributed systems,high level languages,computer programming,machine learning,artificial intelligence,cloud computing,software design,communication systems,distributed computer systems,software engineering
General;https://github.com/yashwanyne/Robust-Video-Colorization-with-Self-Attention-based-Progressive-Generative-Adversarial-Networks;signal to noise ratio,software development,source codes,open source software,inference engines,machine learning,support vector machine,classification methods,program processors,graphics processing unit,requirements engineering,computer networks,video streaming,computer science,image analysis,image processing,smart cards,social networks,social media,operating systems,gaussian distribution,signal processing,software project,software architecture,software engineering,software,artificial intelligence,computer systems,parallel processing systems,microprocessor chips,image coding,multimedia systems,computer imaging and vision,authentication,cryptography,world wide web,engineering,software design,distributed systems,internet,security of data,cryptology,distributed computer systems,computer security
General;https://github.com/Hashir44/muraxray;hidden layers,mathematics,correlation analysis,backpropagation algorithm,neural networks,machine learning
General;https://github.com/iRmantou/car_bert;sensors,random access storage,linguistics,inference engines,computational linguistics,information retrieval,machine learning,commerce,mathematics,education,computer system recovery,character recognition,program processors,computational efficiency,software architecture,operating systems,buffer storage,cache memory,storage allocation (computer),scalable video coding,cuda,computer systems,artificial intelligence,semantics,digital storage,cloud computing,computer hardware,parallel processing systems,microprocessor chips,database systems,computer science,economics,fault tolerant computer systems,data communication systems,pattern recognition,theoretical computer science,software design,telecommunication traffic,bandwidth,visual communication,video streaming,parallel programming,graphics processing unit,distributed systems,computer networks,distributed computer systems,software engineering,telecommunication networks,image coding,multimedia systems,parallel algorithms,parallel architectures,computer programming languages,telecommunication systems,image processing,internet,computer programming,computer imaging and vision
General;https://github.com/ClaraBing/flow;program processors,parallel computing,parallel programming,graphics processing unit,parallel processing systems,microprocessor chips,parallel architectures,parallel algorithms,computer programming languages,distributed systems,computer hardware,computer programming,distributed computer systems,computer science,computer systems
General;https://github.com/zheng1weiyu/Insightface_for_FaceRecog;program processors,verification and validation,active appearance models,pattern recognition,image processing,parallel processing systems,microprocessor chips,software quality,machine learning,computer imaging and vision,distributed systems,computer hardware,software design,artificial intelligence,computer science,distributed computer systems,software engineering,computer systems
General;https://github.com/cosmoquester/seq2seq;natural language processing,translation (languages),information theory,through silicon vias,program processors,computer system recovery,inference engines,bayesian methods,probability distributions,artificial intelligence,natural languages,computational linguistics,automata theory,linguistics,communication,electronics packaging,integrated circuits,parallel processing systems,microprocessor chips,operating systems,fault tolerant computer systems,data communication systems,probability,computer science,semantics,database systems,formal languages and automata theory,integrated circuit layout,computer hardware,distributed systems,computer networks,distributed computer systems,computer systems,mathematics,theoretical computer science,vlsi circuits,computer aided design
General;https://github.com/minyoungg/pix2latent;parallel algorithms,parallel architectures,probability density function,probability distributions,mathematics,education,correlation analysis,parallel processing systems,probability,distributed systems,distributed computer systems,computer systems,computer science
General;https://github.com/hkzhang95/DynamicRCNN;program processors,signal detection,neural networks,mathematics,parallel programming,graphics processing unit,object recognition,parallel processing systems,microprocessor chips,signal processing,machine learning,parallel algorithms,parallel architectures,computer programming languages,pattern recognition,image segmentation,distributed systems,computer hardware,engineering,artificial intelligence,computer programming,image analysis,image processing,distributed computer systems,computer science,computer imaging and vision,computer systems
General;https://github.com/simonlevine/clinical-longformer;text processing,information retrieval systems,text mining,records management,parameterization,inverse problems,regularization,machine learning,word processing,support vector machine,information extraction,information systems,computer systems,scalable video coding,virtual reality,linguistics,natural language processing,computational linguistics,data mining,information retrieval,database systems,medical computing,numerical model,image reconstruction,integral equations,artificial intelligence,information analysis,computer science,visual communication,video streaming,human computer interaction,medical images,mathematics,image analysis,image processing,numerical methods,image coding,multimedia systems,bioinformatics,computer imaging and vision,internet
General;https://github.com/vijishmadhavan/ArtLine;image analysis,image processing,face recognition,image matching,image quality,face images,face detection,computer imaging and vision,pattern recognition,computer science,machine learning,artificial intelligence
General;https://github.com/MCLYang/RhythmGAN_pytorch;ontology,programming theory,h.264/avc,bit rates,reconfigurable architectures,neural networks,high level languages,inference engines,bayesian methods,probability distributions,semantics,image coding,computer programming languages,video processing,motion compensation,visual communication,multimedia systems,field programmable gate array,machine learning,computer programming,artificial intelligence,probability,image processing,computer imaging and vision,image compression,motion estimation,image segmentation,internet,computer hardware,computer science,mathematics,image quality,image analysis
General;https://github.com/matlab-deep-learning/pix2pix;image analysis,image processing,object recognition,image retrieval,imaging systems,optical character recognition,digital image storage,image matching,image quality,pattern recognition,color image processing,distributed computer systems,internet,computer networks,computer imaging and vision,image segmentation,image enhancement,database systems,information retrieval,image reconstruction,character recognition,image compression,machine learning,computer systems,computer science,image coding,artificial intelligence
General;https://github.com/drscotthawley/SPNet;telepresence,teleoperation,program processors,video streaming,parallel programming,graphics processing unit,synthetic aperture radar,verification and validation,object recognition,commerce,education,signal processing,visual communication,virtual reality,remote control,robotic manipulators,parallel processing systems,microprocessor chips,image coding,multimedia systems,parallel algorithms,parallel architectures,computer programming languages,imaging systems,radar,software quality,pattern recognition,image segmentation,economics,engineering,human computer interaction,robots,distributed systems,computer hardware,image processing,internet,computer programming,image reconstruction,software design,machine learning,image analysis,computer science,robotics,distributed computer systems,computer imaging and vision,software engineering,artificial intelligence,computer systems
General;https://github.com/lukemelas/unsupervised-image-segmentation;mathematics,matrix factorizations,image analysis,image processing,object recognition,background subtraction,moving objects,correlation analysis,recommender systems,factorization,computer imaging and vision,pattern recognition,video surveillance,computer vision,information retrieval,matrix algebra,computer science,machine learning,security systems,artificial intelligence,security of data,cryptography,computer security,cryptology
