Labels;Repo;Predictions;Probabilities
General,Sequential,Natural Language Processing;https://github.com/llppff/ptb-lstmorqrnn-pytorch;local area networks,artificial intelligence,computer programming languages,storage allocation (computer),wide area networks,parallel programming,computational linguistics,linguistics,semantics,bandwidth,microprocessor chips,computer hardware,program processors,telecommunication networks,cache memory,distributed computer systems,syntactics,software quality,wireless telecommunication systems,telecommunication systems,parallel architectures,computer systems,database systems,requirements engineering,communication systems,verification and validation,data communication systems,buffer storage,operating systems,computer networks,software design,machine learning,natural language processing,telecommunication traffic,lan,distributed systems,computer science,neural networks,parallel algorithms,parallel processing systems,software engineering,computer programming,graphics processing unit;0.0,0.0,0.0,1.0,0.0,0.0
General,Computer Vision;https://github.com/samuelmat19/GLOW-tf2;source codes,economics,software,software development,parameterization,portfolio selection,image analysis,numerical methods,distributed computer systems,open source software,software project,numerical model,computer systems,computer system recovery,image reconstruction,data communication systems,inverse problems,operating systems,computer networks,software design,machine learning,software architecture,regularization,investments,integral equations,computer imaging and vision,computer science,image processing,neural networks,information technology,financial data processing,auto encoders,software engineering,fault tolerant computer systems,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision,Natural Language Processing;https://github.com/iejMac/ScriptWriter;high level languages,signal to noise ratio,signal processing,matrix algebra,linguistics,antennas,semantics,computer hardware,mathematics,wireless telecommunication systems,telecommunication systems,computer systems,direction of arrival,communication channels,engineering,communication systems,computer networks,theoretical computer science,natural language processing,natural languages,antenna arrays,computer science,sensors,computer programming,artificial intelligence;0.0,0.0,0.0,1.0,0.0,0.0
General,Computer Vision;https://github.com/lonce/sonyGanFork;information retrieval,signal to noise ratio,correlation analysis,signal processing,fourier transforms,cryptology,matrix algebra,computer hardware,microprocessor chips,cryptography,program processors,distributed computer systems,time frequency analysis,computer systems,recommender systems,time domain analysis,authentication,engineering,gaussian noise (electronic),wavelet transforms,security of data,matrix factorizations,computer imaging and vision,factorization,distributed systems,education,computer science,image processing,frequency domain analysis,smart cards,parallel processing systems,computer security,mathematics,graphics processing unit;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/Sushma07/dancedarknet;computer programming languages,internet,cryptography,scripting languages,mobile telecommunication systems,communication channels,communication systems,mpi,mobile phones,intrusion detection,image processing,parallel algorithms,parallel processing systems,computer programming,graphics processing unit,virtualizations,program compilers,javascript,mobile devices,information systems,microprocessor chips,knowledge based systems,pattern recognition,network security,data communication systems,operating systems,three dimensional computer graphics,telecommunication traffic,video streaming,computer imaging and vision,malwares,telephone sets,packet networks,servers,mobile computing,high level languages,wireless communications,storage allocation (computer),world wide web,wireless networks,parallel programming,cryptology,computer hardware,telecommunication networks,program processors,image analysis,user interfaces,visualization,wireless telecommunication systems,parallel architectures,authentication,cloud providers,wireless local area networks (wlan),security of data,distributed systems,computer science,image segmentation,object recognition,artificial intelligence,local area networks,web 2.0,bandwidth,distributed computer systems,virtual reality,telecommunication systems,computer systems,cloud computing,computer crime,computer networks,machine learning,virtual machines,knowledge management,multimedia systems,human computer interaction,image coding,computer security,grid computing;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/jfcrenshaw/pzflow;computer programming,information retrieval,computer programming languages,signal to noise ratio,parallel programming,gaussian distribution,correlation analysis,signal processing,matrix algebra,independent component analysis,computer aided design,computer hardware,microprocessor chips,program processors,distributed computer systems,virtual reality,parallel architectures,recommender systems,computer systems,engineering,blind source separation,gaussian noise (electronic),statistical methods,matrix factorizations,human computer interaction,factorization,distributed systems,computer science,parallel algorithms,parallel processing systems,mathematics,graphics processing unit;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/Cedric-Perauer/Deformable_Detr_PIL;information retrieval,computer programming languages,parallel programming,inference engines,computer hardware,microprocessor chips,program processors,probability distributions,image analysis,distributed computer systems,imaging systems,bayesian methods,probability,mathematics,parallel architectures,computer systems,pattern recognition,database systems,image reconstruction,operating systems,machine learning,image retrieval,computer imaging and vision,image enhancement,distributed systems,computer science,image processing,image segmentation,neural networks,parallel algorithms,parallel processing systems,object recognition,graphics processing unit,computer programming,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/Graylab/deepH3-distances-orientations;information retrieval,color image processing,graphic methods,correlation analysis,computer aided design,image analysis,computer systems,graph theory,operating systems,machine learning,theoretical computer science,image retrieval,computer imaging and vision,image enhancement,computer science,image processing,image segmentation,object recognition,image quality,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Natural Language Processing;https://github.com/majing2019/transformer;motion compensation,reduced instruction set computing,programming theory,computer programming languages,program compilers,field programmable gate array,random access storage,bandwidth,pipeline processing systems,microprocessor chips,video processing,program processors,computer hardware,telecommunication networks,internet,image analysis,computer workstations,distributed computer systems,telecommunication systems,computer systems,image compression,data communication systems,buffer storage,operating systems,reconfigurable architectures,computer networks,telecommunication traffic,multimedia systems,bit rates,computer imaging and vision,distributed systems,computer science,image coding,image processing,image segmentation,motion estimation,parallel processing systems,visual communication,image quality,computer programming,h.264/avc;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/frgfm/Holocron;embedded systems,microprocessor chips,program processors,image analysis,distributed computer systems,imaging systems,storage systems,computer systems,pattern recognition,flash memory,image reconstruction,machine learning,computer imaging and vision,distributed systems,computer science,image processing,image segmentation,parallel processing systems,object recognition,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/znxlwm/pytorch-pix2pix;information retrieval,color image processing,character recognition,image analysis,digital image storage,imaging systems,computer systems,pattern recognition,database systems,image compression,image reconstruction,machine learning,image retrieval,image matching,computer imaging and vision,image enhancement,computer science,image processing,image coding,image segmentation,object recognition,image quality,optical character recognition,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Sequential,Natural Language Processing;https://github.com/farizrahman4u/seq2seq;motion compensation,programming theory,computer programming languages,field programmable gate array,computational linguistics,linguistics,automata theory,communication,information theory,video processing,semantics,internet,formal languages and automata theory,computer hardware,translation (languages),image analysis,software architecture patterns,computer systems,database systems,image compression,reconfigurable architectures,software design,machine learning,software architecture,natural language processing,theoretical computer science,multimedia systems,bit rates,natural languages,computer imaging and vision,computer science,image coding,image processing,image segmentation,neural networks,motion estimation,visual communication,image quality,software engineering,computer programming,h.264/avc,artificial intelligence;0.0,0.0,0.0,1.0,0.0,0.0
General,Computer Vision;https://github.com/wikke/Tianchi-Medical-LungTumorDetect;storage allocation (computer),signal to noise ratio,support vector machine,signal processing,matrix algebra,antennas,parameterization,random access storage,embedded systems,microprocessor chips,hierarchical system,classifiers,bandwidth,cache memory,computer hardware,telecommunication networks,image analysis,numerical methods,distributed computer systems,wireless telecommunication systems,telecommunication systems,numerical model,computer systems,direction of arrival,communication channels,engineering,flash memory,communication systems,image reconstruction,data communication systems,buffer storage,inverse problems,operating systems,computer networks,machine learning,regularization,telecommunication traffic,human computer interaction,integral equations,computer imaging and vision,distributed systems,antenna arrays,computer science,image processing,classification methods,sensors,parallel processing systems,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
Reinforcement Learning,General;https://github.com/crazydonkey200/neural-symbolic-machines;computer programming,computer programming languages,parallel programming,correlation analysis,cuda,robotics,computer hardware,microprocessor chips,program processors,user interfaces,distributed computer systems,probability,numerical model,stochasticity,computer systems,parallel architectures,man machine systems,intelligent robots,machine design,machine learning,gpu,cognitive systems,stochastic,human engineering,human computer interaction,humanoid robot,distributed systems,computer science,stochastic processes,mobile robots,parallel algorithms,sensors,parallel processing systems,graphics processing unit,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Natural Language Processing;https://github.com/yydai/bert_test;information retrieval,computer programming,computer programming languages,storage allocation (computer),economics,character recognition,parallel programming,computational linguistics,linguistics,inference engines,random access storage,cuda,semantics,computer hardware,microprocessor chips,program processors,scalable video coding,cache memory,bandwidth,telecommunication networks,internet,computational efficiency,distributed computer systems,telecommunication systems,commerce,computer systems,computer system recovery,cloud computing,pattern recognition,parallel architectures,database systems,data communication systems,buffer storage,operating systems,computer networks,software design,machine learning,software architecture,theoretical computer science,telecommunication traffic,multimedia systems,video streaming,computer imaging and vision,distributed systems,education,computer science,image coding,image processing,digital storage,parallel algorithms,sensors,parallel processing systems,visual communication,software engineering,fault tolerant computer systems,graphics processing unit,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Graphs;https://github.com/deepmind/deepmind-research;information retrieval,polynomial approximation,formal logic,data mining,graphic methods,graph g,correlation analysis,signal processing,matrix algebra,inference engines,semantics,computer hardware,probability distributions,numerical methods,classifiers,image analysis,approximation theory,multiagent system,bayesian methods,numerical model,computer systems,recommender systems,approximation algorithms,graph theory,engineering,image reconstruction,nonlinear equations,decision trees,theoretical computer science,machine learning,optical flows,matrix factorizations,computer imaging and vision,factorization,computer science,image processing,image coding,image segmentation,classification methods,neural networks,motion estimation,radar imaging,auto encoders,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Natural Language Processing;https://github.com/qq345736500/sarcasm;theorem provers,formal logic,world wide web,genetic analysis,correlation analysis,computational linguistics,linguistics,knowledge-sharing,communication,automata theory,information theory,semantics,xml,internet,formal languages and automata theory,knowledge based systems,translation (languages),user interfaces,bioinformatics,computer systems,database systems,machine learning,theoretical computer science,knowledge management,human computer interaction,education,neural networks,knowledge acquisition,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/ryubidragonfire/mydarknet;mobile computing,computer programming,local area networks,artificial intelligence,wireless communications,computer programming languages,virtualizations,world wide web,wireless networks,web 2.0,program compilers,parallel programming,cryptology,mobile devices,bandwidth,information systems,telecommunication networks,microprocessor chips,program processors,knowledge based systems,cryptography,computer hardware,internet,image analysis,user interfaces,distributed computer systems,wireless telecommunication systems,telecommunication systems,parallel architectures,mobile telecommunication systems,pattern recognition,communication channels,computer systems,cloud computing,network security,communication systems,cloud providers,mpi,wireless local area networks (wlan),computer crime,data communication systems,operating systems,computer networks,machine learning,virtual machines,telecommunication traffic,knowledge management,multimedia systems,mobile phones,security of data,video streaming,human computer interaction,computer imaging and vision,malwares,intrusion detection,distributed systems,computer science,telephone sets,image coding,image processing,image segmentation,parallel algorithms,parallel processing systems,object recognition,computer security,packet networks,grid computing,graphics processing unit;0.0,0.0,0.0,0.0,0.0,0.0
Reinforcement Learning,General;https://github.com/avillemin/Minecraft-AI;image analysis,artificial intelligence,color image processing,image processing,computer science,image reconstruction,user interfaces,image segmentation,interactive computer graphics,computer imaging and vision,machine learning,image quality,image matching,pattern recognition,human computer interaction;0.0,0.0,0.0,0.0,0.0,0.0
General,Sequential;https://github.com/jingweiz/pytorch-dnc;mobile computing,multi core,storage allocation (computer),computer programming languages,program compilers,parallel programming,field programmable gate array,automata theory,mobile devices,random access storage,embedded systems,computer hardware,microprocessor chips,program processors,formal languages and automata theory,telecommunication networks,transactional memory,distributed computer systems,wireless telecommunication systems,telecommunication systems,parallel architectures,computer systems,database systems,communication systems,data communication systems,operating systems,computer networks,location based services,theoretical computer science,concurrency control,distributed systems,computer science,parallel algorithms,parallel processing systems,computer programming;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/JHLee0513/Salt_detection_challenge;image analysis,classifiers,artificial intelligence,medical images,computer science,image processing,verification and validation,software design,bioinformatics,software quality,software architecture,support vector machine,human computer interaction,software engineering,ultrasonic imaging,machine learning,computer imaging and vision;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/vudung45/FaceRec;engineering,artificial intelligence,face recognition,computer vision,image processing,computer science,gesture recognition,computer imaging and vision,signal detection,machine learning,signal processing,pattern recognition,human computer interaction;0.0,1.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/Rust401/pixel2piexl;information retrieval,color image processing,chip multiprocessor,multi core,character recognition,computer hardware,microprocessor chips,program processors,image analysis,edge detection,digital image storage,distributed computer systems,imaging systems,numerical model,computer systems,computer system recovery,pattern recognition,multiprocessing systems,database systems,image compression,face recognition,image reconstruction,data communication systems,operating systems,computer networks,machine learning,image retrieval,image matching,computer imaging and vision,image enhancement,distributed systems,computer science,image processing,image coding,image segmentation,parallel processing systems,object recognition,image quality,optical character recognition,fault tolerant computer systems,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/kobiso/CBAM-tensorflow;world wide web,internet,image analysis,imaging systems,computer systems,image reconstruction,architecture evaluation,software design,architecting,machine learning,software architecture,decision theory,computer imaging and vision,computer science,image processing,neural networks,classification methods,software engineering,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/junyanz/CycleGAN;information retrieval,mobile computing,artificial intelligence,computer vision,color image processing,chip multiprocessor,multi core,computer programming languages,world wide web,character recognition,parallel programming,network protocols,mobile devices,internet,xml,microprocessor chips,program processors,image analysis,computer hardware,telecommunication networks,user interfaces,digital image storage,distributed computer systems,imaging systems,wireless telecommunication systems,telecommunication systems,parallel architectures,mobile telecommunication systems,pattern recognition,computer systems,multiprocessing systems,computer keyboards,database systems,image compression,communication systems,communication channels,image reconstruction,data communication systems,operating systems,computer networks,machine learning,image retrieval,image matching,mobile phones,human computer interaction,computer imaging and vision,image enhancement,distributed systems,computer science,image processing,telephone sets,image coding,image segmentation,gesture recognition,parallel algorithms,parallel processing systems,object recognition,image quality,optical character recognition,medium access control,facial expression,computer programming,smart phones,graphics processing unit;0.0,1.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/weishenho/SAGAN-with-relativistic;classifiers,computer science,software design,adaptive boosting,machine learning,software architecture,software engineering,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/ac-optimus/ESDC_IntelCup2018;color image processing,field programmable gate array,signal processing,color images,inference engines,embedded systems,internet,image analysis,computer systems,pattern recognition,architecture types,engineering,flash memory,software design,signal detection,machine learning,software architecture,computer imaging and vision,image enhancement,education,computer science,image processing,image segmentation,neural networks,image quality,software engineering,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Sequential;https://github.com/mbinkowski/DeepSpeechDistances;speech communication,mathematics,linguistics,numerical model;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/ibabbar/Traffic-Sign-Classifier;information retrieval,control theory,adaptive control systems,time varying control systems,matrix algebra,computer hardware,microprocessor chips,differential equations,program processors,image analysis,linear matrix inequalities,numerical methods,distributed computer systems,process control,mathematics,software quality,lyapunov functions,numerical model,stochasticity,computer systems,pattern recognition,database systems,engineering,face recognition,verification and validation,image reconstruction,feedback systems,software design,machine learning,nonlinear control systems,image retrieval,image matching,human computer interaction,computer imaging and vision,image enhancement,distributed systems,computer science,image processing,image coding,stochastic processes,image segmentation,neural networks,classification methods,automation,parallel processing systems,time varying networks,object recognition,software engineering,linear control systems,grid computing,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Natural Language Processing;https://github.com/Socialbird-AILab/BERT-Classification-Tutorial;classifiers,image analysis,computer science,image processing,image reconstruction,image classification,computer imaging and vision,imaging systems,machine learning,computer systems,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/nanwei1/MNIST_GAN;handwriting recognition,correlation analysis,image analysis,digital image storage,imaging systems,computer systems,pattern recognition,hidden markov model (hmm),database systems,image compression,image reconstruction,document images,markov processes,machine learning,hidden markov models,computer imaging and vision,computer science,image processing,image coding,image segmentation,neural networks,optical character recognition,image quality,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Graphs;https://github.com/atomistic-machine-learning/schnetpack;information retrieval,artificial intelligence,clustering algorithms,computer programming languages,data mining,parallel programming,computer hardware,microprocessor chips,program processors,image analysis,distributed computer systems,parallel architectures,computer systems,pattern recognition,machine learning,image retrieval,computer imaging and vision,image enhancement,distributed systems,computer science,image processing,image segmentation,neural networks,parallel algorithms,parallel processing systems,object recognition,computer programming,graphics processing unit;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/rkem1542/EDSR-pytorch;signal to noise ratio,mathematical transformations,signal processing,cryptology,steganography,cryptography,image analysis,digital image storage,imaging systems,discrete cosine transforms,computer systems,optical resolving power,pattern recognition,high resolution image,database systems,image compression,engineering,face recognition,image reconstruction,machine learning,cosine transforms,security of data,computer imaging and vision,image enhancement,computer science,image coding,image processing,image segmentation,computer security,image quality,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/wgopar/VariationalAutoencoder;computer hardware,microprocessor chips,program processors,numerical methods,image analysis,distributed computer systems,computer systems,image reconstruction,machine learning,optical flows,computer imaging and vision,distributed systems,computer science,image processing,image coding,image segmentation,neural networks,motion estimation,auto encoders,parallel processing systems,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
Reinforcement Learning,General;https://github.com/deepsense-ai/Distributed-BA3C;program processors,computer systems,distributed systems,computer science,microprocessor chips,world wide web,multiagent system,distributed computer systems,parallel processing systems,gpu,computer hardware,internet,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/itsuki8914/SRGAN-TensorFlow;information retrieval,color image processing,signal to noise ratio,character recognition,signal processing,inference engines,image analysis,probability distributions,digital image storage,imaging systems,bayesian methods,probability,computer systems,pattern recognition,database systems,image compression,engineering,image reconstruction,machine learning,image retrieval,image matching,computer imaging and vision,image enhancement,computer science,image processing,image coding,image segmentation,object recognition,image quality,optical character recognition,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/solapark/darknet_partdet;computer programming languages,internet,cryptography,scripting languages,mobile telecommunication systems,communication channels,communication systems,mpi,mobile phones,intrusion detection,image processing,parallel algorithms,parallel processing systems,computer programming,graphics processing unit,virtualizations,program compilers,javascript,mobile devices,information systems,microprocessor chips,knowledge based systems,pattern recognition,network security,data communication systems,operating systems,three dimensional computer graphics,telecommunication traffic,video streaming,computer imaging and vision,malwares,telephone sets,packet networks,servers,mobile computing,high level languages,wireless communications,storage allocation (computer),world wide web,wireless networks,parallel programming,cryptology,computer hardware,telecommunication networks,program processors,image analysis,user interfaces,visualization,wireless telecommunication systems,parallel architectures,authentication,cloud providers,wireless local area networks (wlan),security of data,distributed systems,computer science,image segmentation,object recognition,artificial intelligence,local area networks,web 2.0,bandwidth,distributed computer systems,virtual reality,telecommunication systems,computer systems,cloud computing,computer crime,computer networks,machine learning,virtual machines,knowledge management,multimedia systems,human computer interaction,image coding,computer security,grid computing;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/hujinsen/pytorch-StarGAN-VC;speech communication,computer science,machine learning,linguistics,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/yang-neu/FaceRec;engineering,artificial intelligence,face recognition,computer vision,image processing,computer science,gesture recognition,computer imaging and vision,signal detection,machine learning,signal processing,pattern recognition,human computer interaction;0.0,1.0,0.0,0.0,0.0,0.0
Reinforcement Learning,General;https://github.com/morikatron/GAIL_PPO;correlation analysis,robot programming,robotics,computer hardware,robots,reinforcement learning,evolutionary algorithms,intelligent robots,anthropomorphic robots,machine learning,genetic algorithms,motion planning,robotic manipulators,humanoid robot,computer science,mobile robots,sensors,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,1.0,0.0
General,Computer Vision;https://github.com/Wangxy2180/darknetKinectDetect;computer programming languages,internet,cryptography,scripting languages,mobile telecommunication systems,communication channels,communication systems,verification and validation,mpi,software design,mobile phones,intrusion detection,image processing,parallel algorithms,parallel processing systems,image quality,software engineering,computer programming,graphics processing unit,virtualizations,program compilers,javascript,mobile devices,information systems,microprocessor chips,knowledge based systems,pattern recognition,network security,data communication systems,operating systems,three dimensional computer graphics,telecommunication traffic,video streaming,computer imaging and vision,malwares,telephone sets,packet networks,servers,mobile computing,high level languages,wireless communications,storage allocation (computer),world wide web,wireless networks,parallel programming,signal processing,cryptology,telecommunication networks,program processors,image analysis,user interfaces,visualization,wireless telecommunication systems,parallel architectures,authentication,cloud providers,wireless local area networks (wlan),security of data,distributed systems,computer science,image segmentation,object recognition,artificial intelligence,local area networks,web 2.0,bandwidth,distributed computer systems,virtual reality,software quality,telecommunication systems,computer systems,cloud computing,image compression,engineering,computer crime,computer networks,machine learning,virtual machines,knowledge management,multimedia systems,human computer interaction,image coding,computer security,grid computing;0.0,0.0,0.0,0.0,0.0,0.0
General,Natural Language Processing;https://github.com/RajasSU/Twitter-Sentiment-Analysis-using-ULMFiT;social networks,information retrieval,computer systems,computer science,data mining,world wide web,natural languages,semantics,machine learning,internet,computational linguistics,text processing,linguistics,social media,computer programming,opinion mining,artificial intelligence,database systems;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/teakkkz/imageSR;information retrieval,channel capacity,color image processing,spurious signal noise,fading channels,accelerometers,signal to noise ratio,character recognition,gaussian distribution,signal processing,correlation analysis,cryptology,information theory,communication,steganography,microprocessor chips,cryptography,program processors,image analysis,computer hardware,edge detection,backpropagation algorithm,digital image storage,distributed computer systems,imaging systems,probability,low resolution images,wireless telecommunication systems,telecommunication systems,computer systems,pattern recognition,optical resolving power,evolutionary algorithms,database systems,image compression,communication channels,fading (radio),engineering,face recognition,communication systems,image reconstruction,gaussian noise (electronic),computer networks,wavelet transforms,acoustic intensity,signal detection,statistical methods,machine learning,gyroscopes,genetic algorithms,image retrieval,image matching,security of data,computer imaging and vision,image enhancement,distributed systems,computer science,image processing,image coding,image segmentation,neural networks,parallel processing systems,object recognition,sensors,hidden layers,image quality,optical character recognition,computer security,bit error rate,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Natural Language Processing;https://github.com/TYTYTYTYTYTYTYTYTY/558-project;information retrieval,computer programming,computer programming languages,storage allocation (computer),economics,character recognition,parallel programming,computational linguistics,linguistics,inference engines,random access storage,cuda,semantics,computer hardware,microprocessor chips,program processors,scalable video coding,cache memory,bandwidth,telecommunication networks,internet,computational efficiency,distributed computer systems,telecommunication systems,commerce,computer systems,computer system recovery,cloud computing,pattern recognition,parallel architectures,database systems,data communication systems,buffer storage,operating systems,computer networks,software design,machine learning,software architecture,theoretical computer science,telecommunication traffic,multimedia systems,video streaming,computer imaging and vision,distributed systems,education,computer science,image coding,image processing,digital storage,parallel algorithms,sensors,parallel processing systems,visual communication,software engineering,fault tolerant computer systems,graphics processing unit,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/atapour/ransomware-classification;mobile computing,computer programming,artificial intelligence,computer programming languages,parallel programming,cryptology,computer hardware,microprocessor chips,cryptography,program processors,image analysis,telecommunication networks,distributed computer systems,wireless telecommunication systems,telecommunication systems,numerical model,parallel architectures,pattern recognition,communication systems,face recognition,data communication systems,computer networks,machine learning,security of data,computer imaging and vision,distributed systems,education,computer science,image processing,image segmentation,classification methods,parallel algorithms,parallel processing systems,computer security,mathematics,graphics processing unit;0.0,0.0,0.0,0.0,0.0,0.0
General,Natural Language Processing;https://github.com/IBM/pytorch-seq2seq;computational linguistics,linguistics,inference engines,communication,automata theory,information theory,semantics,microprocessor chips,computer hardware,program processors,formal languages and automata theory,translation (languages),distributed computer systems,virtual reality,computer systems,computer system recovery,database systems,data communication systems,operating systems,computer networks,machine learning,gpu,natural language processing,theoretical computer science,natural languages,human computer interaction,distributed systems,education,computer science,neural networks,parallel processing systems,software engineering,fault tolerant computer systems,artificial intelligence;0.0,0.0,0.0,1.0,0.0,0.0
General,Graphs;https://github.com/DeepGraphLearning/KnowledgeGraphEmbedding;program processors,computer systems,distributed systems,education,computer science,computer programming languages,data communication systems,data mining,microprocessor chips,parallel algorithms,distributed computer systems,parallel programming,parallel processing systems,parallel architectures,computer programming,computer hardware,graphics processing unit,database systems;0.0,0.0,0.0,0.0,0.0,0.0
General,Natural Language Processing;https://github.com/JRC1995/Machine-Translation-Transformers;information retrieval,data mining,correlation analysis,computational linguistics,linguistics,automata theory,information theory,robotics,parameterization,communication,text mining,semantics,formal languages and automata theory,translation (languages),computer hardware,image analysis,numerical methods,information retrieval systems,numerical model,reinforcement learning,computer systems,database systems,image reconstruction,inverse problems,machine learning,theoretical computer science,natural language processing,regularization,text processing,natural languages,integral equations,computer imaging and vision,computer science,image processing,sensors,target tracking,mathematics,artificial intelligence;0.0,0.0,0.0,1.0,1.0,0.0
General,Natural Language Processing;https://github.com/Kevin-Vora/bert-embedding-gluonnlp-edit-;information retrieval,computer programming,computer programming languages,storage allocation (computer),economics,character recognition,parallel programming,computational linguistics,linguistics,inference engines,random access storage,cuda,semantics,computer hardware,microprocessor chips,program processors,scalable video coding,cache memory,bandwidth,telecommunication networks,internet,computational efficiency,distributed computer systems,telecommunication systems,commerce,computer systems,computer system recovery,cloud computing,pattern recognition,parallel architectures,database systems,data communication systems,buffer storage,operating systems,computer networks,software design,machine learning,software architecture,theoretical computer science,telecommunication traffic,multimedia systems,video streaming,computer imaging and vision,distributed systems,education,computer science,image coding,image processing,digital storage,parallel algorithms,sensors,parallel processing systems,visual communication,software engineering,fault tolerant computer systems,graphics processing unit,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Natural Language Processing;https://github.com/prajjwal1/fluence;education,computer science,software,natural languages,semantics,theoretical computer science,linguistics,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/LEGO999/BigBiGAN-TensorFlow2.0;computer hardware,microprocessor chips,program processors,image analysis,distributed computer systems,probability,numerical model,stochasticity,computer systems,optical resolving power,image reconstruction,superresolution,machine learning,computer imaging and vision,distributed systems,computer science,image processing,stochastic processes,neural networks,parallel processing systems,image quality,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/keenborder786/Image-Annotation-Research;information retrieval,color image processing,world wide web,character recognition,signal processing,image fusion,fused images,cbir,internet,computer hardware,image analysis,digital image storage,imaging systems,computer systems,pattern recognition,database systems,image compression,engineering,content based retrieval,image reconstruction,wavelet transforms,machine learning,image retrieval,multimedia systems,sensor data fusion,image matching,computer imaging and vision,search engines,image enhancement,computer science,image processing,image coding,image segmentation,data fusion,sensors,object recognition,image quality,optical character recognition,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/ChristophReich1996/Mode_Collapse;information retrieval,computer programming languages,parallel programming,correlation analysis,matrix algebra,computer hardware,microprocessor chips,program processors,distributed computer systems,mathematics,parallel architectures,recommender systems,computer systems,matrix factorizations,factorization,distributed systems,computer science,parallel algorithms,parallel processing systems,computer programming,graphics processing unit;0.0,0.0,0.0,0.0,0.0,0.0
Reinforcement Learning,General;https://github.com/GauravPatel89/Car-Navigation-Simulation-using-TD3;polynomial approximation,state space methods,graphic methods,graph g,genetic analysis,correlation analysis,matrix algebra,embedded systems,approximation theory,bioinformatics,reinforcement learning,computer systems,approximation algorithms,graph theory,markov decision processes,software design,markov processes,architecting,machine learning,theoretical computer science,software architecture,model checking,computer science,architecture verification and validation,software engineering,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,1.0,0.0
