Label;Repo
Computer Vision;https://github.com/sunqiangxtcsun/SSD
General;https://github.com/wonjaek36/sodeep_final
Reinforcement Learning;https://github.com/mohith-sakthivel/rainbow_dqn
General;https://github.com/lab-midas/med_segmentation
Computer Vision;https://github.com/lab-midas/med_segmentation
Graphs;https://github.com/giuseppefutia/link-prediction-code
General;https://github.com/Medabid1/CPC
General;https://github.com/spacegoing/stylegan2
Computer Vision;https://github.com/spacegoing/stylegan2
Computer Vision;https://github.com/Tu-kun/cultivated_landdivision
Audio;https://github.com/LucaHermes/lightweight-motion-forecasting
Sequential;https://github.com/LucaHermes/lightweight-motion-forecasting
Computer Vision;https://github.com/Cadene/pretrained-models.pytorch
General;https://github.com/Cadene/pretrained-models.pytorch
General;https://github.com/abaietto/neural_ode_classification
Computer Vision;https://github.com/abaietto/neural_ode_classification
Graphs;https://github.com/lukecavabarrett/pna
General;https://github.com/LMescheder/GAN_stability
Computer Vision;https://github.com/princeton-vl/CornerNet
General;https://github.com/michaelrzhang/lookahead
Natural Language Processing;https://github.com/facebookresearch/adaptive-span
Computer Vision;https://github.com/arcelien/pba
General;https://github.com/tensorflow/mesh
Computer Vision;https://github.com/janmejoykar1807/CoolHead
Computer Vision;https://github.com/u7javed/Handwritten-Number-Generator
Computer Vision;https://github.com/AdeelH/pytorch-multi-class-focal-loss
General;https://github.com/AdeelH/pytorch-multi-class-focal-loss
Computer Vision;https://github.com/sducournau/caffe-segnet
General;https://github.com/Halesu/4th-ML100Days
Computer Vision;https://github.com/Halesu/4th-ML100Days
Computer Vision;https://github.com/TusharMhaske28/Thermal-Object
Natural Language Processing;https://github.com/thecodemasterk/BERT
General;https://github.com/thecodemasterk/BERT
Computer Vision;https://github.com/amanjaiswal73892/change_my_pet
General;https://github.com/amanjaiswal73892/change_my_pet
Computer Vision;https://github.com/nurulxakmar/darknet
General;https://github.com/ShreyasArthur/StyleGAN-2-with-Urban-Plans
Computer Vision;https://github.com/ShreyasArthur/StyleGAN-2-with-Urban-Plans
Computer Vision;https://github.com/Donvink/Car_Detection_for_Autonomous_Driving
General;https://github.com/rahulchaurasiya1/cautious-waddle
Computer Vision;https://github.com/rahulchaurasiya1/cautious-waddle
Reinforcement Learning;https://github.com/Wentworth1996/Summer_Intern_Progress
General;https://github.com/Herge/GAN2
Computer Vision;https://github.com/Herge/GAN2
Computer Vision;https://github.com/kampta/pytorch-distributions
General;https://github.com/kampta/pytorch-distributions
Computer Vision;https://github.com/Rahmanzia3/yolo
Computer Vision;https://github.com/RezisEwig/cyclegan
General;https://github.com/RezisEwig/cyclegan
Computer Vision;https://github.com/easyadin/Object-Detection-YOLOv4
Computer Vision;https://github.com/Spain2394/darknet
Computer Vision;https://github.com/shvmshri/DCGAN_Tensorflow
General;https://github.com/cbritom/GAN
Computer Vision;https://github.com/cbritom/GAN
Computer Vision;https://github.com/laxmichary/Pytorch-UNet
Computer Vision;https://github.com/ashishmurali/Generative-Adversarial-Network
Audio;https://github.com/glakshay/Generating-audio-DL
Sequential;https://github.com/glakshay/Generating-audio-DL
Graphs;https://github.com/liketheflower/jimmy_dgl
Computer Vision;https://github.com/mvenouziou/Project-Attention-Is-What-You-Get
General;https://github.com/Walter-B/bert-20-classes
Natural Language Processing;https://github.com/Walter-B/bert-20-classes
Computer Vision;https://github.com/pritish-mahajan/Apricitas
Natural Language Processing;https://github.com/DylanCope/Image-Captioning-with-Bimodal-Transformers
Natural Language Processing;https://github.com/ReCAP-UTR/Argument-Graph-Retrieval
Natural Language Processing;https://github.com/llx666/git_demo
General;https://github.com/llx666/git_demo
Computer Vision;https://github.com/mamromer/yolov3
Computer Vision;https://github.com/deeplearnproject/darknet
General;https://github.com/fengye-lu/PyTorch-SRGAN
Computer Vision;https://github.com/fengye-lu/PyTorch-SRGAN
General;https://github.com/Gryffindor112358/Arcface
General;https://github.com/xar47x/pose
General;https://github.com/jdbugs/stylegan2encoder
Computer Vision;https://github.com/jdbugs/stylegan2encoder
Reinforcement Learning;https://github.com/PaulCharnay/Projet_AIF
General;https://github.com/PaulCharnay/Projet_AIF
Sequential;https://github.com/SachinIchake/KALM
General;https://github.com/SachinIchake/KALM
Natural Language Processing;https://github.com/SachinIchake/KALM
Reinforcement Learning;https://github.com/YoUNG824/DDPG
Computer Vision;https://github.com/elisiojsj/Kuzushiji-49
Computer Vision;https://github.com/YiteWang/CS547-final-project
General;https://github.com/YiteWang/CS547-final-project
General;https://github.com/malin9402/retiface
Computer Vision;https://github.com/agutuyen-dev/darknet
General;https://github.com/agutuyen-dev/darknet
General;https://github.com/jinzhenfan/BERT
Natural Language Processing;https://github.com/jinzhenfan/BERT
Computer Vision;https://github.com/fenglian425/Agriculture_AI
Computer Vision;https://github.com/aviros/roatationPointnet
Natural Language Processing;https://github.com/young-zonglin/bilm-tf-extended
Computer Vision;https://github.com/Arno3165229/CornerNet_Traffic_Light
Computer Vision;https://github.com/jih189/yolo3
General;https://github.com/radiabouhali/test
Sequential;https://github.com/dyunis/light_dynamic_conv
Computer Vision;https://github.com/vamshi4067/Anomaly-detection-using-computer-vision
General;https://github.com/changwoolee/WGAN-GP-tensorflow
Computer Vision;https://github.com/changwoolee/WGAN-GP-tensorflow
Computer Vision;https://github.com/fmu2/realNVP
Computer Vision;https://github.com/rishizek/tensorflow-deeplab-v3
Graphs;https://github.com/FilippoMB/Spectral-Clustering-with-Graph-Neural-Networks-for-Graph-Pooling
Computer Vision;https://github.com/shenyunhang/caffe-fwsl
General;https://github.com/lukas-blecher/LaTeX-OCR
Natural Language Processing;https://github.com/lukas-blecher/LaTeX-OCR
Computer Vision;https://github.com/lukas-blecher/LaTeX-OCR
General;https://github.com/tyunist/memory_efficient_mish_swish
Computer Vision;https://github.com/Shawn-Shan/fawkes
Natural Language Processing;https://github.com/microsoft/MASS
Reinforcement Learning;https://github.com/atavakol/action-branching-agents
General;https://github.com/txping/AEGD
Natural Language Processing;https://github.com/Gaozhen0816/BERT_QA_for_Chinese
General;https://github.com/Gaozhen0816/BERT_QA_for_Chinese
Computer Vision;https://github.com/woctezuma/steam-stylegan2-ada
General;https://github.com/woctezuma/steam-stylegan2-ada
General;https://github.com/PPPrior/i3d-pytorch
Computer Vision;https://github.com/PPPrior/i3d-pytorch
General;https://github.com/AndrewTal/MoCo-Pytorch
Computer Vision;https://github.com/PeizeSun/SparseR-CNN
Computer Vision;https://github.com/nihui/rife-ncnn-vulkan
Computer Vision;https://github.com/KPMG-wiseuniv/AI
General;https://github.com/dccuchile/CC6204
Natural Language Processing;https://github.com/dccuchile/CC6204
General;https://github.com/CorentinJ/Real-Time-Voice-Cloning
Computer Vision;https://github.com/samsh19/ML_project
Computer Vision;https://github.com/hayashimasa/UNet-PyTorch
Reinforcement Learning;https://github.com/epignatelli/human-level-control-through-deep-reinforcement-learning
Natural Language Processing;https://github.com/okanvk/Turkish-Reading-Comprehension-Question-Answering-Dataset
Natural Language Processing;https://github.com/lucidrains/x-transformers
General;https://github.com/lucidrains/x-transformers
Computer Vision;https://github.com/lijain/FCOS-change
General;https://github.com/Sharpiless/Versailles-text-generation-with-paddlepaddle
Natural Language Processing;https://github.com/tensorflow/mesh
Computer Vision;https://github.com/bennyqp/artificial-inspiration
General;https://github.com/mlverse/tabnet
General;https://github.com/qapitan/babi-marcus
Computer Vision;https://github.com/anxingle/UNet-pytorch
Computer Vision;https://github.com/rishikksh20/convolution-vision-transformers
Computer Vision;https://github.com/kevinddchen/Keras-FCN
Computer Vision;https://github.com/MaximeBataille/tennis_tracking
General;https://github.com/harshit158/paper-dots
Natural Language Processing;https://github.com/harshit158/paper-dots
General;https://github.com/xslidi/EfficientNets_ddl_apex
Computer Vision;https://github.com/xslidi/EfficientNets_ddl_apex
Natural Language Processing;https://github.com/smallbenchnlp/ELECTRA-DeBERTa
General;https://github.com/omegafragger/DDU
General;https://github.com/kikacaty/RAP_Benchmark
Computer Vision;https://github.com/kikacaty/RAP_Benchmark
General;https://github.com/Lornatang/ESPCN-PyTorch
Computer Vision;https://github.com/tianhai123/vit-pytorch
Computer Vision;https://github.com/leggedrobotics/darknet
Computer Vision;https://github.com/kklemon/gon-pytorch
Computer Vision;https://github.com/vijishmadhavan/SkinDeep
General;https://github.com/vijishmadhavan/SkinDeep
Computer Vision;https://github.com/WinstonLy/Electricity-Inspection-Based-Ascend310
Computer Vision;https://github.com/PaddlePaddle/PaddleGAN
Computer Vision;https://github.com/himanshu-dutta/MLPMixer-pytorch
Computer Vision;https://github.com/Atze00/MoViNet-pytorch
General;https://github.com/kikacaty/adv_guide
Computer Vision;https://github.com/jacobgil/pytorch-grad-cam
General;https://github.com/MachineLearningJournalClub/LearningNLP
General;https://github.com/JunnYu/RoFormer_pytorch
Computer Vision;https://github.com/albertsokol/yolov3-tf2
Computer Vision;https://github.com/samirgholipour/speed_estimation
General;https://github.com/bozliu/E2E-Keyword-Spotting
Computer Vision;https://github.com/bozliu/E2E-Keyword-Spotting
Computer Vision;https://github.com/vkduy19/paper_implementations-master
General;https://github.com/serengil/deepface
Computer Vision;https://github.com/serengil/deepface
Computer Vision;https://github.com/rishikksh20/MLP-Mixer-pytorch
General;https://github.com/mgolnezhad/openpose
Computer Vision;https://github.com/mohitktanwr/ResNeSt_Inverse
Computer Vision;https://github.com/jo1jun/Vision_Transformer
Computer Vision;https://github.com/ArkaJU/Image-Colorization-CycleGAN
General;https://github.com/ArkaJU/Image-Colorization-CycleGAN
General;https://github.com/wangermeng2021/Scaled-YOLOv4-tensorflow2
Computer Vision;https://github.com/wangermeng2021/Scaled-YOLOv4-tensorflow2
General;https://github.com/bethgelab/foolbox
Computer Vision;https://github.com/AshishSingh2261/GAN
Sequential;https://github.com/JosephGesnouin/Asymmetrical-Bi-RNNs-to-encode-pedestrian-trajectories
Computer Vision;https://github.com/rishigami/Swin-Transformer-TF
Computer Vision;https://github.com/VcampSoldiers/Swin-Transformer-Tensorflow
Computer Vision;https://github.com/comp-imaging-sci/pic-recon
Reinforcement Learning;https://github.com/DLR-RM/rl-baselines3-zoo
Audio;https://github.com/facebookresearch/fairseq
Computer Vision;https://github.com/halbielee/EPS
Computer Vision;https://github.com/MegEngine/YOLOX
General;https://github.com/facebookresearch/fairseq
Sequential;https://github.com/facebookresearch/fairseq
Computer Vision;https://github.com/zhangming8/yolox-pytorch
Computer Vision;https://github.com/eps696/aphantasia
Computer Vision;https://github.com/hsnam-lunit/mmdetection_swin
General;https://github.com/hfxunlp/transformer
Natural Language Processing;https://github.com/hfxunlp/transformer
Computer Vision;https://github.com/aws-samples/amazon-sagemaker-edge-defect-detection-computer-vision
Computer Vision;https://github.com/ElliottKasoar/gene-dag-vae
General;https://github.com/ElliottKasoar/gene-dag-vae
Computer Vision;https://github.com/liulianjushi/yolo_v3_tf2.0
Natural Language Processing;https://github.com/JunnYu/paddle_ctrl
Graphs;https://github.com/jiechenjiechen/FastGCN-matlab
Computer Vision;https://github.com/bupt-ai-cz/LLVIP
General;https://github.com/bupt-ai-cz/LLVIP
Audio;https://github.com/revsic/tf-glow-tts
Natural Language Processing;https://github.com/xuzhezhaozhao/fastText_reading
Natural Language Processing;https://github.com/chz816/esacl
Computer Vision;https://github.com/DrMMZ/RetinaNet
General;https://github.com/DrMMZ/RetinaNet
General;https://github.com/DevSinghSachan/multilingual_nmt
Natural Language Processing;https://github.com/DevSinghSachan/multilingual_nmt
Computer Vision;https://github.com/ahmedmostafa0x61/Depth_Estimation
General;https://github.com/oracle/macest
Computer Vision;https://github.com/LiWentomng/OrientedRepPoints
General;https://github.com/xiaomingzhid/sskd
Computer Vision;https://github.com/Visual-Behavior/aloception
General;https://github.com/Visual-Behavior/aloception
Computer Vision;https://github.com/NathanDeMaria/AugmentedCycleGAN
General;https://github.com/NathanDeMaria/AugmentedCycleGAN
Computer Vision;https://github.com/EdwardTyantov/ultrasound-nerve-segmentation
Computer Vision;https://github.com/inzva/music-generation
General;https://github.com/SYangDong/bert-with-frozen-code
Natural Language Processing;https://github.com/ufal/wembedding_service
General;https://github.com/ex4sperans/freesound-classification
Computer Vision;https://github.com/daintlab/ct-denoising
General;https://github.com/daintlab/ct-denoising
General;https://github.com/MarcBS/keras
Natural Language Processing;https://github.com/MarcBS/keras
Reinforcement Learning;https://github.com/ACampero/dopamine
General;https://github.com/flyyufelix/DenseNet-Keras
Computer Vision;https://github.com/flyyufelix/DenseNet-Keras
Reinforcement Learning;https://github.com/mightypirate1/PPO_homebrew
Reinforcement Learning;https://github.com/haje01/distper
Natural Language Processing;https://github.com/habibullah-araphat/BERT-NER-TPU
Computer Vision;https://github.com/mnikitin/Shift-Invariant-CNNs
Computer Vision;https://github.com/ShaojieJiang/tldr
General;https://github.com/ShaojieJiang/tldr
Computer Vision;https://github.com/Nguyendat-bit/MLP-Mixer
Natural Language Processing;https://github.com/mandubian/codenets
Computer Vision;https://github.com/jakeret/tf_unet
Computer Vision;https://github.com/touchylk/fcoseccv
General;https://github.com/philipperemy/keras-frn
Computer Vision;https://github.com/iamilyasedunov/key_word_spotting
Natural Language Processing;https://github.com/kmz4/QHACK2021
Audio;https://github.com/zassou65535/WaveGAN
Natural Language Processing;https://github.com/skoltech-nlp/rudetoxifier
General;https://github.com/Uranium-Deng/Steganalysis-StegoRemoval
Computer Vision;https://github.com/dungxibo123/vae
General;https://github.com/dungxibo123/vae
Computer Vision;https://github.com/ravindra579/object-detection_yolov4
Computer Vision;https://github.com/twangnh/pnp-detr
General;https://github.com/sunlizhuang/YOLOv1-PaddlePaddle
Computer Vision;https://github.com/xmy0916/wide_resnet_paddle
Computer Vision;https://github.com/SajjadAemmi/SCR-Face-Detection
General;https://github.com/SajjadAemmi/SCR-Face-Detection
Reinforcement Learning;https://github.com/lucidrains/x-transformers
General;https://github.com/rojagtap/abstractive_summarizer
Natural Language Processing;https://github.com/rojagtap/abstractive_summarizer
Natural Language Processing;https://github.com/skywalker023/focused-empathy
Natural Language Processing;https://github.com/cambridgeltl/mirror-bert
Computer Vision;https://github.com/samson6460/tf2_pose_estimation
Computer Vision;https://github.com/ml-jku/cloob
Computer Vision;https://github.com/zhangbo2008/swin-transformer_noted_very_detail
General;https://github.com/hanehein921/StyleGAN2
Computer Vision;https://github.com/hanehein921/StyleGAN2
General;https://github.com/thomaspool97/StyleGAN2
Computer Vision;https://github.com/thomaspool97/StyleGAN2
Reinforcement Learning;https://github.com/rail-berkeley/rlkit
Computer Vision;https://github.com/cowfrica-1702/HandDetection
General;https://github.com/locuslab/deq
Graphs;https://github.com/jianwang-ntu/CE7490_ass1_gnn
General;https://github.com/Gsunshine/Enjoy-Hamburger
General;https://github.com/phamtrancsek12/offensive-identification
General;https://github.com/snap-stanford/ConE
Graphs;https://github.com/snap-stanford/ConE
General;https://github.com/h4ste/oscar
Natural Language Processing;https://github.com/h4ste/oscar
General;https://github.com/titu1994/Image-Super-Resolution
Computer Vision;https://github.com/titu1994/Image-Super-Resolution
Computer Vision;https://github.com/orobix/retina-unet
General;https://github.com/xunings/styleganime2
Computer Vision;https://github.com/xunings/styleganime2
Natural Language Processing;https://github.com/jsantoso2/yelp-clone-ml-project
Computer Vision;https://github.com/qilei123/fpn_crop
General;https://github.com/prajjwal1/adaptive_transformer
Natural Language Processing;https://github.com/prajjwal1/adaptive_transformer
Computer Vision;https://github.com/noelcodes/YOLO
Computer Vision;https://github.com/kyunghwan/darknet_v3
General;https://github.com/kyunghwan/darknet_v3
Computer Vision;https://github.com/wincelinux/ai-dn-FasterRCNN-caffe
Sequential;https://github.com/alexandra-chron/ntua-slp-wassa-iest2018
General;https://github.com/alexandra-chron/ntua-slp-wassa-iest2018
Computer Vision;https://github.com/kornia/kornia
Reinforcement Learning;https://github.com/pavitrakumar78/Playing-custom-games-using-Deep-Learning
Computer Vision;https://github.com/osmr/imgclsmob
Computer Vision;https://github.com/csmiler/tf-faster-rcnn-cpu
Computer Vision;https://github.com/Robinatp/Deeplab_Tensorflow
General;https://github.com/Robinatp/Deeplab_Tensorflow
Reinforcement Learning;https://github.com/seungjaeryanlee/rldb
Computer Vision;https://github.com/tianhai123/yolov3
General;https://github.com/tianhai123/yolov3
Graphs;https://github.com/bdqnghi/bi-tbcnn
Reinforcement Learning;https://github.com/ghostFaceKillah/expert
Computer Vision;https://github.com/kcmeehan/SmartDetect
Computer Vision;https://github.com/kingcheng2000/GAN
General;https://github.com/kingcheng2000/GAN
Computer Vision;https://github.com/5m0k3/gwd-yolov5-pytorch
Computer Vision;https://github.com/JunshengFu/vehicle-detection
Sequential;https://github.com/vganesh46/awd-lstm-pytorch-implementation
General;https://github.com/vganesh46/awd-lstm-pytorch-implementation
Audio;https://github.com/kaituoxu/Conv-TasNet
General;https://github.com/wjmaddox/swa_gaussian
Computer Vision;https://github.com/ugent-korea/pytorch-unet-segmentation
Reinforcement Learning;https://github.com/miyosuda/async_deep_reinforce
General;https://github.com/miyosuda/async_deep_reinforce
Computer Vision;https://github.com/google/prettytensor
General;https://github.com/MrRen-sdhm/Embedded_Multi_Object_Detection_CNN
Computer Vision;https://github.com/MrRen-sdhm/Embedded_Multi_Object_Detection_CNN
Computer Vision;https://github.com/eric-erki/yolov3
Computer Vision;https://github.com/yaxingwang/MineGAN
Computer Vision;https://github.com/Vignesh-95/cnn-semantic-segmentation-satellite-images
General;https://github.com/Vignesh-95/cnn-semantic-segmentation-satellite-images
Computer Vision;https://github.com/kekeller/semantic_soy_deeplabv3plus
General;https://github.com/kekeller/semantic_soy_deeplabv3plus
Computer Vision;https://github.com/fourmi1995/IronExperiment-DCN
General;https://github.com/learnables/learn2learn
General;https://github.com/HyeongJu916/Boaz-SR-ESRGAN-PyTorch
Computer Vision;https://github.com/HyeongJu916/Boaz-SR-ESRGAN-PyTorch
Computer Vision;https://github.com/anookeen/yolo
Reinforcement Learning;https://github.com/ikostrikov/pytorch-a3c
General;https://github.com/ikostrikov/pytorch-a3c
Computer Vision;https://github.com/AlexeyAB/darknet
Computer Vision;https://github.com/TimoSaemann/caffe-segnet-cudnn5
Computer Vision;https://github.com/itsasimiqbal/SeBRe
Reinforcement Learning;https://github.com/llSourcell/OpenAI_Five_vs_Dota2_Explained
Reinforcement Learning;https://github.com/jsztompka/MultiAgent-PPO
Reinforcement Learning;https://github.com/harvitronix/reinforcement-learning-car
General;https://github.com/jageshmaharjan/BERT_Service
Natural Language Processing;https://github.com/jageshmaharjan/BERT_Service
Computer Vision;https://github.com/idobronstein/my_WRN
General;https://github.com/deepmind/rlax
Reinforcement Learning;https://github.com/deepmind/rlax
Natural Language Processing;https://github.com/SeonbeomKim/Python-Byte_Pair_Encoding
Computer Vision;https://github.com/chenghuaiyu/caffe
Computer Vision;https://github.com/IshmaelBelghazi/ALI
General;https://github.com/fmu2/NICE
Computer Vision;https://github.com/fmu2/NICE
General;https://github.com/taki0112/SPADE-Tensorflow
Computer Vision;https://github.com/jackaduma/CycleGAN-VC2
General;https://github.com/jackaduma/CycleGAN-VC2
Computer Vision;https://github.com/petko-nikolov/pysemseg
Reinforcement Learning;https://github.com/nikhilbarhate99/PPO-PyTorch
Reinforcement Learning;https://github.com/saschaschramm/Pong
Computer Vision;https://github.com/sidneykingsley/pix2pix-tensorflow
General;https://github.com/sidneykingsley/pix2pix-tensorflow
Computer Vision;https://github.com/ternaus/angiodysplasia-segmentation
Natural Language Processing;https://github.com/kpot/keras-transformer
Natural Language Processing;https://github.com/TEAMLAB-Lecture/deep_nlp_101
General;https://github.com/hollygrimm/cyclegan-keras-art-attrs
Computer Vision;https://github.com/e-hulten/real-nvp-2d
Reinforcement Learning;https://github.com/majercakdavid/gym-virtual-quant-trading
Computer Vision;https://github.com/saunack/MobileNetv2-SSD
General;https://github.com/JakobHavtorn/nn
General;https://github.com/dragen1860/DARTS-PyTorch
Reinforcement Learning;https://github.com/bonniesjli/MADDPG_Tennis
Sequential;https://github.com/jmyrberg/finnlem
General;https://github.com/jmyrberg/finnlem
Computer Vision;https://github.com/utunga/pix2pix-tensorflow
General;https://github.com/utunga/pix2pix-tensorflow
Reinforcement Learning;https://github.com/R-Sweke/DeepQ-Decoding
General;https://github.com/WelkinYang/Zoneout-Pytorch
Computer Vision;https://github.com/Montia/bw2color
General;https://github.com/Montia/bw2color
Computer Vision;https://github.com/adrshm91/segmentationEnet
General;https://github.com/tjwei/stylegan2_workshop
Computer Vision;https://github.com/tjwei/stylegan2_workshop
Computer Vision;https://github.com/chenyuntc/simple-faster-rcnn-pytorch
Computer Vision;https://github.com/vamsi3/simple-GAN
Computer Vision;https://github.com/renmengye/revnet-public
General;https://github.com/renmengye/revnet-public
General;https://github.com/osmr/imgclsmob
Reinforcement Learning;https://github.com/jezzarax/drlnd_p1_navigation
General;https://github.com/anookeen/yolo
Computer Vision;https://github.com/cbxs123/Advanced-Deep-Learning-with-Keras
General;https://github.com/curto2/mckernel
General;https://github.com/bhaddow/dev-nematus
Computer Vision;https://github.com/singh-hrituraj/PixelCNN-Pytorch
Computer Vision;https://github.com/dineshzende/awesome-deep-learning-resources
General;https://github.com/cbxs123/Advanced-Deep-Learning-with-Keras
General;https://github.com/rtanno21609/AdaptiveNeuralTrees
Computer Vision;https://github.com/rtanno21609/AdaptiveNeuralTrees
General;https://github.com/cybertronai/pytorch-lamb
Computer Vision;https://github.com/bmild/nerf
Computer Vision;https://github.com/OlafenwaMoses/FireNET
Reinforcement Learning;https://github.com/Gouet/DDPG_PendulumV1
General;https://github.com/ankit-vaghela30/Google-landmark-prediction
Computer Vision;https://github.com/ankit-vaghela30/Google-landmark-prediction
General;https://github.com/gregoiredervaux/face_recognition
Computer Vision;https://github.com/musikisomorphie/swd
Computer Vision;https://github.com/pearsonkyle/Neural-Nebula
General;https://github.com/nitinvwaran/UrbanSound8K-audio-classification-with-ResNet
Computer Vision;https://github.com/nitinvwaran/UrbanSound8K-audio-classification-with-ResNet
General;https://github.com/loshchil/AdamW-and-SGDW
General;https://github.com/CiscoAI/amla
General;https://github.com/yxgeee/MMT
Computer Vision;https://github.com/yxgeee/MMT
Computer Vision;https://github.com/nightrome/cocostuff10k
Computer Vision;https://github.com/youngwanLEE/VoVNet-RefineDet
Natural Language Processing;https://github.com/alexandra-chron/ntua-slp-wassa-iest2018
General;https://github.com/deepmind/optax
Computer Vision;https://github.com/daijifeng001/MNC
Computer Vision;https://github.com/LordAlucard90/Variational-AutoEncoder-For-Novelty-Detection
General;https://github.com/LordAlucard90/Variational-AutoEncoder-For-Novelty-Detection
General;https://github.com/ujsyehao/mobilenetv3-ssd
Computer Vision;https://github.com/ujsyehao/mobilenetv3-ssd
General;https://github.com/eric-erki/yolov3
Computer Vision;https://github.com/neuropoly/multiclass-segmentation
General;https://github.com/OpenNMT/OpenNMT-tf
Natural Language Processing;https://github.com/facebookresearch/XLM
Computer Vision;https://github.com/Ksuryateja/DCGAN-MNIST-pytorch
General;https://github.com/jreisam/Unity-OpenPose-Edutable
Computer Vision;https://github.com/hysts/pytorch_cutmix
General;https://github.com/anujtyagi2802/SRGAN
Computer Vision;https://github.com/anujtyagi2802/SRGAN
Computer Vision;https://github.com/zgx0534/pointnet_win
General;https://github.com/pavasgdb/Anomaly-detector-using-GAN
Computer Vision;https://github.com/mingxingtan/efficientnet
General;https://github.com/mingxingtan/efficientnet
Computer Vision;https://github.com/kynkaat/improved-precision-and-recall-metric
Computer Vision;https://github.com/rickyHong/py-faster-rcnn-repl
Computer Vision;https://github.com/rocapal/fish_detection
Computer Vision;https://github.com/minoring/batch-norm-visualize
General;https://github.com/minoring/batch-norm-visualize
Computer Vision;https://github.com/AutomatedAI/deeplab_segmentation_example
General;https://github.com/AutomatedAI/deeplab_segmentation_example
Computer Vision;https://github.com/szagoruyko/wide-residual-networks
General;https://github.com/kpot/keras-transformer
Computer Vision;https://github.com/woctezuma/steam-stylegan2
Reinforcement Learning;https://github.com/kaesve/muzero
General;https://github.com/Dragonsson/SakeDrop-Pytorch
General;https://github.com/MeAmarP/Fruit-Classification
Computer Vision;https://github.com/MeAmarP/Fruit-Classification
Sequential;https://github.com/osmr/imgclsmob
Computer Vision;https://github.com/imistyrain/ssd
General;https://github.com/ninatu/mood_challenge
General;https://github.com/Satan012/BERT
Natural Language Processing;https://github.com/Satan012/BERT
Natural Language Processing;https://github.com/lonePatient/bert-sentence-similarity-pytorch
General;https://github.com/xinkuansong/modified-resnet-acc-0.9638-10.7M-parameters
Computer Vision;https://github.com/xinkuansong/modified-resnet-acc-0.9638-10.7M-parameters
Reinforcement Learning;https://github.com/jacobkrantz/VLN-CE
Computer Vision;https://github.com/Shantanu48114860/Handwritten-Character-Recognition
General;https://github.com/Shantanu48114860/Handwritten-Character-Recognition
Computer Vision;https://github.com/lincaiming/py-faster-rcnn-windows
Reinforcement Learning;https://github.com/ku2482/soft-actor-critic.pytorch
Natural Language Processing;https://github.com/thanhlong1997/bert_quora
Reinforcement Learning;https://github.com/MathPhysSim/PER-NAF
General;https://github.com/peteryuX/arcface-tf2
Computer Vision;https://github.com/peteryuX/arcface-tf2
Computer Vision;https://github.com/datalass1/fastai
Reinforcement Learning;https://github.com/facebookresearch/mvfst-rl
General;https://github.com/thomasbrandon/swish-torch
Natural Language Processing;https://github.com/mwydmuch/extremeText
Sequential;https://github.com/RMichaelSwan/MogrifierLSTM
Sequential;https://github.com/ndrplz/ConvLSTM_pytorch
Computer Vision;https://github.com/rwightman/gen-efficientnet-pytorch
Computer Vision;https://github.com/Miracle1991/DetectionHub
General;https://github.com/Miracle1991/DetectionHub
Computer Vision;https://github.com/cmf3673/spotti
Computer Vision;https://github.com/modelhub-ai/squeezenet
Reinforcement Learning;https://github.com/eddynelson/dqn
Reinforcement Learning;https://github.com/filippogiruzzi/deep_q_learning
General;https://github.com/felixSchober/ABSA-Transformer
Natural Language Processing;https://github.com/felixSchober/ABSA-Transformer
Computer Vision;https://github.com/long95288/car-logo-detect
Reinforcement Learning;https://github.com/JL321/Proximal-Policy-Optimization
Computer Vision;https://github.com/DLHacks/pix2pix_PAN
General;https://github.com/DLHacks/pix2pix_PAN
General;https://github.com/EmptySamurai/pytorch-reconet
Computer Vision;https://github.com/EmptySamurai/pytorch-reconet
Reinforcement Learning;https://github.com/Stippler/cow-simulator
Reinforcement Learning;https://github.com/liuyuezhang/pyrl
General;https://github.com/liuyuezhang/pyrl
General;https://github.com/yangsaiyong/tf-adaptive-softmax-lstm-lm
Computer Vision;https://github.com/cwbabel/faster-cnn
Computer Vision;https://github.com/MicroprocessorX069/Comparison-of-DC-GANS-and-SA-GANS
General;https://github.com/MicroprocessorX069/Comparison-of-DC-GANS-and-SA-GANS
General;https://github.com/fqyshelly/CS224n-Winter2019-assignment-solutions
General;https://github.com/mbbrodie/stylegan2
Computer Vision;https://github.com/mbbrodie/stylegan2
Computer Vision;https://github.com/maciejczyzewski/batchboost
General;https://github.com/pradyu1/Defect-Classification
Computer Vision;https://github.com/pradyu1/Defect-Classification
Computer Vision;https://github.com/Sharpiless/paddlex-vehicle-detection-with-YOLOv3
General;https://github.com/georgesung/TD3
Reinforcement Learning;https://github.com/georgesung/TD3
Computer Vision;https://github.com/brendankowitz/machine-learning-csharp
Computer Vision;https://github.com/YunYang1994/tensorflow-yolov3
Computer Vision;https://github.com/Yang-YiFan/DiracDeltaNet
General;https://github.com/MADONOKOUKI/Block-wise-Scrambled-Image-Recognition
Computer Vision;https://github.com/JiaminRen/RandWireNN
Computer Vision;https://github.com/Yuliang-Liu/bezier_curve_text_spotting
General;https://github.com/busyboxs/Some-resources-useful-for-me
General;https://github.com/ShaofengZou/A-CNN-Based-Blind-Denoising-Method
Computer Vision;https://github.com/ShaofengZou/A-CNN-Based-Blind-Denoising-Method
Computer Vision;https://github.com/Xinyi6/CIFAR10-CNN-by-Keras
