Label;Repo;Text
Other;Repo;""" montedison currently owns about N N of erbamont 's common shares outstanding """
Other;Repo;""" the offer is being launched to a previously announced agreement between the companies """
Other;Repo;""" japan 's reserves of gold convertible foreign currencies and special drawing rights fell by a hefty $ N billion in october to $ N billion the finance ministry said """
Other;Repo;""" the total marks the sixth consecutive monthly decline """
Other;Repo;""" the downturn reflects the intensity of bank of japan intervention since june when the u.s. currency temporarily surged above the N yen level """
Other;Repo;""" the announcement follows a sharper $ N billion decline in the country 's foreign reserves in september to $ N billion """
Other;Repo;""" pick a country any country """
Other;Repo;""" it 's the latest investment craze sweeping wall street a rash of new closed-end country funds those publicly traded portfolios that invest in stocks of a single foreign country """
Other;Repo;""" no fewer than N country funds have been launched or registered with regulators this year triple the level of all of N according to charles e. simon & co. a washington-based research firm """
Other;Repo;""" the turf recently has ranged from chile to to portugal """
Other;Repo;""" next week the philippine fund 's launch will be capped by a visit by philippine president aquino the first time a head of state has kicked off an issue at the big board here """
Other;Repo;""" the next province """
Other;Repo;""" anything 's possible how about the new guinea fund george foot a managing partner at management associates of mass """
Other;Repo;""" the recent explosion of country funds the closed-end fund mania of the 1920s mr. foot says when narrowly focused funds grew wildly popular """
Other;Repo;""" they fell into after the N crash """
Other;Repo;""" unlike traditional mutual funds most of these portfolios are the closed-end type issuing a fixed number of shares that trade publicly """
Other;Repo;""" the surge brings to nearly N the number of country funds that are or soon will be listed in new york or london """
Other;Repo;""" these funds now account for several billions of dollars in assets """
Other;Repo;""" people are looking to stake their claims now before the number of available nations runs out says michael porter an analyst at smith barney harris upham & co. new york """
Other;Repo;""" behind all the is some competition """
Other;Repo;""" as individual investors have turned away from the stock market over the years securities firms have scrambled to find new products that brokers find easy to sell """
Other;Repo;""" and the firms are stretching their far and wide to do it """
Other;Repo;""" financial planners often urge investors to diversify and to hold a of international securities """
Other;Repo;""" and many emerging markets have more mature markets such as the u.s. and japan """
Other;Repo;""" country funds offer an easy way to get a taste of foreign stocks without the hard research of seeking out individual companies """
Other;Repo;""" but it does n't take much to get burned """
Other;Repo;""" political and currency gyrations can the funds """
Other;Repo;""" another concern the funds ' share prices tend to swing more than the broader market """
Other;Repo;""" when the stock market dropped nearly N N oct. N for instance the mexico fund plunged about N N and the spain fund fell N N """
Other;Repo;""" and most country funds were clobbered more than most stocks after the N crash """
Other;Repo;""" what 's so wild about the funds ' frenzy right now is that many are trading at historically fat premiums to the value of their underlying portfolios """
Other;Repo;""" after trading at an average discount of more than N N in late N and part of last year country funds currently trade at an average premium of N N """
Other;Repo;""" the reason share prices of many of these funds this year have climbed much more sharply than the foreign stocks they hold """
Other;Repo;""" it 's probably worth paying a premium for funds that invest in markets that are partially closed to foreign investors such as south korea some specialists say """
Other;Repo;""" but some european funds recently have skyrocketed spain fund has surged to a startling N N premium """
Other;Repo;""" it has been targeted by japanese investors as a good long-term play tied to N 's european economic integration """
Other;Repo;""" and several new funds that are n't even fully invested yet have jumped to trade at big premiums """
Other;Repo;""" i 'm very alarmed to see these rich says smith barney 's mr. porter """
Other;Repo;""" the newly premiums reflect the increasingly global marketing of some country funds mr. porter suggests """
Other;Repo;""" unlike many u.s. investors those in asia or europe seeking exposure may be less to paying higher prices for country funds """
Other;Repo;""" there may be an international viewpoint cast on the funds listed here mr. porter says """
Other;Repo;""" nonetheless plenty of u.s. analysts and money managers are at the trading levels of some country funds """
Other;Repo;""" they argue that u.s. investors often can buy american depositary receipts on the big stocks in many funds these so-called adrs represent shares of foreign companies traded in the u.s. """
Other;Repo;""" that way investors can essentially buy the funds without paying the premium """
Other;Repo;""" for people who insist on jumping in now to buy the funds 's mr. foot says the only advice i have for these folks is that those who come to the party late had better be ready to leave quickly """
Other;Repo;""" the u.s. and soviet union are holding technical talks about possible repayment by moscow of $ N million in russian debts owed to the u.s. government the state department said """
Other;Repo;""" if the debts are repaid it could clear the way for soviet bonds to be sold in the u.s. """
Other;Repo;""" however after two meetings with the soviets a state department spokesman said that it 's too early to say whether that will happen """
Other;Repo;""" with the talks the state department said it has permitted a soviet bank to open a new york branch """
Other;Repo;""" the branch of the bank for foreign economic affairs was approved last spring and opened in july """
Other;Repo;""" but a soviet bank here would be unless moscow found a way to settle the $ N million debt which was lent to the country 's short-lived democratic government before the communists seized power in N """
Other;Repo;""" under a N law the johnson debt default act as amended it 's illegal for americans to extend credit to countries in default to the u.s. government unless they are members of the world bank and international monetary fund """
Other;Repo;""" the u.s.s.r. belongs to neither organization """
Other;Repo;""" moscow has settled debts with other countries in recent years at less than face value """
Other;Repo;""" the state department stressed the debts as the key to satisfying the johnson act """
Other;Repo;""" but the soviets might still face legal obstacles to raising money in the u.s. until they settle hundreds of millions of dollars in additional debt still outstanding from the world war ii program """
Other;Repo;""" in another reflection that the growth of the economy is off the government said that orders for manufactured goods and spending on construction failed to rise in september """
Other;Repo;""" meanwhile the national association of purchasing management said its latest survey indicated that the manufacturing economy contracted in october for the sixth consecutive month """
Other;Repo;""" its index inched up to N N in october from N N in september """
Other;Repo;""" any reading below N N suggests the manufacturing sector is generally declining """
Other;Repo;""" the purchasing managers however also said that orders turned up in october after four months of decline """
Other;Repo;""" factories booked $ N billion in orders in september nearly the same as the $ N billion in august the commerce department said """
Other;Repo;""" if not for a N N surge in orders for capital goods by defense contractors factory orders would have fallen N N """
Other;Repo;""" in a separate report the department said construction spending ran at an annual rate of $ N billion not significantly different from the $ N billion reported for august """
Other;Repo;""" private construction spending was down but government building activity was up """
Other;Repo;""" the figures in both reports were adjusted to remove the effects of usual seasonal patterns but were n't adjusted for inflation """
Other;Repo;""" kenneth economist for society corp. a cleveland bank said demand for exports of factory goods is beginning to off """
Other;Repo;""" at the same time the drop in interest rates since the spring has failed to revive the residential construction industry """
Other;Repo;""" what sector is stepping forward to pick up the slack he asked """
Other;Repo;""" i draw a blank """
Other;Repo;""" by most measures the nation 's industrial sector is now growing very slowly if at all """
Other;Repo;""" factory fell in september """
Other;Repo;""" so did the federal reserve board 's index """
Other;Repo;""" yet many economists are n't predicting that the economy is about to slip into recession """
Other;Repo;""" they cite a lack of imbalances that provide early warning signals of a downturn """
Other;Repo;""" inventories are closely watched for such clues for instance """
Other;Repo;""" economists say a buildup in inventories can cutbacks in production that can lead to a recession """
Other;Repo;""" but yesterday 's factory orders report had good news on that front it said factory inventories fell N N in september the first decline since february N """
Other;Repo;""" this to the soft landing scenario said elliott an economist at donaldson lufkin & jenrette securities corp """
Other;Repo;""" i do n't see any signs that inventories are excessive """
Other;Repo;""" a soft landing is an economic slowdown that inflation without leading to a recession """
Other;Repo;""" the department said orders for goods those intended to last fewer than three years fell N N in september to $ N billion after climbing N N the month before """
Other;Repo;""" orders for durable goods were up N N to $ N billion after rising N N the month before """
Other;Repo;""" the department previously estimated that orders fell N N in september """
Other;Repo;""" factory shipments fell N N to $ N billion after rising N N in august """
Other;Repo;""" shipments have been relatively level since january the commerce department noted """
Other;Repo;""" manufacturers ' backlogs of unfilled orders rose N N in september to $ N billion helped by strength in the defense capital goods sector """
Other;Repo;""" excluding these orders backlogs declined N N """
Other;Repo;""" in its construction spending report the commerce department said residential construction which accounts for nearly half of all construction spending was off N N in september to an annual rate of $ N billion """
Other;Repo;""" david economist for the mortgage bankers association predicted the drop in interest rates eventually will boost spending on single-family homes but probably not until early next year """
Other;Repo;""" spending on private construction was off N N to an annual rate of $ N billion with no sector showing strength """
Other;Repo;""" government construction spending rose N N to $ N billion """
Other;Repo;""" after adjusting for inflation the commerce department said construction spending did n't change in september """
Other;Repo;""" for the first nine months of the year total construction spending ran about N N above last year 's level """
Other;Repo;""" the government 's construction spending figures contrast with a report issued earlier in the week by mcgraw-hill inc. 's dodge group """
Other;Repo;""" dodge reported an N N increase in construction contracts awarded in september """
Other;Repo;""" the counts money as it is spent dodge counts contracts when they are awarded """
Other;Repo;""" the government includes money spent on residential dodge does n't """
Other;Repo;""" although the purchasing managers ' index continues to indicate a slowing economy it is n't an imminent recession said robert chairman of the association 's survey committee and director of materials management at pitney bowes inc. stamford conn """
Other;Repo;""" he said the index would have to be in the low N N range for several months to be considered a forecast of recession """
Other;Repo;""" the report offered new evidence that the nation 's export growth though still continuing may be slowing """
Other;Repo;""" only N N of the purchasing managers reported better export orders in october down from N N in september """
Other;Repo;""" and N N said export orders were down last month compared with N N the month before """
Other;Repo;""" the managers ' report also added evidence that inflation is under control """
Other;Repo;""" for the fifth consecutive month purchasing managers said prices for the goods they purchased fell """
Other;Repo;""" the decline was even than in september """
Other;Repo;""" they also said that vendors were delivering goods more quickly in october than they had for each of the five previous months """
Other;Repo;""" economists consider that a sign that pressures are """
Other;Repo;""" when demand is stronger than suppliers can handle and delivery times prices tend to rise """
Other;Repo;""" the purchasing managers ' report is based on data provided by more than N purchasing executives """
Other;Repo;""" each of the survey 's indicators the difference between the number of purchasers reporting improvement in a particular area and the number reporting a worsening """
Other;Repo;""" for the first time the october survey polled members on imports """
Other;Repo;""" it found that of the N N who import N N said they imported more in october and N N said they imported less than the previous month """
Other;Repo;""" while acknowledging one month 's figures do n't prove a trend mr. said it does lead you to suspect imports are going down or at least not increasing that much """
Other;Repo;""" items listed as being in short supply numbered only about a dozen but they included one milk and milk """
Other;Repo;""" it 's an odd thing to put on the list mr. noted """
Other;Repo;""" he said that for the second month in a row food processors reported a shortage of dry milk """
Other;Repo;""" they blamed increased demand for dairy products at a time of exceptionally high u.s. exports of dry milk coupled with very low import quotas """
Other;Repo;""" in new york contributed to this article """
Other;Repo;""" here are the commerce department 's figures for construction spending in billions of dollars at seasonally adjusted annual rates """
Other;Repo;""" here are the commerce department 's latest figures for manufacturers in billions of dollars seasonally adjusted """
Other;Repo;""" judging from the in 's a wild sheep chase N pages $ N baby boomers on both sides of the pacific have a lot in common """
Other;Repo;""" although set in japan the novel 's is almost entirely western especially american """
Other;Repo;""" characters drink dogs b. and watch bugs bunny reruns """
Other;Repo;""" they read and talk about and """
Other;Repo;""" they worry about their careers drink too much and suffer through broken and affairs """
Other;Repo;""" this is japan """
Other;Repo;""" for an american reader part of the of this engaging novel should come in recognizing that japan is n't the society of contemporary american """
Other;Repo;""" it 's also to read a japanese author who clearly does n't belong to the school of writers who the notion of the unique japanese by outsiders """
Other;Repo;""" if a wild sheep chase carries an implicit message for international relations it 's that the japanese are more like us than most of us think """
Other;Repo;""" that 's not to say that the plot of a wild sheep chase is rooted in reality """
Other;Repo;""" it 's and often funny """
Other;Repo;""" a hero sets off for snow country in search of an sheep with a star on its back at the of a with a stanford degree """
Other;Repo;""" he has in his girlfriend whose sassy mark her as anything but a """
Other;Repo;""" along the way he meets a christian who offers the hero god 's phone number and the sheep man a sweet figure who wears what else a """
Other;Repo;""" the 40-year-old mr. is a publishing in japan """
Other;Repo;""" a more recent novel norwegian wood every japanese under N seems to be in has sold more than four million copies since published it in N """
Other;Repo;""" but he is just one of several writers tokyo 's pack who are the charts in japan """
Other;Repo;""" their books are written in contemporary language and usually carry hefty of """
Other;Repo;""" in robert 's you have macmillan N pages $ N the give way to baseball in the version we would be hard put to call a game """
Other;Repo;""" as mr. describes it baseball is a mirror of japan 's of hard work and harmony """
Other;Repo;""" is japanese for team spirit and japanese have miles and miles of it """
Other;Repo;""" a player 's commitment to practice and team image is as important as his average """
Other;Repo;""" polls once named tokyo giants star a soul as the male symbol of japan """
Other;Repo;""" but other than the fact that is played with a ball and a bat it 's fans return balls to stadium the strike zone depending on the size of the ties are permitted even welcomed since they the shame of defeat players must by strict rules of conduct even in their personal lives players for the tokyo giants for example must always wear ties when on the road """
Other;Repo;""" you have is the often amusing of how american to two per team fare in japan """
Other;Repo;""" despite the enormous sums of money they 're paid to stand up at a japanese plate a good number decide it 's not worth it and run for home """
Other;Repo;""" funny business N pages $ N by gary is anything but """
Other;Repo;""" it 's the complaint of an american whom sony for a year while he was on a in tokyo to the regret of both parties """
Other;Repo;""" in sometimes amusing more often even vicious mr. describes how sony even the most mundane aspects of its workers ' lives at the office where employees are assigned lunch partners and at home in the company run by a """
Other;Repo;""" some of his about japanese management style are on the mark """
Other;Repo;""" it 's probably true that many put in overtime just for the of solidarity that the system is so that only the assistant manager can talk to the manager and the manager to the general manager and that sony was of letting a young short-term american employee take on any responsibility """
Other;Repo;""" all of this must have been frustrating to mr. who went to sony with degrees in business and computer science and was to another """
Other;Repo;""" but sony ultimately took a lesson from the american management books and fired mr. after he committed the social crime of making an appointment to see the venerable founder of sony """
Other;Repo;""" it 's a shame their meeting never took place """
Other;Repo;""" mr. certainly would have learned something and it 's even possible mr. would have too """
Other;Repo;""" ms. the journal 's deputy editorial features editor worked in tokyo for three years """
Other;Repo;""" more and more corners of the globe are becoming free of tobacco smoke """
Other;Repo;""" in singapore a new law requires smokers to put out their cigarettes before entering restaurants department stores and sports centers or face a $ N fine """
Other;Repo;""" and private clubs are exempt from the ban and smoking will be permitted in bars except during hours an official said """
Other;Repo;""" singapore already bans smoking in all theaters buses public elevators hospitals and fast-food restaurants """
Other;Repo;""" in malaysia a deputy minister in the prime minister 's office launched a week at the institute of technology near kuala lumpur and urged other schools to ban smoking """
Other;Repo;""" south korea has different concerns """
Other;Repo;""" in seoul officials began visiting about N cigarette to remove illegal and advertising imported cigarettes """
Other;Repo;""" south korea has opened its market to foreign cigarettes but restricts advertising to designated places """
Other;Repo;""" a marketing study indicates that hong kong consumers are the most in the N major markets where the survey was carried out """
Other;Repo;""" the study by the backer spielvogel bates ad agency also found that the colony 's consumers feel more pressured than those in any of the other surveyed markets which include the u.s. and japan """
Other;Repo;""" the survey found that nearly half of hong kong consumers what it identified as values compared with about one-third in japan and the u.s. """
Other;Repo;""" more than three in five said they are under a great deal of stress most of the time compared with less than one in two u.s. consumers and one in four in japan """
Other;Repo;""" the cabinet endorsed finance minister 's proposal to build a $ N million conference center for a joint meeting of the world bank and international monetary fund two years from now """
Other;Repo;""" the meeting which is expected to draw N to was going to be held at the central plaza hotel but the government balked at the hotel 's conditions for undertaking necessary expansion """
Other;Repo;""" a major concern about the current plan is whether the new center can be built in such a short time """
Other;Repo;""" arafat has written to the chairman of the international olympic committee asking him to back a palestinian bid to join the committee the liberation organization news agency said """
Other;Repo;""" an official of the palestinian olympic committee said the committee first applied for membership in N and renewed its application in august of this year """
Other;Repo;""" the plo in recent months has been trying to join international organizations but failed earlier this year to win membership in the world health organization and the world tourism organization """
Other;Repo;""" a beijing assistant has become the first chinese to get aids through sex the people 's daily said """
Other;Repo;""" it said the man whom it did not name had been found to have the disease after hospital tests """
Other;Repo;""" once the disease was confirmed all the man 's associates and family were tested but none have so far been found to have aids the newspaper said """
Other;Repo;""" the man had for a long time had a chaotic sex life including relations with foreign men the newspaper said """
Other;Repo;""" the polish government increased home electricity charges by N N and doubled gas prices """
Other;Repo;""" the official news agency said the increases were intended to bring low energy charges into line with production costs and compensate for a rise in coal prices """
Other;Repo;""" in news south korea in establishing diplomatic ties with poland yesterday announced $ N million in loans to the financially strapped warsaw government """
Other;Repo;""" in a victory for environmentalists hungary 's parliament terminated a multibillion-dollar river dam being built by firms """
Other;Repo;""" the dam was designed to be with another dam now nearly complete N miles in czechoslovakia """
Other;Repo;""" in ending hungary 's part of the project parliament authorized prime minister to modify a N agreement with czechoslovakia which still wants the dam to be built """
Other;Repo;""" mr. said in parliament that czechoslovakia and hungary would suffer environmental damage if the were built as planned """
Other;Repo;""" czechoslovakia said in may it could seek $ N billion from hungary if the contract were broken """
Other;Repo;""" the dam ca n't be operated solely at peak periods without the project """
Other;Repo;""" a painting by august set a price record when it sold at auction in stockholm for $ N million """
Other;Repo;""" ii was painted in oils by the playwright in N """
Other;Repo;""" after years of decline in france showed a N N last year with N more couples in N than in the previous year the national statistics office said """
Other;Repo;""" but the number of last year N was still well below the N registered in N the last year of increasing """
Other;Repo;""" ltd. said it agreed to issue N million canadian dollars us$ N million of N N senior debentures due nov. N N together with N bond purchase warrants """
Other;Repo;""" the toronto-based real estate concern said each bond warrant the holder to buy c$ N principal amount of debentures at par plus accrued interest to the date of purchase """
Other;Repo;""" the warrants expire nov. N N """
Other;Repo;""" the issue will be into fixed-rate u.s. dollars at a rate the company said is less than N N a spokesman declined to elaborate """
Other;Repo;""" lead underwriters for the issue are inc. and dominion securities inc. both toronto-based investment dealers """
Other;Repo;""" said it expects to complete the issue by the end of the month """
Other;Repo;""" as an actor charles lane is n't the of charlie 's spirit """
Other;Repo;""" steve martin has already laid his claim to that """
Other;Repo;""" but it is mr. lane as movie director producer and writer who has been with 's little tramp in a contemporary way """
Other;Repo;""" in N as a film student at the purchase campus of the state university of new york mr. lane shot a place in time a black-and-white film about a artist a man of the streets """
Other;Repo;""" now N years later mr. lane has revived his artist in a movie called sidewalk stories a piece of work about a tramp """
Other;Repo;""" of course if the film contained dialogue mr. lane 's artist would be called a homeless person """
Other;Repo;""" so would the little tramp for that matter """
Other;Repo;""" i say contained dialogue because sidewalk stories is n't really silent at all """
Other;Repo;""" marc a college friend of mr. lane 's who earns his living playing the double bass in classical music has prepared an exciting score that tells you what the characters are thinking and feeling far more precisely than or even words would """
Other;Repo;""" much of mr. lane 's film takes a highly view of life on the streets though probably no more than mr. 's notion of the tramp as the free spirit """
Other;Repo;""" in lovely black and white by bill the new york streets of sidewalk stories seem benign """
Other;Repo;""" on wall street men and women walk with great purpose one another only when they for """
Other;Repo;""" the artist hangs out in greenwich village on a strip of sixth avenue by and other """
Other;Repo;""" this clearly is not real life no crack dealers no men selling four-year-old copies of no one up in a box """
Other;Repo;""" the artist has his routine """
Other;Repo;""" he spends his days or trying to """
Other;Repo;""" at night he returns to the building he calls home """
Other;Repo;""" his life including his with a competing artist seems """
Other;Repo;""" he is his own man """
Other;Repo;""" then just as the tramp is given a blind girl to cure in city lights the artist is put in charge of returning a whose father has been murdered by to her mother """
Other;Repo;""" this child turns out to be a blessing and a """
Other;Repo;""" she gives the artist a sense of purpose but also him to the serious of his life """
Other;Repo;""" the at the mission seem far when he has to a little girl into one of them at night """
Other;Repo;""" to further load the stakes mr. lane up a highly for the artist with a young woman who owns her own children 's shop and who lives in an expensive apartment building """
Other;Repo;""" this story line might more strongly if mr. lane had as strong a presence in front of the camera as he does behind it """
Other;Repo;""" mr. lane 's final purpose is n't to the artist 's existence """
Other;Repo;""" he has a point he wants to make and he makes it with a great deal of force """
Other;Repo;""" the movie ends with sound the sound of street people talking and there is n't anything or in those rough beaten voices """
Other;Repo;""" the french film maker has managed another kind of weird achievement with his story of women """
Other;Repo;""" he has made a harsh brilliant picture one that 's about a character who viewed from the most sympathetic would seem """
Other;Repo;""" yet this woman carries historical significance both as one of the last women to be executed in france and as a symbol of the government 's """
Other;Repo;""" while with the germans during world war ii in the deaths of thousands of resistance and its officials needed a """
Other;Repo;""" a was their woman """
Other;Repo;""" she became an and continued because it enabled her to buy cocoa and other """
Other;Repo;""" she was and in one job killed a client """
Other;Repo;""" her was and brief """
Other;Repo;""" although she was kind and to her children she was to her husband she openly brought her into their home """
Other;Repo;""" as presented by mr. and played with intensity by called in the film was not a nice person """
Other;Repo;""" but she did n't deserve to have her head off """
Other;Repo;""" there is very little to recommend old a confused of the carlos novel of the mexican revolution """
Other;Repo;""" most of the picture is taken up with endless scenes of many people either fighting or eating and drinking to victory """
Other;Repo;""" i mention the picture only because many bad movies have a bright spot and this one has gregory peck in a loose and energetic portrayal of an old man who wants to die the way he wants to die """
Other;Repo;""" video tip before seeing sidewalk stories take a look at city lights 's tramp at his """
Other;Repo;""" boeing co. said it is discussing plans with three of its regular japanese suppliers to possibly help build a larger version of its popular N """
Other;Repo;""" the discussions are still in preliminary stages and the specific details have n't been worked out between the seattle aerospace company and heavy industries ltd. mitsubishi heavy industries ltd. and fuji heavy industries ltd """
Other;Repo;""" the three japanese companies build the body sections of the N accounting for a combined N N of the aircraft """
Other;Repo;""" japanese press reports have speculated that the japanese contribution could rise to between N N and N N under the new program """
Other;Repo;""" if boeing goes ahead with the larger N the plane could hit the market in the mid-1990s """
Other;Repo;""" this is the year the negative ad for years a secondary presence in most political campaigns became the main event """
Other;Repo;""" the irony is that the attack commercial after getting a boost in last year 's presidential campaign has come of age in an election year with only a few scattered across the country """
Other;Repo;""" but in the three leading political of N the negative ads have reached new levels of raising fears that this kind of empty of significant issues is in a new era of campaigns without content """
Other;Repo;""" now says joseph a pioneer in political television the idea is to attack first last and always """
Other;Repo;""" a trend that started with the first of politics accelerated with the of the television age and became a art form in N has reached an entirely new stage """
Other;Repo;""" to get people 's attention these days says douglas a political consultant your tv ad needs to be bold and entertaining and more often than not that means """
Other;Repo;""" and unlike a few years ago you do n't even have to worry whether the ad is """
Other;Repo;""" in N as often as not the principal fights in the major campaigns are prompted by the ads themselves """
Other;Repo;""" take a look then at the main attack commercials that set the tone for tuesday 's elections in new york city new jersey and virginia """
Other;Repo;""" new york city """
Other;Repo;""" the screen with a small tight shot of david dinkins democratic candidate for mayor of new york city """
Other;Repo;""" david dinkins failed to file his income taxes for four straight years says a male voice """
Other;Repo;""" and then this television commercial paid for by republican rudolph giuliani 's campaign and produced by roger the master of negative tv ads really gets down to business """
Other;Repo;""" mr. dinkins the ad charges also failed to report his campaign contributions accurately his links to a failing insurance company and paid a convicted through a phony organization with no members no receipts and no office """
Other;Repo;""" david dinkins says the why does he always wait until he 's caught """
Other;Repo;""" nasty says john mr. dinkins 's issues director designed to a case of political corruption that simply does n't exist """
Other;Repo;""" by the giuliani ads mr. dinkins 's tv consultants robert and david finally a negative ad of their own """
Other;Repo;""" the screen shows two distorted photos presumably of two politicians """
Other;Repo;""" compare two candidates for mayor says the announcer """
Other;Repo;""" one says he 's for banning bullets """
Other;Repo;""" the other has opposed a ban on bullets """
Other;Repo;""" one claims he 's pro-choice """
Other;Repo;""" the other has opposed a woman 's right to choose """
Other;Repo;""" funny thing says the both these candidates are named rudolph giuliani """
Other;Repo;""" who 's telling the truth """
Other;Repo;""" everybody and nobody """
Other;Repo;""" it 's a classic situation of ads that are true but not always fully accurate """
Other;Repo;""" mr. dinkins did fail to file his income taxes for four years but he insists he voluntarily admitted the oversight when he was being considered for a city job """
Other;Repo;""" he was on the board of an insurance company with financial problems but he insists he made no secret of it """
Other;Repo;""" the city 's campaign finance board has refused to pay mr. dinkins $ N in matching funds because his campaign records are incomplete """
Other;Repo;""" the campaign has blamed these reporting problems on computer errors """
Other;Repo;""" and says mr. dinkins he did n't know the man his campaign paid for a effort had been convicted of """
Other;Repo;""" but say mr. dinkins 's managers he did have an office and his organization did have members """
Other;Repo;""" mr. giuliani 's campaign chairman peter powers says the dinkins ad is deceptive """
Other;Repo;""" the other side he argues knows giuliani has always been pro-choice even though he has personal reservations """
Other;Repo;""" they know he is generally opposed to bullets but that he had some reservations about the language in the legislation """
Other;Repo;""" virginia """
Other;Repo;""" democratic gov. douglas wilder opened his gubernatorial battle with republican marshall coleman with an abortion commercial produced by frank that analysts of every political agree was a tour de force """
Other;Repo;""" against a shot of on an american flag an announcer talks about the strong tradition of freedom and individual liberty that have for generations """
Other;Repo;""" then just as an image of the of thomas jefferson from the screen the announcer continues on the issue of abortion marshall coleman wants to take away your right to choose and give it to the politicians """
Other;Repo;""" that commercial which said mr. coleman wanted to take away the right of abortion even in cases of rape and incest a charge mr. coleman denies changed the dynamics of the campaign it at least in part into a on abortion """
Other;Repo;""" the ad prompted mr. coleman the former virginia attorney general to launch a series of advertisements created by bob goodman and designed to shake mr. wilder 's support among the very women who were attracted by the abortion ad """
Other;Repo;""" the coleman featured a of a young woman in and the ad suggested that she was an courtroom """
Other;Repo;""" a voice says now do n't you have """
Other;Repo;""" then an announcer it was douglas wilder who introduced a bill to force rape victims age N and younger to be about their private lives by lawyers for accused """
Other;Repo;""" so the next time mr. wilder talks about the rights of women ask him about this law he tried to pass """
Other;Repo;""" mr. wilder did introduce such legislation N years ago but he did so at the request of a a common legislative technique used by lawmakers """
Other;Repo;""" the legislation itself noted that it was introduced by request and in N mr. wilder introduced a bill to protect rape victims from """
Other;Repo;""" people have grown tired of these ads and coleman has gotten the of being a negative says mark a political scientist at mary washington college """
Other;Repo;""" wilder has managed to get across the idea that coleman will say anything to get elected governor and more important has been able to put the for all the negative on coleman """
Other;Repo;""" mr. coleman said this week that he would devote the remainder of the political season to positive but the truce lasted only hours """
Other;Repo;""" by tuesday night television stations were carrying new ads featuring mr. coleman himself raising questions about mr. wilder 's to rape victims """
Other;Repo;""" new jersey """
Other;Repo;""" the attacks began when democratic rep. james florio aired an ad featuring a drawing of and a photograph of mr. florio 's rival republican rep. jim courter """
Other;Repo;""" remember says a female voice """
Other;Repo;""" consider jim courter """
Other;Repo;""" and then this commercial produced by bob gets down to its own mean and business """
Other;Repo;""" pictures of oil into focus and the female voice that hazardous waste on his mr. courter 's property the neighbors are suing for consumer fraud """
Other;Repo;""" and the nose on mr. courter 's face grows """
Other;Repo;""" the only fraud involved cry mr. courter 's is the florio commercial itself and so the courter campaign has responded with its own commercial produced by mr. """
Other;Repo;""" in this one the screen with photographs of both candidates """
Other;Repo;""" who 's really lying asks a female voice """
Other;Repo;""" florio 's lying the voice goes on because the barrel on courter 's land contained heating oil was up and caused no pollution """
Other;Repo;""" mr. courter 's long nose while mr. florio 's grows """
Other;Repo;""" who 's telling the truth """
Other;Repo;""" stephen a political scientist at new jersey 's institute says it 's another example of an ad that 's true but not fully accurate """
Other;Repo;""" barrels were dumped on the courter property a complaint was made but there is no evidence the barrels were a serious threat to the environment """
Other;Repo;""" even so according to mr. the ad was devastating because it raised questions about mr. courter 's credibility """
Other;Repo;""" but it 's building on a long tradition """
Other;Repo;""" in N on route to a re-election rout of democrat frank gop gov. nelson rockefeller of new york appeared in person saying if you want to keep the crime rates high is your man """
Other;Repo;""" a seat on the chicago board of trade was sold for $ N down $ N from the previous sale last friday """
Other;Repo;""" seats currently are quoted at $ N bid and $ N asked """
Other;Repo;""" the record price for a full membership on the exchange is $ N set aug. N N """
Other;Repo;""" japanese investment in southeast asia is the region toward economic integration """
Other;Repo;""" interviews with analysts and business people in the u.s. suggest that japanese capital may produce the economic cooperation that southeast asian politicians have pursued in fits and starts for decades """
Other;Repo;""" but japan 's power in the region also is fears of domination and fresh policy questions """
Other;Repo;""" the flow of japanese funds has set in motion a process these economies will be together by the great japanese investment machine says robert vice chairman of goldman sachs international corp """
Other;Repo;""" in the past five years japanese companies have tripled their commitments in asia to $ N billion """
Other;Repo;""" in thailand for example the government 's board of investment approved $ N million of japanese investment in N N times the u.s. investment figure for the year """
Other;Repo;""" japan 's commitment in southeast asia also includes steep increases in foreign assistance and trade """
Other;Repo;""" asia 's other countries are following japan 's lead and pumping capital into the region """
Other;Repo;""" in taiwan and south korea rising wages are forcing manufacturers to seek other overseas sites for production """
Other;Repo;""" these nations known as asia 's little also are contributing to southeast asia 's integration but their influence will remain subordinate to japan 's """
Other;Repo;""" for countries such as thailand and malaysia the investment will provide needed jobs and spur growth """
Other;Repo;""" but asian nations ' harsh memories of their military domination by japan in the early part of this century make them fearful of falling under japanese economic now """
Other;Repo;""" because of budget constraints in washington the u.s. encourages japan to share economic burdens in the region """
Other;Repo;""" but it yielding political ground """
Other;Repo;""" in the coming decade analysts say relations will be tested as tokyo comes to terms with its new status as the region 's economic """
Other;Repo;""" japan 's swelling investment in southeast asia is part of its economic evolution """
Other;Repo;""" in the past decade japanese manufacturers concentrated on domestic production for export """
Other;Repo;""" in the 1990s spurred by rising labor costs and the strong yen these companies will increasingly turn themselves into with plants around the world """
Other;Repo;""" to capture the investment southeast asian nations will move to accommodate japanese business """
Other;Repo;""" these nations ' internal decisions will be made in a way not to their largest aid largest private investor and largest lender says richard director of the international business and research program at the university of southern california 's graduate school of business """
Other;Repo;""" japanese money will help turn southeast asia into a more economic region """
Other;Repo;""" but analysts say asian cooperation is n't likely to parallel the european common market approach """
